Provincia,Casos Sospechosos,Incidencia Acumulada,Defunciones Nuevas,Condicion,Numero,Year
Sánchez Ramírez,0,0.0,0,colera,21,2018
Valverde,0,0.0,0,colera,21,2018
Azua,0,1.07,0,colera,22,2018
Baoruco,0,0.0,0,colera,22,2018
Barahona,0,0.0,0,colera,22,2018
Dajabón,0,0.0,0,colera,22,2018
Distrito Nacional,0,0.23,0,colera,22,2018
Duarte,0,0.0,0,colera,22,2018
El Seibo,0,0.0,0,colera,22,2018
Elías Piña,0,0.0,0,colera,22,2018
Espaillat,0,0.99,0,colera,22,2018
Extranjera,0,0.0,0,colera,22,2018
Hato Mayor,0,0.0,0,colera,22,2018
Hermanas Mirabal,0,0.0,0,colera,22,2018
Independencia,0,0.0,0,colera,22,2018
La Altagracia,0,1.43,0,colera,22,2018
La Romana,0,0.0,0,colera,22,2018
La Vega,0,2.9,0,colera,22,2018
María Trinidad Sánchez,0,0.0,0,colera,22,2018
Monseñor Nouel,0,0.0,0,colera,22,2018
Monte Cristi,0,0.0,0,colera,22,2018
Monte Plata,0,0.0,0,colera,22,2018
Pedernales,0,6.94,0,colera,22,2018
Peravia,0,2.44,0,colera,22,2018
Puerto Plata,0,0.0,0,colera,22,2018
Samaná,0,0.0,0,colera,22,2018
San Cristóbal,0,0.76,0,colera,22,2018
San José de Ocoa,0,0.0,0,colera,22,2018
San Juan,0,0.0,0,colera,22,2018
San Pedro de Macorís,0,0.78,0,colera,22,2018
Santiago,0,0.0,0,colera,22,2018
Santiago Rodríguez,0,0.0,0,colera,22,2018
Santo Domingo,0,0.17,0,colera,22,2018
Sánchez Ramírez,0,0.0,0,colera,22,2018
Valverde,0,0.0,0,colera,22,2018
Azua,0,0.84,0,colera,28,2018
Baoruco,1,1.86,0,colera,28,2018
Barahona,0,0.0,0,colera,28,2018
Dajabón,0,0.0,0,colera,28,2018
Distrito Nacional,0,0.18,0,colera,28,2018
Duarte,0,0.0,0,colera,28,2018
El Seibo,0,0.0,0,colera,28,2018
Elías Piña,0,0.0,0,colera,28,2018
Espaillat,0,0.78,0,colera,28,2018
Extranjera,0,0.0,0,colera,28,2018
Hato Mayor,0,0.0,0,colera,28,2018
Hermanas Mirabal,0,0.0,0,colera,28,2018
Independencia,7,26.17,0,colera,28,2018
La Altagracia,0,1.12,0,colera,28,2018
La Romana,0,0.0,0,colera,28,2018
La Vega,0,2.74,0,colera,28,2018
María Trinidad Sánchez,0,0.0,0,colera,28,2018
Monseñor Nouel,0,0.0,0,colera,28,2018
Monte Cristi,0,0.0,0,colera,28,2018
Monte Plata,0,0.0,0,colera,28,2018
Pedernales,0,5.45,0,colera,28,2018
Peravia,0,1.92,0,colera,28,2018
Puerto Plata,0,0.0,0,colera,28,2018
Samaná,0,0.0,0,colera,28,2018
San Cristóbal,0,0.9,0,colera,28,2018
San José de Ocoa,0,0.0,0,colera,28,2018
San Juan,0,0.0,0,colera,28,2018
San Pedro de Macorís,0,0.62,0,colera,28,2018
Santiago,0,0.0,0,colera,28,2018
Santiago Rodríguez,0,0.0,0,colera,28,2018
Santo Domingo,0,0.13,0,colera,28,2018
Sánchez Ramírez,0,0.0,0,colera,28,2018
Valverde,0,0.0,0,colera,28,2018
Azua,0,0.81,0,colera,29,2018
Baoruco,0,1.79,0,colera,29,2018
Barahona,0,0.0,0,colera,29,2018
Dajabón,0,0.0,0,colera,29,2018
Distrito Nacional,0,0.18,0,colera,29,2018
Duarte,0,0.0,0,colera,29,2018
El Seibo,0,0.0,0,colera,29,2018
Elías Piña,0,0.0,0,colera,29,2018
Espaillat,0,0.75,0,colera,29,2018
Extranjera,0,0.0,0,colera,29,2018
Hato Mayor,0,0.0,0,colera,29,2018
Hermanas Mirabal,0,0.0,0,colera,29,2018
Independencia,12,63.18,0,colera,29,2018
La Altagracia,0,1.09,0,colera,29,2018
La Romana,0,0.0,0,colera,29,2018
La Vega,0,2.64,0,colera,29,2018
María Trinidad Sánchez,0,0.0,0,colera,29,2018
Monseñor Nouel,0,0.0,0,colera,29,2018
Monte Cristi,0,0.0,0,colera,29,2018
Monte Plata,0,0.0,0,colera,29,2018
Pedernales,0,5.26,0,colera,29,2018
Peravia,0,1.85,0,colera,29,2018
Puerto Plata,0,0.0,0,colera,29,2018
Samaná,0,0.0,0,colera,29,2018
San Cristóbal,0,0.87,0,colera,29,2018
San José de Ocoa,0,0.0,0,colera,29,2018
San Juan,0,0.0,0,colera,29,2018
San Pedro de Macorís,0,0.6,0,colera,29,2018
Santiago,0,0.0,0,colera,29,2018
Santiago Rodríguez,0,0.0,0,colera,29,2018
Santo Domingo,0,0.13,0,colera,29,2018
Sánchez Ramírez,0,0.0,0,colera,29,2018
Valverde,0,0.0,0,colera,29,2018
Azua,0,0.76,0,colera,31,2018
Baoruco,0,1.68,0,colera,31,2018
Barahona,0,0.0,0,colera,31,2018
Dajabón,0,0.0,0,colera,31,2018
Distrito Nacional,0,0.16,0,colera,31,2018
Duarte,0,0.0,0,colera,31,2018
El Seibo,0,0.0,0,colera,31,2018
Elías Piña,0,0.0,0,colera,31,2018
Espaillat,0,0.71,0,colera,31,2018
Extranjera,0,0.0,0,colera,31,2018
Hato Mayor,0,0.0,0,colera,31,2018
Hermanas Mirabal,0,0.0,0,colera,31,2018
Independencia,0,65.01,0,colera,31,2018
La Altagracia,0,1.02,0,colera,31,2018
La Romana,0,0.0,0,colera,31,2018
La Vega,0,2.47,0,colera,31,2018
María Trinidad Sánchez,0,0.0,0,colera,31,2018
Monseñor Nouel,0,0.0,0,colera,31,2018
Monte Cristi,0,0.0,0,colera,31,2018
Monte Plata,0,0.0,0,colera,31,2018
Pedernales,0,4.92,0,colera,31,2018
Peravia,0,1.73,0,colera,31,2018
Puerto Plata,0,0.0,0,colera,31,2018
Samaná,0,0.0,0,colera,31,2018
San Cristóbal,0,0.81,0,colera,31,2018
San José de Ocoa,0,0.0,0,colera,31,2018
San Juan,0,0.0,0,colera,31,2018
San Pedro de Macorís,0,0.56,0,colera,31,2018
Santiago,0,0.0,0,colera,31,2018
Santiago Rodríguez,0,0.0,0,colera,31,2018
Santo Domingo,0,0.12,0,colera,31,2018
Sánchez Ramírez,0,0.0,0,colera,31,2018
Valverde,0,0.0,0,colera,31,2018
Azua,0,0.74,0,colera,32,2018
Baoruco,0,1.63,0,colera,32,2018
Barahona,0,0.0,0,colera,32,2018
Dajabón,0,0.0,0,colera,32,2018
Distrito Nacional,0,0.16,0,colera,32,2018
Duarte,0,0.0,0,colera,32,2018
El Seibo,0,0.0,0,colera,32,2018
Elías Piña,0,0.0,0,colera,32,2018
Espaillat,0,0.68,0,colera,32,2018
Extranjera,0,0.0,0,colera,32,2018
Hato Mayor,0,0.0,0,colera,32,2018
Hermanas Mirabal,0,0.0,0,colera,32,2018
Independencia,1,65.84,0,colera,32,2018
La Altagracia,0,0.98,0,colera,32,2018
La Romana,0,0.0,0,colera,32,2018
La Vega,0,2.4,0,colera,32,2018
María Trinidad Sánchez,0,0.0,0,colera,32,2018
Monseñor Nouel,0,0.0,0,colera,32,2018
Monte Cristi,0,0.0,0,colera,32,2018
Monte Plata,0,0.0,0,colera,32,2018
Pedernales,0,4.77,0,colera,32,2018
Peravia,0,1.68,0,colera,32,2018
Puerto Plata,0,0.0,0,colera,32,2018
Samaná,0,0.0,0,colera,32,2018
San Cristóbal,0,0.79,0,colera,32,2018
San José de Ocoa,0,0.0,0,colera,32,2018
San Juan,0,0.0,0,colera,32,2018
San Pedro de Macorís,0,0.54,0,colera,32,2018
Santiago,0,0.0,0,colera,32,2018
Santiago Rodríguez,0,0.0,0,colera,32,2018
Santo Domingo,0,0.12,0,colera,32,2018
Sánchez Ramírez,0,0.0,0,colera,32,2018
Valverde,0,0.0,0,colera,32,2018
Azua,0,0.71,0,colera,33,2018
Baoruco,0,1.58,0,colera,33,2018
Barahona,0,0.0,0,colera,33,2018
Dajabón,0,0.0,0,colera,33,2018
Distrito Nacional,0,0.15,0,colera,33,2018
Duarte,0,0.0,0,colera,33,2018
El Seibo,0,0.0,0,colera,33,2018
Elías Piña,0,0.0,0,colera,33,2018
Espaillat,0,0.66,0,colera,33,2018
Extranjera,0,0.0,0,colera,33,2018
Hato Mayor,0,0.0,0,colera,33,2018
Hermanas Mirabal,0,0.0,0,colera,33,2018
Independencia,1,69.4,0,colera,33,2018
La Altagracia,0,0.95,0,colera,33,2018
La Romana,0,0.0,0,colera,33,2018
La Vega,0,2.32,0,colera,33,2018
María Trinidad Sánchez,0,0.0,0,colera,33,2018
Monseñor Nouel,0,0.0,0,colera,33,2018
Monte Cristi,0,0.0,0,colera,33,2018
Monte Plata,0,0.0,0,colera,33,2018
Pedernales,0,4.63,0,colera,33,2018
Peravia,0,1.63,0,colera,33,2018
Puerto Plata,0,0.0,0,colera,33,2018
Samaná,0,0.0,0,colera,33,2018
San Cristóbal,0,0.76,0,colera,33,2018
San José de Ocoa,0,0.0,0,colera,33,2018
San Juan,0,0.0,0,colera,33,2018
San Pedro de Macorís,0,0.52,0,colera,33,2018
Santiago,0,0.0,0,colera,33,2018
Santiago Rodríguez,0,0.0,0,colera,33,2018
Santo Domingo,0,0.11,0,colera,33,2018
Sánchez Ramírez,0,0.0,0,colera,33,2018
Valverde,0,0.0,0,colera,33,2018
Azua,0,0.69,0,colera,34,2018
Baoruco,0,1.53,0,colera,34,2018
Barahona,0,0.0,0,colera,34,2018
Dajabón,0,0.0,0,colera,34,2018
Distrito Nacional,0,0.15,0,colera,34,2018
Duarte,0,0.0,0,colera,34,2018
El Seibo,0,0.0,0,colera,34,2018
Elías Piña,0,0.0,0,colera,34,2018
Espaillat,0,0.64,0,colera,34,2018
Extranjera,0,0.0,0,colera,34,2018
Hato Mayor,0,0.0,0,colera,34,2018
Hermanas Mirabal,0,0.0,0,colera,34,2018
Independencia,1,67.36,0,colera,34,2018
La Altagracia,0,0.93,0,colera,34,2018
La Romana,0,0.0,0,colera,34,2018
La Vega,0,2.25,0,colera,34,2018
María Trinidad Sánchez,0,0.0,0,colera,34,2018
Monseñor Nouel,0,0.0,0,colera,34,2018
Monte Cristi,0,0.0,0,colera,34,2018
Monte Plata,0,0.0,0,colera,34,2018
Pedernales,0,4.49,0,colera,34,2018
Peravia,0,1.58,0,colera,34,2018
Puerto Plata,0,0.0,0,colera,34,2018
Samaná,0,0.0,0,colera,34,2018
San Cristóbal,0,0.74,0,colera,34,2018
San José de Ocoa,0,0.0,0,colera,34,2018
San Juan,0,0.0,0,colera,34,2018
San Pedro de Macorís,0,0.51,0,colera,34,2018
Santiago,0,0.0,0,colera,34,2018
Santiago Rodríguez,0,0.0,0,colera,34,2018
Santo Domingo,0,0.11,0,colera,34,2018
Sánchez Ramírez,0,0.0,0,colera,34,2018
Valverde,0,0.0,0,colera,34,2018
Azua,0,0.67,0,colera,35,2018
Baoruco,0,1.49,0,colera,35,2018
Barahona,0,0.0,0,colera,35,2018
Dajabón,0,0.0,0,colera,35,2018
Distrito Nacional,0,0.15,0,colera,35,2018
Duarte,0,0.0,0,colera,35,2018
El Seibo,0,0.0,0,colera,35,2018
Elías Piña,1,2.34,0,colera,35,2018
Espaillat,0,0.62,0,colera,35,2018
Extranjera,0,0.0,0,colera,35,2018
Hato Mayor,0,0.0,0,colera,35,2018
Hermanas Mirabal,0,0.0,0,colera,35,2018
Independencia,0,65.43,0,colera,35,2018
La Altagracia,0,0.9,0,colera,35,2018
La Romana,0,0.0,0,colera,35,2018
La Vega,0,2.19,0,colera,35,2018
María Trinidad Sánchez,0,0.0,0,colera,35,2018
Monseñor Nouel,0,0.0,0,colera,35,2018
Monte Cristi,0,0.0,0,colera,35,2018
Monte Plata,0,0.0,0,colera,35,2018
Pedernales,0,4.36,0,colera,35,2018
Peravia,0,1.53,0,colera,35,2018
Puerto Plata,0,0.0,0,colera,35,2018
Samaná,0,0.0,0,colera,35,2018
San Cristóbal,0,0.72,0,colera,35,2018
San José de Ocoa,0,0.0,0,colera,35,2018
San Juan,0,0.0,0,colera,35,2018
San Pedro de Macorís,0,0.49,0,colera,35,2018
Santiago,0,0.0,0,colera,35,2018
Santiago Rodríguez,0,0.0,0,colera,35,2018
Santo Domingo,0,0.11,0,colera,35,2018
Sánchez Ramírez,0,0.0,0,colera,35,2018
Valverde,0,0.0,0,colera,35,2018
Azua,0,0.57,0,colera,41,2018
Baoruco,0,1.26,0,colera,41,2018
Barahona,0,2.01,0,colera,41,2018
Dajabón,0,0.0,0,colera,41,2018
Distrito Nacional,0,0.12,0,colera,41,2018
Duarte,0,0.0,0,colera,41,2018
El Seibo,0,0.0,0,colera,41,2018
Elías Piña,0,6.0,0,colera,41,2018
Espaillat,0,1.06,0,colera,41,2018
Extranjera,0,0.0,0,colera,41,2018
Hato Mayor,0,0.0,0,colera,41,2018
Hermanas Mirabal,0,0.0,0,colera,41,2018
Independencia,0,192.44,0,colera,41,2018
La Altagracia,0,0.75,0,colera,41,2018
La Romana,0,0.0,0,colera,41,2018
La Vega,0,1.86,0,colera,41,2018
María Trinidad Sánchez,0,0.0,0,colera,41,2018
Monseñor Nouel,0,0.73,0,colera,41,2018
Monte Cristi,0,0.0,0,colera,41,2018
Monte Plata,0,0.0,0,colera,41,2018
Pedernales,0,3.69,0,colera,41,2018
Peravia,0,1.3,0,colera,41,2018
Puerto Plata,0,0.0,0,colera,41,2018
Samaná,0,0.0,0,colera,41,2018
San Cristóbal,0,0.61,0,colera,41,2018
San José de Ocoa,0,0.0,0,colera,41,2018
San Juan,0,0.0,0,colera,41,2018
San Pedro de Macorís,0,0.42,0,colera,41,2018
Santiago,0,0.0,0,colera,41,2018
Santiago Rodríguez,0,0.0,0,colera,41,2018
Santo Domingo,0,0.14,0,colera,41,2018
Sánchez Ramírez,0,0.0,0,colera,41,2018
Valverde,0,0.0,0,colera,41,2018
Azua,0,0.56,0,colera,42,2018
Baoruco,0,1.23,0,colera,42,2018
Barahona,0,1.96,0,colera,42,2018
Dajabón,0,0.0,0,colera,42,2018
Distrito Nacional,0,0.12,0,colera,42,2018
Duarte,0,0.0,0,colera,42,2018
El Seibo,0,0.0,0,colera,42,2018
Elías Piña,0,5.85,0,colera,42,2018
Espaillat,0,1.04,0,colera,42,2018
Extranjera,0,0.0,0,colera,42,2018
Hato Mayor,0,0.0,0,colera,42,2018
Hermanas Mirabal,0,0.0,0,colera,42,2018
Independencia,0,187.86,0,colera,42,2018
La Altagracia,0,0.73,0,colera,42,2018
La Romana,0,0.0,0,colera,42,2018
La Vega,0,1.82,0,colera,42,2018
María Trinidad Sánchez,0,0.0,0,colera,42,2018
Monseñor Nouel,0,0.72,0,colera,42,2018
Monte Cristi,0,0.0,0,colera,42,2018
Monte Plata,0,0.0,0,colera,42,2018
Pedernales,0,3.6,0,colera,42,2018
Peravia,0,1.27,0,colera,42,2018
Puerto Plata,0,0.0,0,colera,42,2018
Samaná,0,0.0,0,colera,42,2018
San Cristóbal,0,0.59,0,colera,42,2018
San José de Ocoa,0,0.0,0,colera,42,2018
San Juan,0,0.0,0,colera,42,2018
San Pedro de Macorís,0,0.41,0,colera,42,2018
Santiago,0,0.0,0,colera,42,2018
Santiago Rodríguez,0,0.0,0,colera,42,2018
Santo Domingo,0,0.13,0,colera,42,2018
Sánchez Ramírez,0,0.0,0,colera,42,2018
Valverde,0,0.0,0,colera,42,2018
Azua,0,0.53,0,colera,44,2018
Baoruco,0,1.18,0,colera,44,2018
Barahona,0,1.88,0,colera,44,2018
Dajabón,0,0.0,0,colera,44,2018
Distrito Nacional,0,0.11,0,colera,44,2018
Duarte,0,0.0,0,colera,44,2018
El Seibo,0,0.0,0,colera,44,2018
Elías Piña,0,5.59,0,colera,44,2018
Espaillat,0,0.99,0,colera,44,2018
Extranjera,0,0.0,0,colera,44,2018
Hato Mayor,0,0.0,0,colera,44,2018
Hermanas Mirabal,0,0.0,0,colera,44,2018
Independencia,0,179.32,0,colera,44,2018
La Altagracia,0,0.7,0,colera,44,2018
La Romana,0,0.0,0,colera,44,2018
La Vega,0,1.74,0,colera,44,2018
María Trinidad Sánchez,0,0.0,0,colera,44,2018
Monseñor Nouel,0,0.68,0,colera,44,2018
Monte Cristi,0,0.0,0,colera,44,2018
Monte Plata,0,0.0,0,colera,44,2018
Pedernales,0,3.44,0,colera,44,2018
Peravia,0,1.21,0,colera,44,2018
Puerto Plata,0,0.0,0,colera,44,2018
Samaná,0,0.0,0,colera,44,2018
San Cristóbal,0,0.57,0,colera,44,2018
San José de Ocoa,0,0.0,0,colera,44,2018
San Juan,0,0.0,0,colera,44,2018
San Pedro de Macorís,0,0.39,0,colera,44,2018
Santiago,0,0.0,0,colera,44,2018
Santiago Rodríguez,0,0.0,0,colera,44,2018
Santo Domingo,0,0.13,0,colera,44,2018
Sánchez Ramírez,0,0.0,0,colera,44,2018
Valverde,0,0.0,0,colera,44,2018
Azua,0,0.52,0,colera,45,2018
Baoruco,0,1.15,0,colera,45,2018
Barahona,0,1.83,0,colera,45,2018
Dajabón,0,0.0,0,colera,45,2018
Distrito Nacional,0,0.11,0,colera,45,2018
Duarte,0,0.0,0,colera,45,2018
El Seibo,0,0.0,0,colera,45,2018
Elías Piña,0,5.46,0,colera,45,2018
Espaillat,0,0.97,0,colera,45,2018
Extranjera,0,0.0,0,colera,45,2018
Hato Mayor,0,0.0,0,colera,45,2018
Hermanas Mirabal,0,0.0,0,colera,45,2018
Independencia,0,175.33,0,colera,45,2018
La Altagracia,0,0.68,0,colera,45,2018
La Romana,0,0.0,0,colera,45,2018
La Vega,0,1.7,0,colera,45,2018
María Trinidad Sánchez,0,0.0,0,colera,45,2018
Monseñor Nouel,0,0.67,0,colera,45,2018
Monte Cristi,0,0.0,0,colera,45,2018
Monte Plata,0,0.0,0,colera,45,2018
Pedernales,0,3.36,0,colera,45,2018
Peravia,0,1.18,0,colera,45,2018
Puerto Plata,0,0.0,0,colera,45,2018
Samaná,0,0.0,0,colera,45,2018
San Cristóbal,0,0.55,0,colera,45,2018
San José de Ocoa,0,0.0,0,colera,45,2018
San Juan,0,0.0,0,colera,45,2018
San Pedro de Macorís,0,0.38,0,colera,45,2018
Santiago,0,0.0,0,colera,45,2018
Santiago Rodríguez,0,0.0,0,colera,45,2018
Santo Domingo,0,0.12,0,colera,45,2018
Sánchez Ramírez,0,0.0,0,colera,45,2018
Valverde,0,0.0,0,colera,45,2018
Azua,0,0.5,0,colera,47,2018
Baoruco,0,1.1,0,colera,47,2018
Barahona,0,1.76,0,colera,47,2018
Dajabón,0,0.0,0,colera,47,2018
Distrito Nacional,0,0.11,0,colera,47,2018
Duarte,0,0.0,0,colera,47,2018
El Seibo,0,0.0,0,colera,47,2018
Elías Piña,0,5.23,0,colera,47,2018
Espaillat,0,0.93,0,colera,47,2018
Extranjera,0,0.0,0,colera,47,2018
Hato Mayor,0,0.0,0,colera,47,2018
Hermanas Mirabal,0,0.0,0,colera,47,2018
Independencia,0,167.87,0,colera,47,2018
La Altagracia,0,0.65,0,colera,47,2018
La Romana,0,0.0,0,colera,47,2018
La Vega,0,1.62,0,colera,47,2018
María Trinidad Sánchez,0,0.0,0,colera,47,2018
Monseñor Nouel,0,0.64,0,colera,47,2018
Monte Cristi,0,0.0,0,colera,47,2018
Monte Plata,0,0.0,0,colera,47,2018
Pedernales,0,3.22,0,colera,47,2018
Peravia,0,1.13,0,colera,47,2018
Puerto Plata,0,0.0,0,colera,47,2018
Samaná,0,0.0,0,colera,47,2018
San Cristóbal,0,0.53,0,colera,47,2018
San José de Ocoa,0,0.0,0,colera,47,2018
San Juan,0,0.0,0,colera,47,2018
San Pedro de Macorís,0,0.37,0,colera,47,2018
Santiago,0,0.0,0,colera,47,2018
Santiago Rodríguez,0,0.0,0,colera,47,2018
Santo Domingo,0,0.12,0,colera,47,2018
Sánchez Ramírez,0,0.0,0,colera,47,2018
Valverde,0,0.0,0,colera,47,2018
Azua,0,0.0,0,colera,1,2019
Baoruco,0,0.0,0,colera,1,2019
Barahona,0,0.0,0,colera,1,2019
Dajabón,0,0.0,0,colera,1,2019
Distrito Nacional,0,0.0,0,colera,1,2019
Duarte,0,0.0,0,colera,1,2019
El Seibo,0,0.0,0,colera,1,2019
Elías Piña,0,0.0,0,colera,1,2019
Espaillat,0,0.0,0,colera,1,2019
Extranjera,0,0.0,0,colera,1,2019
Hato Mayor,0,0.0,0,colera,1,2019
Hermanas Mirabal,0,0.0,0,colera,1,2019
Independencia,0,0.0,0,colera,1,2019
La Altagracia,0,0.0,0,colera,1,2019
La Romana,0,0.0,0,colera,1,2019
La Vega,0,0.0,0,colera,1,2019
María Trinidad Sánchez,0,0.0,0,colera,1,2019
Monseñor Nouel,0,0.0,0,colera,1,2019
Monte Cristi,0,0.0,0,colera,1,2019
Monte Plata,0,0.0,0,colera,1,2019
Pedernales,0,0.0,0,colera,1,2019
Peravia,0,0.0,0,colera,1,2019
Puerto Plata,0,0.0,0,colera,1,2019
Samaná,0,0.0,0,colera,1,2019
San Cristóbal,0,0.0,0,colera,1,2019
San José de Ocoa,0,0.0,0,colera,1,2019
San Juan,0,0.0,0,colera,1,2019
San Pedro de Macorís,0,0.0,0,colera,1,2019
Santiago,0,0.0,0,colera,1,2019
Santiago Rodríguez,0,0.0,0,colera,1,2019
Santo Domingo,0,0.0,0,colera,1,2019
Sánchez Ramírez,0,0.0,0,colera,1,2019
Valverde,0,0.0,0,colera,1,2019
Azua,0,0.0,0,colera,27,2019
Baoruco,0,0.0,0,colera,27,2019
Barahona,0,0.0,0,colera,27,2019
Dajabón,0,0.0,0,colera,27,2019
Distrito Nacional,0,0.19,0,colera,27,2019
Duarte,0,0.0,0,colera,27,2019
El Seibo,0,0.0,0,colera,27,2019
Elías Piña,0,0.0,0,colera,27,2019
Espaillat,0,0.0,0,colera,27,2019
Extranjera,0,0.0,0,colera,27,2019
Hato Mayor,0,0.0,0,colera,27,2019
Hermanas Mirabal,0,0.0,0,colera,27,2019
Independencia,0,0.0,0,colera,27,2019
La Altagracia,0,0.0,0,colera,27,2019
La Romana,0,0.0,0,colera,27,2019
La Vega,0,0.0,0,colera,27,2019
María Trinidad Sánchez,0,0.0,0,colera,27,2019
Monseñor Nouel,0,0.0,0,colera,27,2019
Monte Cristi,0,0.0,0,colera,27,2019
Monte Plata,0,0.0,0,colera,27,2019
Pedernales,0,0.0,0,colera,27,2019
Peravia,0,0.0,0,colera,27,2019
Puerto Plata,0,0.0,0,colera,27,2019
Samaná,0,0.0,0,colera,27,2019
San Cristóbal,0,0.31,0,colera,27,2019
San José de Ocoa,0,0.0,0,colera,27,2019
San Juan,0,0.0,0,colera,27,2019
San Pedro de Macorís,0,0.63,0,colera,27,2019
Santiago,0,0.37,0,colera,27,2019
Santiago Rodríguez,0,0.0,0,colera,27,2019
Santo Domingo,0,0.47,0,colera,27,2019
Sánchez Ramírez,0,0.0,0,colera,27,2019
Valverde,0,0.0,0,colera,27,2019
