Provincia,Casos Confirmados,Incidencia Acumulada,Defunciones Nuevas,Condicion,Numero,Year
Santiago Rodríguez,0,0.0,0,malaria,21,2020
Santo Domingo,3,29.31,0,malaria,21,2020
Sánchez Ramírez,0,0.0,0,malaria,21,2020
Valverde,0,0.0,0,malaria,21,2020
Azua,0,3.19,0,malaria,22,2020
Baoruco,0,2.34,0,malaria,22,2020
Barahona,0,1.25,0,malaria,22,2020
Dajabón,0,0.0,0,malaria,22,2020
Distrito Nacional,1,45.09,0,malaria,22,2020
Duarte,0,0.0,0,malaria,22,2020
El Seibo,0,0.0,0,malaria,22,2020
Elías Piña,0,0.0,0,malaria,22,2020
Espaillat,0,0.0,0,malaria,22,2020
Extranjera,0,0.05,0,malaria,22,2020
Hato Mayor,0,0.0,0,malaria,22,2020
Hermanas Mirabal,0,0.0,0,malaria,22,2020
Independencia,0,0.0,0,malaria,22,2020
La Altagracia,0,0.0,0,malaria,22,2020
La Romana,0,1.73,0,malaria,22,2020
La Vega,0,0.0,0,malaria,22,2020
María Trinidad Sánchez,0,0.0,0,malaria,22,2020
Monseñor Nouel,0,0.0,0,malaria,22,2020
Monte Cristi,0,0.0,0,malaria,22,2020
Monte Plata,0,0.0,0,malaria,22,2020
Pedernales,0,0.0,0,malaria,22,2020
Peravia,0,0.0,0,malaria,22,2020
Puerto Plata,0,0.0,0,malaria,22,2020
Samaná,0,0.0,0,malaria,22,2020
San Cristóbal,0,5.19,0,malaria,22,2020
San José de Ocoa,0,0.0,0,malaria,22,2020
San Juan,0,1.07,0,malaria,22,2020
San Pedro de Macorís,0,1.55,0,malaria,22,2020
Santiago,0,0.0,0,malaria,22,2020
Santiago Rodríguez,0,0.0,0,malaria,22,2020
Santo Domingo,14,29.36,0,malaria,22,2020
Sánchez Ramírez,0,0.0,0,malaria,22,2020
Valverde,0,0.0,0,malaria,22,2020
Azua,0,3.05,0,malaria,23,2020
Baoruco,0,2.24,0,malaria,23,2020
Barahona,0,1.2,0,malaria,23,2020
Dajabón,0,0.0,0,malaria,23,2020
Distrito Nacional,8,44.86,0,malaria,23,2020
Duarte,0,0.0,0,malaria,23,2020
El Seibo,0,0.0,0,malaria,23,2020
Elías Piña,0,0.0,0,malaria,23,2020
Espaillat,0,0.0,0,malaria,23,2020
Extranjera,0,0.04,0,malaria,23,2020
Hato Mayor,0,0.0,0,malaria,23,2020
Hermanas Mirabal,0,0.0,0,malaria,23,2020
Independencia,0,0.0,0,malaria,23,2020
La Altagracia,0,0.0,0,malaria,23,2020
La Romana,0,1.66,0,malaria,23,2020
La Vega,0,0.0,0,malaria,23,2020
María Trinidad Sánchez,0,0.0,0,malaria,23,2020
Monseñor Nouel,0,0.0,0,malaria,23,2020
Monte Cristi,0,0.0,0,malaria,23,2020
Monte Plata,0,0.0,0,malaria,23,2020
Pedernales,0,0.0,0,malaria,23,2020
Peravia,0,0.0,0,malaria,23,2020
Puerto Plata,0,0.0,0,malaria,23,2020
Samaná,0,0.0,0,malaria,23,2020
San Cristóbal,0,4.97,0,malaria,23,2020
San José de Ocoa,0,0.0,0,malaria,23,2020
San Juan,0,1.02,0,malaria,23,2020
San Pedro de Macorís,0,1.48,0,malaria,23,2020
Santiago,0,0.0,0,malaria,23,2020
Santiago Rodríguez,0,0.0,0,malaria,23,2020
Santo Domingo,12,29.8,0,malaria,23,2020
Sánchez Ramírez,0,0.0,0,malaria,23,2020
Valverde,0,0.0,0,malaria,23,2020
Azua,0,2.92,0,malaria,24,2020
Baoruco,0,2.15,0,malaria,24,2020
Barahona,0,1.15,0,malaria,24,2020
Dajabón,0,0.0,0,malaria,24,2020
Distrito Nacional,1,43.2,0,malaria,24,2020
Duarte,0,0.0,0,malaria,24,2020
El Seibo,0,0.0,0,malaria,24,2020
Elías Piña,0,0.0,0,malaria,24,2020
Espaillat,0,0.0,0,malaria,24,2020
Extranjera,0,0.04,0,malaria,24,2020
Hato Mayor,0,0.0,0,malaria,24,2020
Hermanas Mirabal,0,0.0,0,malaria,24,2020
Independencia,0,0.0,0,malaria,24,2020
La Altagracia,0,0.0,0,malaria,24,2020
La Romana,0,1.59,0,malaria,24,2020
La Vega,0,0.0,0,malaria,24,2020
María Trinidad Sánchez,0,0.0,0,malaria,24,2020
Monseñor Nouel,0,0.0,0,malaria,24,2020
Monte Cristi,0,0.0,0,malaria,24,2020
Monte Plata,0,0.0,0,malaria,24,2020
Pedernales,0,0.0,0,malaria,24,2020
Peravia,0,0.0,0,malaria,24,2020
Puerto Plata,0,0.0,0,malaria,24,2020
Samaná,0,0.0,0,malaria,24,2020
San Cristóbal,0,4.76,0,malaria,24,2020
San José de Ocoa,0,0.0,0,malaria,24,2020
San Juan,0,0.98,0,malaria,24,2020
San Pedro de Macorís,0,1.42,0,malaria,24,2020
Santiago,0,0.0,0,malaria,24,2020
Santiago Rodríguez,0,0.0,0,malaria,24,2020
Santo Domingo,5,29.23,0,malaria,24,2020
Sánchez Ramírez,0,0.0,0,malaria,24,2020
Valverde,0,0.0,0,malaria,24,2020
Azua,0,2.81,0,malaria,25,2020
Baoruco,0,2.06,0,malaria,25,2020
Barahona,0,1.1,0,malaria,25,2020
Dajabón,0,0.0,0,malaria,25,2020
Distrito Nacional,1,41.67,0,malaria,25,2020
Duarte,0,0.0,0,malaria,25,2020
El Seibo,0,0.0,0,malaria,25,2020
Elías Piña,0,0.0,0,malaria,25,2020
Espaillat,0,0.0,0,malaria,25,2020
Extranjera,0,0.04,0,malaria,25,2020
Hato Mayor,0,0.0,0,malaria,25,2020
Hermanas Mirabal,0,0.0,0,malaria,25,2020
Independencia,0,0.0,0,malaria,25,2020
La Altagracia,0,0.0,0,malaria,25,2020
La Romana,0,1.53,0,malaria,25,2020
La Vega,0,0.0,0,malaria,25,2020
María Trinidad Sánchez,0,0.0,0,malaria,25,2020
Monseñor Nouel,0,0.0,0,malaria,25,2020
Monte Cristi,0,0.0,0,malaria,25,2020
Monte Plata,0,0.0,0,malaria,25,2020
Pedernales,0,0.0,0,malaria,25,2020
Peravia,0,0.0,0,malaria,25,2020
Puerto Plata,0,0.0,0,malaria,25,2020
Samaná,0,0.0,0,malaria,25,2020
San Cristóbal,0,4.57,0,malaria,25,2020
San José de Ocoa,0,0.0,0,malaria,25,2020
San Juan,0,0.94,0,malaria,25,2020
San Pedro de Macorís,0,1.36,0,malaria,25,2020
Santiago,0,0.0,0,malaria,25,2020
Santiago Rodríguez,0,0.0,0,malaria,25,2020
Santo Domingo,8,28.77,0,malaria,25,2020
Sánchez Ramírez,0,0.0,0,malaria,25,2020
Valverde,0,0.0,0,malaria,25,2020
Azua,0,2.7,0,malaria,26,2020
Baoruco,0,1.98,0,malaria,26,2020
Barahona,0,1.06,0,malaria,26,2020
Dajabón,0,0.0,0,malaria,26,2020
Distrito Nacional,1,40.26,0,malaria,26,2020
Duarte,0,0.0,0,malaria,26,2020
El Seibo,0,0.0,0,malaria,26,2020
Elías Piña,0,0.0,0,malaria,26,2020
Espaillat,0,0.0,0,malaria,26,2020
Extranjera,0,0.04,0,malaria,26,2020
Hato Mayor,0,0.0,0,malaria,26,2020
Hermanas Mirabal,0,0.0,0,malaria,26,2020
Independencia,0,0.0,0,malaria,26,2020
La Altagracia,0,0.0,0,malaria,26,2020
La Romana,0,1.47,0,malaria,26,2020
La Vega,0,0.0,0,malaria,26,2020
María Trinidad Sánchez,0,0.0,0,malaria,26,2020
Monseñor Nouel,0,0.0,0,malaria,26,2020
Monte Cristi,0,0.0,0,malaria,26,2020
Monte Plata,0,0.0,0,malaria,26,2020
Pedernales,0,0.0,0,malaria,26,2020
Peravia,0,0.0,0,malaria,26,2020
Puerto Plata,0,0.0,0,malaria,26,2020
Samaná,0,0.0,0,malaria,26,2020
San Cristóbal,0,4.39,0,malaria,26,2020
San José de Ocoa,0,0.0,0,malaria,26,2020
San Juan,0,0.9,0,malaria,26,2020
San Pedro de Macorís,0,1.31,0,malaria,26,2020
Santiago,0,0.0,0,malaria,26,2020
Santiago Rodríguez,0,0.0,0,malaria,26,2020
Santo Domingo,5,28.08,0,malaria,26,2020
Sánchez Ramírez,0,0.0,0,malaria,26,2020
Valverde,0,0.0,0,malaria,26,2020
Azua,0,2.6,0,malaria,27,2020
Baoruco,0,1.91,0,malaria,27,2020
Barahona,0,1.02,0,malaria,27,2020
Dajabón,0,0.0,0,malaria,27,2020
Distrito Nacional,0,38.77,0,malaria,27,2020
Duarte,0,0.0,0,malaria,27,2020
El Seibo,0,0.0,0,malaria,27,2020
Elías Piña,0,0.0,0,malaria,27,2020
Espaillat,0,0.0,0,malaria,27,2020
Extranjera,0,0.04,0,malaria,27,2020
Hato Mayor,0,0.0,0,malaria,27,2020
Hermanas Mirabal,0,0.0,0,malaria,27,2020
Independencia,0,0.0,0,malaria,27,2020
La Altagracia,0,0.0,0,malaria,27,2020
La Romana,0,1.41,0,malaria,27,2020
La Vega,0,0.0,0,malaria,27,2020
María Trinidad Sánchez,0,0.0,0,malaria,27,2020
Monseñor Nouel,0,0.0,0,malaria,27,2020
Monte Cristi,0,0.0,0,malaria,27,2020
Monte Plata,0,0.0,0,malaria,27,2020
Pedernales,0,0.0,0,malaria,27,2020
Peravia,0,0.0,0,malaria,27,2020
Puerto Plata,0,0.0,0,malaria,27,2020
Samaná,0,0.0,0,malaria,27,2020
San Cristóbal,0,4.23,0,malaria,27,2020
San José de Ocoa,0,0.0,0,malaria,27,2020
San Juan,6,7.82,0,malaria,27,2020
San Pedro de Macorís,0,1.26,0,malaria,27,2020
Santiago,0,0.0,0,malaria,27,2020
Santiago Rodríguez,0,0.0,0,malaria,27,2020
Santo Domingo,2,27.37,0,malaria,27,2020
Sánchez Ramírez,0,0.0,0,malaria,27,2020
Valverde,0,0.0,0,malaria,27,2020
Azua,0,2.51,0,malaria,28,2020
Baoruco,0,1.84,0,malaria,28,2020
Barahona,0,1.96,0,malaria,28,2020
Dajabón,0,0.0,0,malaria,28,2020
Distrito Nacional,0,40.41,0,malaria,28,2020
Duarte,0,0.0,0,malaria,28,2020
El Seibo,0,0.0,0,malaria,28,2020
Elías Piña,0,0.0,0,malaria,28,2020
Espaillat,0,0.0,0,malaria,28,2020
Extranjera,0,0.05,0,malaria,28,2020
Hato Mayor,0,0.0,0,malaria,28,2020
Hermanas Mirabal,0,0.0,0,malaria,28,2020
Independencia,0,0.0,0,malaria,28,2020
La Altagracia,0,0.0,0,malaria,28,2020
La Romana,0,1.36,0,malaria,28,2020
La Vega,0,0.0,0,malaria,28,2020
María Trinidad Sánchez,0,0.0,0,malaria,28,2020
Monseñor Nouel,0,0.0,0,malaria,28,2020
Monte Cristi,0,0.0,0,malaria,28,2020
Monte Plata,0,0.0,0,malaria,28,2020
Pedernales,0,0.0,0,malaria,28,2020
Peravia,0,0.0,0,malaria,28,2020
Puerto Plata,0,0.0,0,malaria,28,2020
Samaná,0,0.0,0,malaria,28,2020
San Cristóbal,0,4.08,0,malaria,28,2020
San José de Ocoa,0,0.0,0,malaria,28,2020
San Juan,1,8.38,0,malaria,28,2020
San Pedro de Macorís,0,1.22,0,malaria,28,2020
Santiago,0,0.0,0,malaria,28,2020
Santiago Rodríguez,0,0.0,0,malaria,28,2020
Santo Domingo,0,25.44,0,malaria,28,2020
Sánchez Ramírez,0,1.22,0,malaria,28,2020
Valverde,0,0.0,0,malaria,28,2020
Azua,0,2.42,0,malaria,29,2020
Baoruco,0,1.78,0,malaria,29,2020
Barahona,0,1.9,0,malaria,29,2020
Dajabón,0,0.0,0,malaria,29,2020
Distrito Nacional,1,39.19,0,malaria,29,2020
Duarte,0,0.0,0,malaria,29,2020
El Seibo,0,0.0,0,malaria,29,2020
Elías Piña,0,0.0,0,malaria,29,2020
Espaillat,0,0.0,0,malaria,29,2020
Extranjera,0,0.05,0,malaria,29,2020
Hato Mayor,0,0.0,0,malaria,29,2020
Hermanas Mirabal,0,0.0,0,malaria,29,2020
Independencia,0,0.0,0,malaria,29,2020
La Altagracia,0,0.0,0,malaria,29,2020
La Romana,0,1.32,0,malaria,29,2020
La Vega,0,0.0,0,malaria,29,2020
María Trinidad Sánchez,0,0.0,0,malaria,29,2020
Monseñor Nouel,0,0.0,0,malaria,29,2020
Monte Cristi,0,0.0,0,malaria,29,2020
Monte Plata,0,0.0,0,malaria,29,2020
Pedernales,0,0.0,0,malaria,29,2020
Peravia,0,0.0,0,malaria,29,2020
Puerto Plata,0,0.0,0,malaria,29,2020
Samaná,0,0.0,0,malaria,29,2020
San Cristóbal,0,3.94,0,malaria,29,2020
San José de Ocoa,0,0.0,0,malaria,29,2020
San Juan,1,8.9,0,malaria,29,2020
San Pedro de Macorís,0,1.18,0,malaria,29,2020
Santiago,0,0.0,0,malaria,29,2020
Santiago Rodríguez,0,0.0,0,malaria,29,2020
Santo Domingo,3,24.74,0,malaria,29,2020
Sánchez Ramírez,0,1.18,0,malaria,29,2020
Valverde,0,0.0,0,malaria,29,2020
Azua,0,2.34,0,malaria,30,2020
Baoruco,0,1.72,0,malaria,30,2020
Barahona,0,1.83,0,malaria,30,2020
Dajabón,0,0.0,0,malaria,30,2020
Distrito Nacional,3,38.38,0,malaria,30,2020
Duarte,0,0.0,0,malaria,30,2020
El Seibo,0,0.0,0,malaria,30,2020
Elías Piña,0,0.0,0,malaria,30,2020
Espaillat,0,0.0,0,malaria,30,2020
Extranjera,0,0.05,0,malaria,30,2020
Hato Mayor,0,0.0,0,malaria,30,2020
Hermanas Mirabal,0,0.0,0,malaria,30,2020
Independencia,0,0.0,0,malaria,30,2020
La Altagracia,0,0.0,0,malaria,30,2020
La Romana,0,1.27,0,malaria,30,2020
La Vega,0,0.0,0,malaria,30,2020
María Trinidad Sánchez,0,0.0,0,malaria,30,2020
Monseñor Nouel,0,0.0,0,malaria,30,2020
Monte Cristi,0,0.0,0,malaria,30,2020
Monte Plata,0,0.0,0,malaria,30,2020
Pedernales,0,0.0,0,malaria,30,2020
Peravia,0,0.0,0,malaria,30,2020
Puerto Plata,0,0.0,0,malaria,30,2020
Samaná,0,0.0,0,malaria,30,2020
San Cristóbal,0,3.81,0,malaria,30,2020
San José de Ocoa,0,0.0,0,malaria,30,2020
San Juan,0,9.38,0,malaria,30,2020
San Pedro de Macorís,0,1.14,0,malaria,30,2020
Santiago,0,0.0,0,malaria,30,2020
Santiago Rodríguez,0,0.0,0,malaria,30,2020
Santo Domingo,9,24.51,0,malaria,30,2020
Sánchez Ramírez,0,1.14,0,malaria,30,2020
Valverde,0,0.0,0,malaria,30,2020
Azua,0,2.26,0,malaria,31,2020
Baoruco,0,1.66,0,malaria,31,2020
Barahona,0,1.77,0,malaria,31,2020
Dajabón,0,0.0,0,malaria,31,2020
Distrito Nacional,2,37.47,0,malaria,31,2020
Duarte,0,0.0,0,malaria,31,2020
El Seibo,0,0.0,0,malaria,31,2020
Elías Piña,0,0.0,0,malaria,31,2020
Espaillat,0,0.0,0,malaria,31,2020
Extranjera,0,0.05,0,malaria,31,2020
Hato Mayor,0,0.0,0,malaria,31,2020
Hermanas Mirabal,0,0.0,0,malaria,31,2020
Independencia,0,0.0,0,malaria,31,2020
La Altagracia,0,0.0,0,malaria,31,2020
La Romana,0,1.23,0,malaria,31,2020
La Vega,0,0.0,0,malaria,31,2020
María Trinidad Sánchez,0,0.0,0,malaria,31,2020
Monseñor Nouel,0,0.0,0,malaria,31,2020
Monte Cristi,0,0.0,0,malaria,31,2020
Monte Plata,0,0.0,0,malaria,31,2020
Pedernales,0,0.0,0,malaria,31,2020
Peravia,0,0.0,0,malaria,31,2020
Puerto Plata,0,0.0,0,malaria,31,2020
Samaná,0,0.0,0,malaria,31,2020
San Cristóbal,0,3.68,0,malaria,31,2020
San José de Ocoa,0,0.0,0,malaria,31,2020
San Juan,0,9.08,0,malaria,31,2020
San Pedro de Macorís,0,1.1,0,malaria,31,2020
Santiago,0,0.0,0,malaria,31,2020
Santiago Rodríguez,0,0.0,0,malaria,31,2020
Santo Domingo,3,23.9,0,malaria,31,2020
Sánchez Ramírez,0,1.1,0,malaria,31,2020
Valverde,0,0.0,0,malaria,31,2020
Azua,0,2.19,0,malaria,32,2020
Baoruco,0,1.61,0,malaria,32,2020
Barahona,0,1.72,0,malaria,32,2020
Dajabón,0,0.0,0,malaria,32,2020
Distrito Nacional,0,36.3,0,malaria,32,2020
Duarte,0,0.0,0,malaria,32,2020
El Seibo,0,0.0,0,malaria,32,2020
Elías Piña,0,0.0,0,malaria,32,2020
Espaillat,0,0.0,0,malaria,32,2020
Extranjera,0,0.05,0,malaria,32,2020
Hato Mayor,0,0.0,0,malaria,32,2020
Hermanas Mirabal,0,0.0,0,malaria,32,2020
Independencia,0,0.0,0,malaria,32,2020
La Altagracia,0,0.0,0,malaria,32,2020
La Romana,0,1.19,0,malaria,32,2020
La Vega,0,0.0,0,malaria,32,2020
María Trinidad Sánchez,0,0.0,0,malaria,32,2020
Monseñor Nouel,0,0.0,0,malaria,32,2020
Monte Cristi,0,0.0,0,malaria,32,2020
Monte Plata,0,0.0,0,malaria,32,2020
Pedernales,0,0.0,0,malaria,32,2020
Peravia,0,0.0,0,malaria,32,2020
Puerto Plata,0,0.0,0,malaria,32,2020
Samaná,0,0.0,0,malaria,32,2020
San Cristóbal,0,3.57,0,malaria,32,2020
San José de Ocoa,0,0.0,0,malaria,32,2020
San Juan,1,9.53,0,malaria,32,2020
San Pedro de Macorís,0,1.07,0,malaria,32,2020
Santiago,0,0.0,0,malaria,32,2020
Santiago Rodríguez,0,0.0,0,malaria,32,2020
Santo Domingo,2,23.26,0,malaria,32,2020
Sánchez Ramírez,0,1.07,0,malaria,32,2020
Valverde,0,0.0,0,malaria,32,2020
Azua,0,2.13,0,malaria,33,2020
Baoruco,0,1.56,0,malaria,33,2020
Barahona,0,1.67,0,malaria,33,2020
Dajabón,0,0.0,0,malaria,33,2020
Distrito Nacional,1,35.35,0,malaria,33,2020
Duarte,0,0.0,0,malaria,33,2020
El Seibo,0,0.0,0,malaria,33,2020
Elías Piña,0,0.0,0,malaria,33,2020
Espaillat,0,0.0,0,malaria,33,2020
Extranjera,0,0.05,0,malaria,33,2020
Hato Mayor,0,0.0,0,malaria,33,2020
Hermanas Mirabal,0,0.0,0,malaria,33,2020
Independencia,0,0.0,0,malaria,33,2020
La Altagracia,0,0.0,0,malaria,33,2020
La Romana,0,1.16,0,malaria,33,2020
La Vega,0,0.0,0,malaria,33,2020
María Trinidad Sánchez,0,0.0,0,malaria,33,2020
Monseñor Nouel,0,0.0,0,malaria,33,2020
Monte Cristi,0,0.0,0,malaria,33,2020
Monte Plata,0,0.0,0,malaria,33,2020
Pedernales,0,0.0,0,malaria,33,2020
Peravia,0,0.0,0,malaria,33,2020
Puerto Plata,0,0.0,0,malaria,33,2020
Samaná,0,0.0,0,malaria,33,2020
San Cristóbal,0,3.46,0,malaria,33,2020
San José de Ocoa,0,0.0,0,malaria,33,2020
San Juan,0,9.24,0,malaria,33,2020
San Pedro de Macorís,0,1.03,0,malaria,33,2020
Santiago,0,0.0,0,malaria,33,2020
Santiago Rodríguez,0,0.0,0,malaria,33,2020
Santo Domingo,1,22.61,0,malaria,33,2020
Sánchez Ramírez,0,1.04,0,malaria,33,2020
Valverde,0,0.0,0,malaria,33,2020
Azua,0,2.06,0,malaria,34,2020
Baoruco,0,1.51,0,malaria,34,2020
Barahona,0,1.62,0,malaria,34,2020
Dajabón,0,0.0,0,malaria,34,2020
Distrito Nacional,0,34.31,0,malaria,34,2020
Duarte,0,0.0,0,malaria,34,2020
El Seibo,0,0.0,0,malaria,34,2020
Elías Piña,0,0.0,0,malaria,34,2020
Espaillat,0,0.0,0,malaria,34,2020
Extranjera,0,0.04,0,malaria,34,2020
Hato Mayor,0,0.0,0,malaria,34,2020
Hermanas Mirabal,0,0.0,0,malaria,34,2020
Independencia,0,0.0,0,malaria,34,2020
La Altagracia,0,0.0,0,malaria,34,2020
La Romana,0,1.12,0,malaria,34,2020
La Vega,0,0.0,0,malaria,34,2020
María Trinidad Sánchez,0,0.0,0,malaria,34,2020
Monseñor Nouel,0,0.0,0,malaria,34,2020
Monte Cristi,0,0.0,0,malaria,34,2020
Monte Plata,0,0.0,0,malaria,34,2020
Pedernales,0,0.0,0,malaria,34,2020
Peravia,0,0.0,0,malaria,34,2020
Puerto Plata,0,0.0,0,malaria,34,2020
Samaná,0,0.0,0,malaria,34,2020
San Cristóbal,0,3.6,0,malaria,34,2020
San José de Ocoa,0,0.0,0,malaria,34,2020
San Juan,0,8.97,0,malaria,34,2020
San Pedro de Macorís,0,1.0,0,malaria,34,2020
Santiago,0,0.0,0,malaria,34,2020
Santiago Rodríguez,0,0.0,0,malaria,34,2020
Santo Domingo,2,22.05,0,malaria,34,2020
Sánchez Ramírez,0,1.01,0,malaria,34,2020
Valverde,0,0.0,0,malaria,34,2020
Azua,0,2.01,0,malaria,35,2020
Baoruco,0,1.47,0,malaria,35,2020
Barahona,0,1.57,0,malaria,35,2020
Dajabón,0,0.0,0,malaria,35,2020
Distrito Nacional,0,33.75,0,malaria,35,2020
Duarte,0,0.0,0,malaria,35,2020
El Seibo,0,0.0,0,malaria,35,2020
Elías Piña,0,0.0,0,malaria,35,2020
Espaillat,0,0.0,0,malaria,35,2020
Extranjera,0,0.04,0,malaria,35,2020
Hato Mayor,0,0.0,0,malaria,35,2020
Hermanas Mirabal,0,0.0,0,malaria,35,2020
Independencia,0,0.0,0,malaria,35,2020
La Altagracia,0,0.0,0,malaria,35,2020
La Romana,0,1.09,0,malaria,35,2020
La Vega,0,0.0,0,malaria,35,2020
María Trinidad Sánchez,0,0.0,0,malaria,35,2020
Monseñor Nouel,0,0.0,0,malaria,35,2020
Monte Cristi,0,0.0,0,malaria,35,2020
Monte Plata,0,0.0,0,malaria,35,2020
Pedernales,0,0.0,0,malaria,35,2020
Peravia,0,0.0,0,malaria,35,2020
Puerto Plata,0,0.0,0,malaria,35,2020
Samaná,0,0.0,0,malaria,35,2020
San Cristóbal,0,3.5,0,malaria,35,2020
San José de Ocoa,0,0.0,0,malaria,35,2020
San Juan,0,8.71,0,malaria,35,2020
San Pedro de Macorís,0,0.97,0,malaria,35,2020
Santiago,0,0.0,0,malaria,35,2020
Santiago Rodríguez,0,0.0,0,malaria,35,2020
Santo Domingo,5,21.83,0,malaria,35,2020
Sánchez Ramírez,0,0.98,0,malaria,35,2020
Valverde,0,0.0,0,malaria,35,2020
Azua,0,1.95,0,malaria,36,2020
Baoruco,0,1.43,0,malaria,36,2020
Barahona,0,1.53,0,malaria,36,2020
Dajabón,0,0.0,0,malaria,36,2020
Distrito Nacional,1,32.95,0,malaria,36,2020
Duarte,0,0.0,0,malaria,36,2020
El Seibo,0,0.0,0,malaria,36,2020
Elías Piña,0,0.0,0,malaria,36,2020
Espaillat,0,0.0,0,malaria,36,2020
Extranjera,0,0.04,0,malaria,36,2020
Hato Mayor,0,0.0,0,malaria,36,2020
Hermanas Mirabal,0,0.0,0,malaria,36,2020
Independencia,0,0.0,0,malaria,36,2020
La Altagracia,0,0.0,0,malaria,36,2020
La Romana,0,1.06,0,malaria,36,2020
La Vega,0,0.0,0,malaria,36,2020
María Trinidad Sánchez,0,0.0,0,malaria,36,2020
Monseñor Nouel,0,0.0,0,malaria,36,2020
Monte Cristi,0,0.0,0,malaria,36,2020
Monte Plata,0,0.0,0,malaria,36,2020
Pedernales,0,0.0,0,malaria,36,2020
Peravia,0,0.0,0,malaria,36,2020
Puerto Plata,0,0.0,0,malaria,36,2020
Samaná,0,0.0,0,malaria,36,2020
San Cristóbal,0,3.4,0,malaria,36,2020
San José de Ocoa,0,0.0,0,malaria,36,2020
San Juan,0,8.47,0,malaria,36,2020
San Pedro de Macorís,0,0.95,0,malaria,36,2020
Santiago,1,0.14,0,malaria,36,2020
Santiago Rodríguez,0,0.0,0,malaria,36,2020
Santo Domingo,1,21.37,0,malaria,36,2020
Sánchez Ramírez,0,0.95,0,malaria,36,2020
Valverde,0,0.0,0,malaria,36,2020
Azua,0,1.85,0,malaria,38,2020
Baoruco,0,1.35,0,malaria,38,2020
Barahona,0,1.45,0,malaria,38,2020
Dajabón,0,0.0,0,malaria,38,2020
Distrito Nacional,1,31.22,0,malaria,38,2020
Duarte,0,0.0,0,malaria,38,2020
El Seibo,0,0.0,0,malaria,38,2020
Elías Piña,0,0.0,0,malaria,38,2020
Espaillat,0,0.0,0,malaria,38,2020
Extranjera,0,0.04,0,malaria,38,2020
Hato Mayor,0,0.0,0,malaria,38,2020
Hermanas Mirabal,0,0.0,0,malaria,38,2020
Independencia,0,0.0,0,malaria,38,2020
La Altagracia,0,0.0,0,malaria,38,2020
La Romana,0,1.0,0,malaria,38,2020
La Vega,0,0.0,0,malaria,38,2020
María Trinidad Sánchez,0,0.0,0,malaria,38,2020
Monseñor Nouel,0,0.0,0,malaria,38,2020
Monte Cristi,0,0.0,0,malaria,38,2020
Monte Plata,0,0.0,0,malaria,38,2020
Pedernales,0,0.0,0,malaria,38,2020
Peravia,0,0.0,0,malaria,38,2020
Puerto Plata,0,0.0,0,malaria,38,2020
Samaná,0,0.0,0,malaria,38,2020
San Cristóbal,0,3.22,0,malaria,38,2020
San José de Ocoa,0,0.0,0,malaria,38,2020
San Juan,2,9.26,0,malaria,38,2020
San Pedro de Macorís,0,0.9,0,malaria,38,2020
Santiago,0,0.13,0,malaria,38,2020
Santiago Rodríguez,0,0.0,0,malaria,38,2020
Santo Domingo,5,20.58,0,malaria,38,2020
Sánchez Ramírez,0,0.9,0,malaria,38,2020
Valverde,0,0.0,0,malaria,38,2020
Azua,0,1.8,0,malaria,39,2020
Baoruco,0,1.32,0,malaria,39,2020
Barahona,0,1.41,0,malaria,39,2020
Dajabón,0,0.0,0,malaria,39,2020
Distrito Nacional,0,30.29,0,malaria,39,2020
Duarte,0,0.0,0,malaria,39,2020
El Seibo,0,0.0,0,malaria,39,2020
Elías Piña,0,0.0,0,malaria,39,2020
Espaillat,0,0.0,0,malaria,39,2020
Extranjera,0,0.04,0,malaria,39,2020
Hato Mayor,0,0.0,0,malaria,39,2020
Hermanas Mirabal,0,0.0,0,malaria,39,2020
Independencia,0,0.0,0,malaria,39,2020
La Altagracia,0,0.0,0,malaria,39,2020
La Romana,0,0.98,0,malaria,39,2020
La Vega,0,0.0,0,malaria,39,2020
María Trinidad Sánchez,0,0.0,0,malaria,39,2020
Monseñor Nouel,0,0.0,0,malaria,39,2020
Monte Cristi,0,0.0,0,malaria,39,2020
Monte Plata,0,0.0,0,malaria,39,2020
Pedernales,0,0.0,0,malaria,39,2020
Peravia,0,0.0,0,malaria,39,2020
Puerto Plata,0,0.0,0,malaria,39,2020
Samaná,0,0.0,0,malaria,39,2020
San Cristóbal,0,3.14,0,malaria,39,2020
San José de Ocoa,0,0.0,0,malaria,39,2020
San Juan,0,9.02,0,malaria,39,2020
San Pedro de Macorís,1,1.31,0,malaria,39,2020
Santiago,0,0.13,0,malaria,39,2020
Santiago Rodríguez,0,0.0,0,malaria,39,2020
Santo Domingo,0,20.1,0,malaria,39,2020
Sánchez Ramírez,0,0.88,0,malaria,39,2020
Valverde,0,0.0,0,malaria,39,2020
Azua,0,1.8,0,malaria,40,2020
Baoruco,0,1.3,0,malaria,40,2020
Barahona,0,1.4,0,malaria,40,2020
Dajabón,0,0.0,0,malaria,40,2020
Distrito Nacional,0,30.1,0,malaria,40,2020
Duarte,0,0.0,0,malaria,40,2020
El Seibo,0,0.0,0,malaria,40,2020
Elías Piña,0,0.0,0,malaria,40,2020
Espaillat,0,0.0,0,malaria,40,2020
Extranjero,0,0.0,0,malaria,40,2020
Hato Mayor,0,0.0,0,malaria,40,2020
Hermanas Mirabal,0,0.0,0,malaria,40,2020
Independencia,0,0.0,0,malaria,40,2020
