Provincia,Casos Confirmados,Incidencia Acumulada,Defunciones Nuevas,Condicion,Numero,Year
Puerto Plata,0,0.0,0,malaria,8,2019
Samaná,0,0.0,0,malaria,8,2019
San Cristóbal,5,43.72,0,malaria,8,2019
San José de Ocoa,0,0.0,0,malaria,8,2019
San Juan,0,4.28,0,malaria,8,2019
San Pedro de Macorís,0,0.0,0,malaria,8,2019
Santiago,0,0.0,0,malaria,8,2019
Santiago Rodríguez,0,0.0,0,malaria,8,2019
Santo Domingo,12,3.33,0,malaria,8,2019
Sánchez Ramírez,0,0.0,0,malaria,8,2019
Valverde,0,0.0,0,malaria,8,2019
Azua,0,0.0,0,malaria,9,2019
Baoruco,0,0.0,0,malaria,9,2019
Barahona,0,0.0,0,malaria,9,2019
Dajabón,0,0.0,0,malaria,9,2019
Distrito Nacional,0,5.21,0,malaria,9,2019
Duarte,0,0.0,0,malaria,9,2019
El Seibo,0,0.0,0,malaria,9,2019
Elías Piña,0,0.0,0,malaria,9,2019
Espaillat,0,0.0,0,malaria,9,2019
Extranjera,0,0.0,0,malaria,9,2019
Hato Mayor,0,0.0,0,malaria,9,2019
Hermanas Mirabal,0,0.0,0,malaria,9,2019
Independencia,0,0.0,0,malaria,9,2019
La Altagracia,0,6.42,0,malaria,9,2019
La Romana,0,0.0,0,malaria,9,2019
La Vega,0,0.0,0,malaria,9,2019
María Trinidad Sánchez,0,0.0,0,malaria,9,2019
Monseñor Nouel,0,0.0,0,malaria,9,2019
Monte Cristi,0,0.0,0,malaria,9,2019
Monte Plata,0,0.0,0,malaria,9,2019
Pedernales,0,2.94,0,malaria,9,2019
Peravia,0,1.74,0,malaria,9,2019
Puerto Plata,0,0.0,0,malaria,9,2019
Samaná,0,0.0,0,malaria,9,2019
San Cristóbal,2,44.05,0,malaria,9,2019
San José de Ocoa,0,0.0,0,malaria,9,2019
San Juan,0,3.8,0,malaria,9,2019
San Pedro de Macorís,0,0.0,0,malaria,9,2019
Santiago,0,0.0,0,malaria,9,2019
Santiago Rodríguez,0,0.0,0,malaria,9,2019
Santo Domingo,5,3.24,0,malaria,9,2019
Sánchez Ramírez,0,0.0,0,malaria,9,2019
Valverde,0,0.0,0,malaria,9,2019
Azua,0,0.0,0,malaria,10,2019
Baoruco,0,0.0,0,malaria,10,2019
Barahona,0,0.0,0,malaria,10,2019
Dajabón,0,0.0,0,malaria,10,2019
Distrito Nacional,0,4.69,0,malaria,10,2019
Duarte,0,0.0,0,malaria,10,2019
El Seibo,0,0.0,0,malaria,10,2019
Elías Piña,0,0.0,0,malaria,10,2019
Espaillat,0,0.0,0,malaria,10,2019
Extranjera,0,0.0,0,malaria,10,2019
Hato Mayor,0,0.0,0,malaria,10,2019
Hermanas Mirabal,0,0.0,0,malaria,10,2019
Independencia,0,0.0,0,malaria,10,2019
La Altagracia,1,7.7,0,malaria,10,2019
La Romana,0,0.0,0,malaria,10,2019
La Vega,0,0.0,0,malaria,10,2019
María Trinidad Sánchez,0,0.0,0,malaria,10,2019
Monseñor Nouel,0,0.0,0,malaria,10,2019
Monte Cristi,0,0.0,0,malaria,10,2019
Monte Plata,0,0.0,0,malaria,10,2019
Pedernales,0,2.65,0,malaria,10,2019
Peravia,0,1.56,0,malaria,10,2019
Puerto Plata,0,0.0,0,malaria,10,2019
Samaná,0,0.0,0,malaria,10,2019
San Cristóbal,4,48.97,0,malaria,10,2019
San José de Ocoa,0,0.0,0,malaria,10,2019
San Juan,0,3.42,0,malaria,10,2019
San Pedro de Macorís,0,0.0,0,malaria,10,2019
Santiago,0,0.0,0,malaria,10,2019
Santiago Rodríguez,0,0.0,0,malaria,10,2019
Santo Domingo,8,3.31,0,malaria,10,2019
Sánchez Ramírez,0,0.0,0,malaria,10,2019
Valverde,0,0.0,0,malaria,10,2019
Azua,0,0.0,0,malaria,11,2019
Baoruco,0,0.0,0,malaria,11,2019
Barahona,0,0.0,0,malaria,11,2019
Dajabón,0,0.0,0,malaria,11,2019
Distrito Nacional,4,12.79,0,malaria,11,2019
Duarte,0,0.0,0,malaria,11,2019
El Seibo,0,0.0,0,malaria,11,2019
Elías Piña,0,0.0,0,malaria,11,2019
Espaillat,0,0.0,0,malaria,11,2019
Extranjera,0,0.0,0,malaria,11,2019
Hato Mayor,0,0.0,0,malaria,11,2019
Hermanas Mirabal,0,0.0,0,malaria,11,2019
Independencia,0,0.0,0,malaria,11,2019
La Altagracia,0,7.0,0,malaria,11,2019
La Romana,0,0.0,0,malaria,11,2019
La Vega,0,0.0,0,malaria,11,2019
María Trinidad Sánchez,0,0.0,0,malaria,11,2019
Monseñor Nouel,0,0.0,0,malaria,11,2019
Monte Cristi,0,0.0,0,malaria,11,2019
Monte Plata,0,0.0,0,malaria,11,2019
Pedernales,0,2.41,0,malaria,11,2019
Peravia,0,1.42,0,malaria,11,2019
Puerto Plata,0,0.0,0,malaria,11,2019
Samaná,0,0.0,0,malaria,11,2019
San Cristóbal,3,50.88,0,malaria,11,2019
San José de Ocoa,0,0.0,0,malaria,11,2019
San Juan,0,3.11,0,malaria,11,2019
San Pedro de Macorís,0,0.0,0,malaria,11,2019
Santiago,0,0.0,0,malaria,11,2019
Santiago Rodríguez,0,0.0,0,malaria,11,2019
Santo Domingo,3,3.15,0,malaria,11,2019
Sánchez Ramírez,0,0.0,0,malaria,11,2019
Valverde,0,0.0,0,malaria,11,2019
Azua,0,0.0,0,malaria,12,2019
Baoruco,0,0.0,0,malaria,12,2019
Barahona,0,0.0,0,malaria,12,2019
Dajabón,0,0.0,0,malaria,12,2019
Distrito Nacional,0,2.51,0,malaria,12,2019
Duarte,0,0.0,0,malaria,12,2019
El Seibo,0,0.0,0,malaria,12,2019
Elías Piña,1,6.83,0,malaria,12,2019
Espaillat,0,0.0,0,malaria,12,2019
Extranjera,0,0.17,0,malaria,12,2019
Hato Mayor,0,0.0,0,malaria,12,2019
Hermanas Mirabal,0,0.0,0,malaria,12,2019
Independencia,0,0.0,0,malaria,12,2019
La Altagracia,0,5.01,0,malaria,12,2019
La Romana,1,1.6,0,malaria,12,2019
La Vega,0,0.0,0,malaria,12,2019
María Trinidad Sánchez,0,0.0,0,malaria,12,2019
Monseñor Nouel,0,0.0,0,malaria,12,2019
Monte Cristi,0,0.0,0,malaria,12,2019
Monte Plata,0,0.0,0,malaria,12,2019
Pedernales,0,12.49,0,malaria,12,2019
Peravia,0,2.21,0,malaria,12,2019
Puerto Plata,0,0.0,0,malaria,12,2019
Samaná,0,0.0,0,malaria,12,2019
San Cristóbal,1,17.16,0,malaria,12,2019
San José de Ocoa,0,0.0,0,malaria,12,2019
San Juan,0,3.89,0,malaria,12,2019
San Pedro de Macorís,0,0.0,0,malaria,12,2019
Santiago,0,0.0,0,malaria,12,2019
Santiago Rodríguez,0,0.0,0,malaria,12,2019
Santo Domingo,9,11.99,0,malaria,12,2019
Sánchez Ramírez,0,0.0,0,malaria,12,2019
Valverde,0,0.0,0,malaria,12,2019
Azua,0,0.0,0,malaria,13,2019
Baoruco,0,0.0,0,malaria,13,2019
Barahona,0,0.0,0,malaria,13,2019
Dajabón,0,0.0,0,malaria,13,2019
Distrito Nacional,0,2.32,0,malaria,13,2019
Duarte,0,0.0,0,malaria,13,2019
El Seibo,0,0.0,0,malaria,13,2019
Elías Piña,0,6.31,0,malaria,13,2019
Espaillat,0,0.0,0,malaria,13,2019
Extranjera,0,0.15,0,malaria,13,2019
Hato Mayor,0,0.0,0,malaria,13,2019
Hermanas Mirabal,0,0.0,0,malaria,13,2019
Independencia,0,0.0,0,malaria,13,2019
La Altagracia,2,6.94,0,malaria,13,2019
La Romana,0,1.48,0,malaria,13,2019
La Vega,0,0.0,0,malaria,13,2019
María Trinidad Sánchez,0,0.0,0,malaria,13,2019
Monseñor Nouel,0,0.0,0,malaria,13,2019
Monte Cristi,0,0.0,0,malaria,13,2019
Monte Plata,0,0.0,0,malaria,13,2019
Pedernales,0,11.53,0,malaria,13,2019
Peravia,0,0.0,0,malaria,13,2019
Puerto Plata,0,0.0,0,malaria,13,2019
Samaná,0,0.0,0,malaria,13,2019
San Cristóbal,1,17.11,0,malaria,13,2019
San José de Ocoa,0,0.0,0,malaria,13,2019
San Juan,1,5.38,0,malaria,13,2019
San Pedro de Macorís,0,0.0,0,malaria,13,2019
Santiago,0,0.0,0,malaria,13,2019
Santiago Rodríguez,0,0.0,0,malaria,13,2019
Santo Domingo,4,11.63,0,malaria,13,2019
Sánchez Ramírez,0,0.0,0,malaria,13,2019
Valverde,0,0.0,0,malaria,13,2019
Azua,0,0.0,0,malaria,14,2019
Baoruco,0,0.0,0,malaria,14,2019
Barahona,0,0.0,0,malaria,14,2019
Dajabón,0,0.0,0,malaria,14,2019
Distrito Nacional,0,2.15,0,malaria,14,2019
Duarte,0,0.0,0,malaria,14,2019
El Seibo,0,0.0,0,malaria,14,2019
Elías Piña,0,5.86,0,malaria,14,2019
Espaillat,0,0.0,0,malaria,14,2019
Extranjera,0,0.14,0,malaria,14,2019
Hato Mayor,0,0.0,0,malaria,14,2019
Hermanas Mirabal,0,0.0,0,malaria,14,2019
Independencia,0,0.0,0,malaria,14,2019
La Altagracia,0,6.44,0,malaria,14,2019
La Romana,0,1.37,0,malaria,14,2019
La Vega,0,0.0,0,malaria,14,2019
María Trinidad Sánchez,0,0.0,0,malaria,14,2019
Monseñor Nouel,0,0.0,0,malaria,14,2019
Monte Cristi,0,0.0,0,malaria,14,2019
Monte Plata,0,0.0,0,malaria,14,2019
Pedernales,0,10.71,0,malaria,14,2019
Peravia,0,0.0,0,malaria,14,2019
Puerto Plata,0,0.0,0,malaria,14,2019
Samaná,0,0.0,0,malaria,14,2019
San Cristóbal,2,17.07,0,malaria,14,2019
San José de Ocoa,0,0.0,0,malaria,14,2019
San Juan,0,5.0,0,malaria,14,2019
San Pedro de Macorís,0,0.0,0,malaria,14,2019
Santiago,0,0.0,0,malaria,14,2019
Santiago Rodríguez,0,0.0,0,malaria,14,2019
Santo Domingo,2,11.05,0,malaria,14,2019
Sánchez Ramírez,0,0.0,0,malaria,14,2019
Valverde,0,0.0,0,malaria,14,2019
Azua,0,0.0,0,malaria,15,2019
Baoruco,0,0.0,0,malaria,15,2019
Barahona,0,0.0,0,malaria,15,2019
Dajabón,0,0.0,0,malaria,15,2019
Distrito Nacional,1,2.34,0,malaria,15,2019
Duarte,0,0.0,0,malaria,15,2019
El Seibo,0,0.0,0,malaria,15,2019
Elías Piña,0,5.46,0,malaria,15,2019
Espaillat,0,0.0,0,malaria,15,2019
Extranjera,0,0.13,0,malaria,15,2019
Hato Mayor,0,0.0,0,malaria,15,2019
Hermanas Mirabal,0,0.0,0,malaria,15,2019
Independencia,0,0.0,0,malaria,15,2019
La Altagracia,0,6.01,0,malaria,15,2019
La Romana,0,1.28,0,malaria,15,2019
La Vega,0,0.0,0,malaria,15,2019
María Trinidad Sánchez,0,0.0,0,malaria,15,2019
Monseñor Nouel,0,0.0,0,malaria,15,2019
Monte Cristi,0,0.0,0,malaria,15,2019
Monte Plata,0,0.0,0,malaria,15,2019
Pedernales,0,9.99,0,malaria,15,2019
Peravia,0,0.0,0,malaria,15,2019
Puerto Plata,0,0.0,0,malaria,15,2019
Samaná,0,0.0,0,malaria,15,2019
San Cristóbal,1,16.48,0,malaria,15,2019
San José de Ocoa,0,0.0,0,malaria,15,2019
San Juan,0,4.66,0,malaria,15,2019
San Pedro de Macorís,0,0.0,0,malaria,15,2019
Santiago,0,0.0,0,malaria,15,2019
Santiago Rodríguez,0,0.0,0,malaria,15,2019
Santo Domingo,3,10.68,0,malaria,15,2019
Sánchez Ramírez,0,0.0,0,malaria,15,2019
Valverde,0,0.0,0,malaria,15,2019
Azua,0,0.0,0,malaria,17,2019
Baoruco,0,0.0,0,malaria,17,2019
Barahona,0,0.0,0,malaria,17,2019
Dajabón,0,0.0,0,malaria,17,2019
Distrito Nacional,3,4.13,0,malaria,17,2019
Duarte,0,0.0,0,malaria,17,2019
El Seibo,0,0.0,0,malaria,17,2019
Elías Piña,0,4.82,0,malaria,17,2019
Espaillat,0,0.0,0,malaria,17,2019
Extranjera,2,0.21,0,malaria,17,2019
Hato Mayor,0,0.0,0,malaria,17,2019
Hermanas Mirabal,0,0.0,0,malaria,17,2019
Independencia,0,0.0,0,malaria,17,2019
La Altagracia,0,5.31,0,malaria,17,2019
La Romana,0,1.13,0,malaria,17,2019
La Vega,0,0.0,0,malaria,17,2019
María Trinidad Sánchez,0,0.0,0,malaria,17,2019
Monseñor Nouel,0,0.0,0,malaria,17,2019
Monte Cristi,0,0.0,0,malaria,17,2019
Monte Plata,0,0.0,0,malaria,17,2019
Pedernales,0,8.82,0,malaria,17,2019
Peravia,0,1.56,0,malaria,17,2019
Puerto Plata,0,0.0,0,malaria,17,2019
Samaná,0,0.0,0,malaria,17,2019
San Cristóbal,0,15.02,0,malaria,17,2019
San José de Ocoa,0,0.0,0,malaria,17,2019
San Juan,0,4.12,0,malaria,17,2019
San Pedro de Macorís,0,0.0,0,malaria,17,2019
Santiago,0,0.0,0,malaria,17,2019
Santiago Rodríguez,0,0.0,0,malaria,17,2019
Santo Domingo,5,10.82,0,malaria,17,2019
Sánchez Ramírez,0,0.0,0,malaria,17,2019
Valverde,0,0.0,0,malaria,17,2019
Azua,0,0.0,0,malaria,18,2019
Baoruco,0,0.0,0,malaria,18,2019
Barahona,0,0.0,0,malaria,18,2019
Dajabón,0,0.0,0,malaria,18,2019
Distrito Nacional,0,3.9,0,malaria,18,2019
Duarte,0,0.0,0,malaria,18,2019
El Seibo,0,0.0,0,malaria,18,2019
Elías Piña,0,4.55,0,malaria,18,2019
Espaillat,0,0.0,0,malaria,18,2019
Extranjera,1,0.22,0,malaria,18,2019
Hato Mayor,0,0.0,0,malaria,18,2019
Hermanas Mirabal,0,0.0,0,malaria,18,2019
Independencia,0,0.0,0,malaria,18,2019
La Altagracia,0,5.01,0,malaria,18,2019
La Romana,0,1.07,0,malaria,18,2019
La Vega,0,0.0,0,malaria,18,2019
María Trinidad Sánchez,0,0.0,0,malaria,18,2019
Monseñor Nouel,0,0.0,0,malaria,18,2019
Monte Cristi,0,0.0,0,malaria,18,2019
Monte Plata,0,0.0,0,malaria,18,2019
Pedernales,0,8.33,0,malaria,18,2019
Peravia,0,1.47,0,malaria,18,2019
Puerto Plata,0,0.0,0,malaria,18,2019
Samaná,0,0.0,0,malaria,18,2019
San Cristóbal,0,14.19,0,malaria,18,2019
San José de Ocoa,0,0.0,0,malaria,18,2019
San Juan,0,3.89,0,malaria,18,2019
San Pedro de Macorís,0,0.0,0,malaria,18,2019
Santiago,0,0.0,0,malaria,18,2019
Santiago Rodríguez,0,0.0,0,malaria,18,2019
Santo Domingo,7,10.92,0,malaria,18,2019
Sánchez Ramírez,0,0.0,0,malaria,18,2019
Valverde,0,0.0,0,malaria,18,2019
Azua,0,0.0,0,malaria,19,2019
Baoruco,0,0.0,0,malaria,19,2019
Barahona,0,0.0,0,malaria,19,2019
Dajabón,0,0.0,0,malaria,19,2019
Distrito Nacional,0,3.7,0,malaria,19,2019
Duarte,0,0.0,0,malaria,19,2019
El Seibo,0,0.0,0,malaria,19,2019
Elías Piña,0,4.31,0,malaria,19,2019
Espaillat,0,0.0,0,malaria,19,2019
Extranjera,0,0.21,0,malaria,19,2019
Hato Mayor,0,0.0,0,malaria,19,2019
Hermanas Mirabal,0,0.0,0,malaria,19,2019
Independencia,0,0.0,0,malaria,19,2019
La Altagracia,0,4.75,0,malaria,19,2019
La Romana,0,1.01,0,malaria,19,2019
La Vega,0,0.0,0,malaria,19,2019
María Trinidad Sánchez,0,0.0,0,malaria,19,2019
Monseñor Nouel,0,0.0,0,malaria,19,2019
Monte Cristi,0,0.0,0,malaria,19,2019
Monte Plata,0,0.0,0,malaria,19,2019
Pedernales,0,7.89,0,malaria,19,2019
Peravia,0,1.39,0,malaria,19,2019
Puerto Plata,0,0.0,0,malaria,19,2019
Samaná,0,0.0,0,malaria,19,2019
San Cristóbal,1,13.88,0,malaria,19,2019
San José de Ocoa,0,0.0,0,malaria,19,2019
San Juan,0,3.68,0,malaria,19,2019
San Pedro de Macorís,0,0.0,0,malaria,19,2019
Santiago,0,0.0,0,malaria,19,2019
Santiago Rodríguez,0,0.0,0,malaria,19,2019
Santo Domingo,10,11.31,0,malaria,19,2019
Sánchez Ramírez,0,0.0,0,malaria,19,2019
Valverde,0,0.0,0,malaria,19,2019
Azua,0,0.0,0,malaria,20,2019
Baoruco,0,0.0,0,malaria,20,2019
Barahona,0,0.0,0,malaria,20,2019
Dajabón,0,0.0,0,malaria,20,2019
Distrito Nacional,0,3.51,0,malaria,20,2019
Duarte,0,0.0,0,malaria,20,2019
El Seibo,0,0.0,0,malaria,20,2019
Elías Piña,0,4.1,0,malaria,20,2019
Espaillat,0,0.0,0,malaria,20,2019
Extranjera,0,0.2,0,malaria,20,2019
Hato Mayor,0,0.0,0,malaria,20,2019
Hermanas Mirabal,0,0.0,0,malaria,20,2019
Independencia,0,0.0,0,malaria,20,2019
La Altagracia,0,4.51,0,malaria,20,2019
La Romana,0,0.96,0,malaria,20,2019
La Vega,0,0.0,0,malaria,20,2019
María Trinidad Sánchez,0,0.0,0,malaria,20,2019
Monseñor Nouel,0,0.0,0,malaria,20,2019
Monte Cristi,0,0.0,0,malaria,20,2019
Monte Plata,0,0.0,0,malaria,20,2019
Pedernales,0,7.49,0,malaria,20,2019
Peravia,0,1.32,0,malaria,20,2019
Puerto Plata,0,0.0,0,malaria,20,2019
Samaná,0,0.0,0,malaria,20,2019
San Cristóbal,0,13.18,0,malaria,20,2019
San José de Ocoa,0,0.0,0,malaria,20,2019
San Juan,0,3.5,0,malaria,20,2019
San Pedro de Macorís,0,0.0,0,malaria,20,2019
Santiago,0,0.0,0,malaria,20,2019
Santiago Rodríguez,0,0.0,0,malaria,20,2019
Santo Domingo,4,11.11,0,malaria,20,2019
Sánchez Ramírez,0,0.0,0,malaria,20,2019
Valverde,0,1.48,0,malaria,20,2019
Azua,0,0.0,0,malaria,21,2019
Baoruco,0,0.0,0,malaria,21,2019
Barahona,0,0.0,0,malaria,21,2019
Dajabón,0,0.0,0,malaria,21,2019
Distrito Nacional,1,3.58,0,malaria,21,2019
Duarte,0,0.0,0,malaria,21,2019
El Seibo,0,0.0,0,malaria,21,2019
Elías Piña,0,3.9,0,malaria,21,2019
Espaillat,0,0.0,0,malaria,21,2019
Extranjera,0,0.19,0,malaria,21,2019
Hato Mayor,0,0.0,0,malaria,21,2019
Hermanas Mirabal,0,0.0,0,malaria,21,2019
Independencia,0,0.0,0,malaria,21,2019
La Altagracia,0,4.3,0,malaria,21,2019
La Romana,0,0.92,0,malaria,21,2019
La Vega,0,0.0,0,malaria,21,2019
María Trinidad Sánchez,0,0.0,0,malaria,21,2019
Monseñor Nouel,0,0.0,0,malaria,21,2019
Monte Cristi,0,0.0,0,malaria,21,2019
Monte Plata,0,0.0,0,malaria,21,2019
Pedernales,0,7.14,0,malaria,21,2019
Peravia,0,1.26,0,malaria,21,2019
Puerto Plata,0,0.0,0,malaria,21,2019
Samaná,0,0.0,0,malaria,21,2019
San Cristóbal,2,13.34,0,malaria,21,2019
San José de Ocoa,0,0.0,0,malaria,21,2019
San Juan,0,3.33,0,malaria,21,2019
San Pedro de Macorís,0,0.0,0,malaria,21,2019
Santiago,0,0.0,0,malaria,21,2019
Santiago Rodríguez,0,0.0,0,malaria,21,2019
Santo Domingo,9,11.36,0,malaria,21,2019
Sánchez Ramírez,0,0.0,0,malaria,21,2019
Valverde,0,1.41,0,malaria,21,2019
Azua,0,0.0,0,malaria,22,2019
Baoruco,0,0.0,0,malaria,22,2019
Barahona,0,0.0,0,malaria,22,2019
Dajabón,0,0.0,0,malaria,22,2019
Distrito Nacional,2,3.88,0,malaria,22,2019
Duarte,0,0.0,0,malaria,22,2019
El Seibo,0,0.0,0,malaria,22,2019
Elías Piña,0,3.73,0,malaria,22,2019
Espaillat,0,0.0,0,malaria,22,2019
Extranjera,0,0.18,0,malaria,22,2019
Hato Mayor,0,0.0,0,malaria,22,2019
Hermanas Mirabal,0,0.0,0,malaria,22,2019
Independencia,0,0.0,0,malaria,22,2019
La Altagracia,0,4.1,0,malaria,22,2019
La Romana,0,0.87,0,malaria,22,2019
La Vega,0,0.0,0,malaria,22,2019
María Trinidad Sánchez,0,0.0,0,malaria,22,2019
Monseñor Nouel,0,0.0,0,malaria,22,2019
Monte Cristi,0,0.0,0,malaria,22,2019
Monte Plata,0,0.0,0,malaria,22,2019
Pedernales,0,6.81,0,malaria,22,2019
Peravia,0,1.2,0,malaria,22,2019
Puerto Plata,0,0.0,0,malaria,22,2019
Samaná,0,0.0,0,malaria,22,2019
San Cristóbal,4,14.23,0,malaria,22,2019
San José de Ocoa,0,0.0,0,malaria,22,2019
San Juan,0,3.18,0,malaria,22,2019
San Pedro de Macorís,0,0.0,0,malaria,22,2019
Santiago,0,0.0,0,malaria,22,2019
Santiago Rodríguez,0,0.0,0,malaria,22,2019
Santo Domingo,6,11.59,0,malaria,22,2019
Sánchez Ramírez,0,0.0,0,malaria,22,2019
Valverde,0,1.35,0,malaria,22,2019
Azua,0,0.0,0,malaria,23,2019
Baoruco,0,0.0,0,malaria,23,2019
Barahona,0,0.0,0,malaria,23,2019
Dajabón,0,0.0,0,malaria,23,2019
Distrito Nacional,2,4.14,0,malaria,23,2019
Duarte,0,0.0,0,malaria,23,2019
El Seibo,0,0.0,0,malaria,23,2019
Elías Piña,0,3.56,0,malaria,23,2019
Espaillat,0,0.0,0,malaria,23,2019
Extranjera,0,0.2,0,malaria,23,2019
Hato Mayor,0,0.0,0,malaria,23,2019
Hermanas Mirabal,0,0.0,0,malaria,23,2019
Independencia,0,0.0,0,malaria,23,2019
La Altagracia,0,3.92,0,malaria,23,2019
La Romana,0,0.84,0,malaria,23,2019
La Vega,0,0.0,0,malaria,23,2019
María Trinidad Sánchez,0,0.0,0,malaria,23,2019
Monseñor Nouel,0,0.0,0,malaria,23,2019
Monte Cristi,0,0.0,0,malaria,23,2019
Monte Plata,0,0.0,0,malaria,23,2019
Pedernales,0,6.52,0,malaria,23,2019
Peravia,0,1.15,0,malaria,23,2019
Puerto Plata,0,0.0,0,malaria,23,2019
Samaná,0,0.0,0,malaria,23,2019
San Cristóbal,0,13.61,0,malaria,23,2019
San José de Ocoa,0,0.0,0,malaria,23,2019
San Juan,0,3.04,0,malaria,23,2019
San Pedro de Macorís,0,0.0,0,malaria,23,2019
Santiago,0,0.0,0,malaria,23,2019
Santiago Rodríguez,0,0.0,0,malaria,23,2019
Santo Domingo,11,12.03,0,malaria,23,2019
Sánchez Ramírez,0,0.0,0,malaria,23,2019
Valverde,0,1.29,0,malaria,23,2019
Azua,0,0.0,0,malaria,24,2019
Baoruco,0,0.0,0,malaria,24,2019
Barahona,0,0.0,0,malaria,24,2019
Dajabón,0,0.0,0,malaria,24,2019
Distrito Nacional,1,4.18,0,malaria,24,2019
Duarte,0,0.0,0,malaria,24,2019
El Seibo,0,0.0,0,malaria,24,2019
Elías Piña,0,3.42,0,malaria,24,2019
Espaillat,0,0.0,0,malaria,24,2019
Extranjera,0,0.19,0,malaria,24,2019
Hato Mayor,0,0.0,0,malaria,24,2019
Hermanas Mirabal,0,0.0,0,malaria,24,2019
Independencia,0,0.0,0,malaria,24,2019
La Altagracia,0,3.76,0,malaria,24,2019
La Romana,0,0.8,0,malaria,24,2019
La Vega,0,0.0,0,malaria,24,2019
María Trinidad Sánchez,0,0.0,0,malaria,24,2019
Monseñor Nouel,0,0.0,0,malaria,24,2019
Monte Cristi,0,0.0,0,malaria,24,2019
Monte Plata,0,0.0,0,malaria,24,2019
Pedernales,0,6.25,0,malaria,24,2019
Peravia,0,1.1,0,malaria,24,2019
Puerto Plata,0,0.0,0,malaria,24,2019
Samaná,0,0.0,0,malaria,24,2019
San Cristóbal,1,13.39,0,malaria,24,2019
San José de Ocoa,0,0.0,0,malaria,24,2019
San Juan,2,4.86,0,malaria,24,2019
San Pedro de Macorís,0,0.0,0,malaria,24,2019
Santiago,0,0.0,0,malaria,24,2019
Santiago Rodríguez,0,0.0,0,malaria,24,2019
Santo Domingo,9,12.21,0,malaria,24,2019
Sánchez Ramírez,0,0.0,0,malaria,24,2019
Valverde,0,1.23,0,malaria,24,2019
Azua,0,0.0,0,malaria,25,2019
Baoruco,0,0.0,0,malaria,25,2019
Barahona,0,0.0,0,malaria,25,2019
Dajabón,0,0.0,0,malaria,25,2019
Distrito Nacional,8,5.62,0,malaria,25,2019
Duarte,0,0.0,0,malaria,25,2019
El Seibo,0,0.0,0,malaria,25,2019
Elías Piña,0,3.28,0,malaria,25,2019
Espaillat,0,0.0,0,malaria,25,2019
Extranjera,0,0.18,0,malaria,25,2019
Hato Mayor,0,0.0,0,malaria,25,2019
Hermanas Mirabal,0,0.0,0,malaria,25,2019
Independencia,0,0.0,0,malaria,25,2019
La Altagracia,0,3.61,0,malaria,25,2019
La Romana,0,0.77,0,malaria,25,2019
La Vega,0,0.0,0,malaria,25,2019
María Trinidad Sánchez,0,0.0,0,malaria,25,2019
Monseñor Nouel,0,0.0,0,malaria,25,2019
Monte Cristi,0,0.0,0,malaria,25,2019
Monte Plata,0,0.0,0,malaria,25,2019
Pedernales,0,6.0,0,malaria,25,2019
Peravia,0,1.06,0,malaria,25,2019
Puerto Plata,0,0.0,0,malaria,25,2019
Samaná,0,0.0,0,malaria,25,2019
San Cristóbal,0,12.85,0,malaria,25,2019
San José de Ocoa,0,0.0,0,malaria,25,2019
San Juan,0,4.66,0,malaria,25,2019
San Pedro de Macorís,1,0.68,0,malaria,25,2019
Santiago,0,0.0,0,malaria,25,2019
Santiago Rodríguez,0,0.0,0,malaria,25,2019
Santo Domingo,15,12.82,0,malaria,25,2019
Sánchez Ramírez,0,0.0,0,malaria,25,2019
Valverde,0,1.18,0,malaria,25,2019
Azua,0,0.0,0,malaria,26,2019
Baoruco,0,0.0,0,malaria,26,2019
Barahona,0,0.0,0,malaria,26,2019
Dajabón,0,0.0,0,malaria,26,2019
Distrito Nacional,3,5.98,0,malaria,26,2019
Duarte,0,0.0,0,malaria,26,2019
El Seibo,0,0.0,0,malaria,26,2019
Elías Piña,0,3.15,0,malaria,26,2019
Espaillat,0,0.0,0,malaria,26,2019
Extranjera,0,0.19,0,malaria,26,2019
Hato Mayor,0,0.0,0,malaria,26,2019
Hermanas Mirabal,0,0.0,0,malaria,26,2019
Independencia,0,0.0,0,malaria,26,2019
La Altagracia,0,3.47,0,malaria,26,2019
La Romana,0,0.74,0,malaria,26,2019
La Vega,0,0.0,0,malaria,26,2019
María Trinidad Sánchez,0,0.0,0,malaria,26,2019
Monseñor Nouel,0,0.0,0,malaria,26,2019
Monte Cristi,0,0.0,0,malaria,26,2019
Monte Plata,0,0.0,0,malaria,26,2019
Pedernales,0,5.76,0,malaria,26,2019
Peravia,0,1.02,0,malaria,26,2019
Puerto Plata,0,0.0,0,malaria,26,2019
Samaná,0,0.0,0,malaria,26,2019
San Cristóbal,0,12.36,0,malaria,26,2019
San José de Ocoa,0,0.0,0,malaria,26,2019
San Juan,0,4.48,0,malaria,26,2019
San Pedro de Macorís,0,0.66,0,malaria,26,2019
Santiago,0,0.0,0,malaria,26,2019
Santiago Rodríguez,0,0.0,0,malaria,26,2019
Santo Domingo,7,12.89,0,malaria,26,2019
Sánchez Ramírez,0,0.0,0,malaria,26,2019
Valverde,0,1.14,0,malaria,26,2019
Azua,0,0.0,0,malaria,27,2019
Baoruco,0,0.0,0,malaria,27,2019
Barahona,0,0.0,0,malaria,27,2019
Dajabón,0,0.0,0,malaria,27,2019
Distrito Nacional,10,7.62,0,malaria,27,2019
Duarte,0,0.0,0,malaria,27,2019
