Provincia,Muertes Maternas,Muertes Infantiles,Condicion,Numero,Year
Hermanas Mirabal,0,0,maternainfantil,37,2021
Independencia,0,0,maternainfantil,37,2021
La Altagracia,0,1,maternainfantil,37,2021
La Romana,1,0,maternainfantil,37,2021
La Vega,0,1,maternainfantil,37,2021
María Trinidad Sánchez,0,1,maternainfantil,37,2021
Monseñor Nouel,0,1,maternainfantil,37,2021
Monte Cristi,0,0,maternainfantil,37,2021
Monte Plata,0,2,maternainfantil,37,2021
Pedernales,0,0,maternainfantil,37,2021
Peravia,0,0,maternainfantil,37,2021
Puerto Plata,0,2,maternainfantil,37,2021
Samaná,0,1,maternainfantil,37,2021
San Cristóbal,0,1,maternainfantil,37,2021
San José de Ocoa,0,0,maternainfantil,37,2021
San Juan,0,0,maternainfantil,37,2021
San Pedro de Macorís,0,4,maternainfantil,37,2021
Santiago,0,11,maternainfantil,37,2021
Santiago Rodríguez,0,0,maternainfantil,37,2021
Santo Domingo,1,17,maternainfantil,37,2021
Sánchez Ramírez,0,0,maternainfantil,37,2021
Valverde,1,1,maternainfantil,37,2021
Azua,0,1,maternainfantil,39,2021
Baoruco,0,0,maternainfantil,39,2021
Barahona,0,1,maternainfantil,39,2021
Dajabón,0,0,maternainfantil,39,2021
Distrito Nacional,0,4,maternainfantil,39,2021
Duarte,2,2,maternainfantil,39,2021
El Seibo,0,0,maternainfantil,39,2021
Elías Piña,0,3,maternainfantil,39,2021
Espaillat,0,2,maternainfantil,39,2021
Extranjera,0,4,maternainfantil,39,2021
Hato Mayor,0,0,maternainfantil,39,2021
Hermanas Mirabal,0,0,maternainfantil,39,2021
Independencia,0,0,maternainfantil,39,2021
La Altagracia,0,1,maternainfantil,39,2021
La Romana,2,1,maternainfantil,39,2021
La Vega,0,1,maternainfantil,39,2021
María Trinidad Sánchez,0,2,maternainfantil,39,2021
Monseñor Nouel,0,1,maternainfantil,39,2021
Monte Cristi,0,0,maternainfantil,39,2021
Monte Plata,0,2,maternainfantil,39,2021
Pedernales,0,0,maternainfantil,39,2021
Peravia,0,1,maternainfantil,39,2021
Puerto Plata,0,3,maternainfantil,39,2021
Samaná,0,0,maternainfantil,39,2021
San Cristóbal,0,4,maternainfantil,39,2021
San José de Ocoa,0,0,maternainfantil,39,2021
San Juan,1,1,maternainfantil,39,2021
San Pedro de Macorís,0,0,maternainfantil,39,2021
Santiago,0,11,maternainfantil,39,2021
Santiago Rodríguez,0,0,maternainfantil,39,2021
Santo Domingo,1,17,maternainfantil,39,2021
Sánchez Ramírez,0,0,maternainfantil,39,2021
Valverde,0,0,maternainfantil,39,2021
Azua,1,0,maternainfantil,40,2021
Baoruco,0,1,maternainfantil,40,2021
Barahona,0,4,maternainfantil,40,2021
Dajabón,0,0,maternainfantil,40,2021
Distrito Nacional,0,7,maternainfantil,40,2021
Duarte,0,0,maternainfantil,40,2021
El Seibo,0,1,maternainfantil,40,2021
Elías Piña,0,0,maternainfantil,40,2021
Espaillat,0,0,maternainfantil,40,2021
Extranjera,0,0,maternainfantil,40,2021
Hato Mayor,0,0,maternainfantil,40,2021
Hermanas Mirabal,0,0,maternainfantil,40,2021
Independencia,0,0,maternainfantil,40,2021
La Altagracia,0,0,maternainfantil,40,2021
La Romana,0,1,maternainfantil,40,2021
La Vega,2,1,maternainfantil,40,2021
María Trinidad Sánchez,0,1,maternainfantil,40,2021
Monseñor Nouel,0,0,maternainfantil,40,2021
Monte Cristi,0,2,maternainfantil,40,2021
Monte Plata,0,0,maternainfantil,40,2021
Pedernales,0,0,maternainfantil,40,2021
Peravia,0,1,maternainfantil,40,2021
Puerto Plata,0,0,maternainfantil,40,2021
Samaná,1,0,maternainfantil,40,2021
San Cristóbal,2,5,maternainfantil,40,2021
San José de Ocoa,0,0,maternainfantil,40,2021
San Juan,1,0,maternainfantil,40,2021
San Pedro de Macorís,0,2,maternainfantil,40,2021
Santiago,1,16,maternainfantil,40,2021
Santiago Rodríguez,0,0,maternainfantil,40,2021
Santo Domingo,3,26,maternainfantil,40,2021
Sánchez Ramírez,0,1,maternainfantil,40,2021
Valverde,0,1,maternainfantil,40,2021
Azua,0,1,maternainfantil,41,2021
Baoruco,0,0,maternainfantil,41,2021
Barahona,0,3,maternainfantil,41,2021
Dajabón,0,0,maternainfantil,41,2021
Distrito Nacional,1,4,maternainfantil,41,2021
Duarte,0,0,maternainfantil,41,2021
El Seibo,0,0,maternainfantil,41,2021
Elías Piña,0,0,maternainfantil,41,2021
Espaillat,0,0,maternainfantil,41,2021
Extranjera,0,0,maternainfantil,41,2021
Hato Mayor,0,0,maternainfantil,41,2021
Hermanas Mirabal,0,0,maternainfantil,41,2021
Independencia,0,0,maternainfantil,41,2021
La Altagracia,0,0,maternainfantil,41,2021
La Romana,0,2,maternainfantil,41,2021
La Vega,1,2,maternainfantil,41,2021
María Trinidad Sánchez,0,0,maternainfantil,41,2021
Monseñor Nouel,1,0,maternainfantil,41,2021
Monte Cristi,1,2,maternainfantil,41,2021
Monte Plata,0,0,maternainfantil,41,2021
Pedernales,0,0,maternainfantil,41,2021
Peravia,0,0,maternainfantil,41,2021
Puerto Plata,0,2,maternainfantil,41,2021
Samaná,1,0,maternainfantil,41,2021
San Cristóbal,0,3,maternainfantil,41,2021
San José de Ocoa,0,0,maternainfantil,41,2021
San Juan,0,0,maternainfantil,41,2021
San Pedro de Macorís,0,0,maternainfantil,41,2021
Santiago,0,11,maternainfantil,41,2021
Santiago Rodríguez,0,0,maternainfantil,41,2021
Santo Domingo,1,23,maternainfantil,41,2021
Sánchez Ramírez,0,0,maternainfantil,41,2021
Valverde,0,1,maternainfantil,41,2021
Azua,0,0,maternainfantil,42,2021
Baoruco,0,0,maternainfantil,42,2021
Barahona,0,1,maternainfantil,42,2021
Dajabón,0,0,maternainfantil,42,2021
Distrito Nacional,1,2,maternainfantil,42,2021
Duarte,0,0,maternainfantil,42,2021
El Seibo,0,0,maternainfantil,42,2021
Elías Piña,0,1,maternainfantil,42,2021
Espaillat,0,0,maternainfantil,42,2021
Extranjera,0,0,maternainfantil,42,2021
Hato Mayor,0,0,maternainfantil,42,2021
Hermanas Mirabal,0,0,maternainfantil,42,2021
Independencia,0,0,maternainfantil,42,2021
La Altagracia,0,0,maternainfantil,42,2021
La Romana,0,1,maternainfantil,42,2021
La Vega,1,2,maternainfantil,42,2021
María Trinidad Sánchez,0,1,maternainfantil,42,2021
Monseñor Nouel,0,0,maternainfantil,42,2021
Monte Cristi,0,1,maternainfantil,42,2021
Monte Plata,0,3,maternainfantil,42,2021
Pedernales,0,2,maternainfantil,42,2021
Peravia,0,0,maternainfantil,42,2021
Puerto Plata,0,0,maternainfantil,42,2021
Samaná,0,0,maternainfantil,42,2021
San Cristóbal,0,3,maternainfantil,42,2021
San José de Ocoa,0,0,maternainfantil,42,2021
San Juan,0,1,maternainfantil,42,2021
San Pedro de Macorís,0,0,maternainfantil,42,2021
Santiago,0,7,maternainfantil,42,2021
Santiago Rodríguez,0,3,maternainfantil,42,2021
Santo Domingo,0,16,maternainfantil,42,2021
Sánchez Ramírez,0,1,maternainfantil,42,2021
Valverde,0,0,maternainfantil,42,2021
Azua,1,0,maternainfantil,43,2021
Baoruco,0,0,maternainfantil,43,2021
Barahona,0,2,maternainfantil,43,2021
Dajabón,0,0,maternainfantil,43,2021
Distrito Nacional,0,5,maternainfantil,43,2021
Duarte,0,1,maternainfantil,43,2021
El Seibo,0,1,maternainfantil,43,2021
Elías Piña,0,0,maternainfantil,43,2021
Espaillat,0,0,maternainfantil,43,2021
Extranjera,0,0,maternainfantil,43,2021
Hato Mayor,0,0,maternainfantil,43,2021
Hermanas Mirabal,0,0,maternainfantil,43,2021
Independencia,0,3,maternainfantil,43,2021
La Altagracia,1,0,maternainfantil,43,2021
La Romana,0,1,maternainfantil,43,2021
La Vega,1,1,maternainfantil,43,2021
María Trinidad Sánchez,0,1,maternainfantil,43,2021
Monseñor Nouel,0,1,maternainfantil,43,2021
Monte Cristi,1,2,maternainfantil,43,2021
Monte Plata,0,0,maternainfantil,43,2021
Pedernales,0,0,maternainfantil,43,2021
Peravia,0,1,maternainfantil,43,2021
Puerto Plata,0,1,maternainfantil,43,2021
Samaná,0,0,maternainfantil,43,2021
San Cristóbal,0,5,maternainfantil,43,2021
San José de Ocoa,0,0,maternainfantil,43,2021
San Juan,0,1,maternainfantil,43,2021
San Pedro de Macorís,0,0,maternainfantil,43,2021
Santiago,0,8,maternainfantil,43,2021
Santiago Rodríguez,0,0,maternainfantil,43,2021
Santo Domingo,2,19,maternainfantil,43,2021
Sánchez Ramírez,0,0,maternainfantil,43,2021
Valverde,0,2,maternainfantil,43,2021
Azua,0,0,maternainfantil,44,2021
Baoruco,1,0,maternainfantil,44,2021
Barahona,0,2,maternainfantil,44,2021
Dajabón,0,0,maternainfantil,44,2021
Distrito Nacional,0,2,maternainfantil,44,2021
Duarte,0,1,maternainfantil,44,2021
El Seibo,0,0,maternainfantil,44,2021
Elías Piña,0,0,maternainfantil,44,2021
Espaillat,0,0,maternainfantil,44,2021
Extranjera,0,1,maternainfantil,44,2021
Hato Mayor,0,0,maternainfantil,44,2021
Hermanas Mirabal,0,0,maternainfantil,44,2021
Independencia,0,1,maternainfantil,44,2021
La Altagracia,0,0,maternainfantil,44,2021
La Romana,0,2,maternainfantil,44,2021
La Vega,0,0,maternainfantil,44,2021
María Trinidad Sánchez,0,0,maternainfantil,44,2021
Monseñor Nouel,0,0,maternainfantil,44,2021
Monte Cristi,1,1,maternainfantil,44,2021
Monte Plata,0,1,maternainfantil,44,2021
Pedernales,0,0,maternainfantil,44,2021
Peravia,0,1,maternainfantil,44,2021
Puerto Plata,0,0,maternainfantil,44,2021
Samaná,0,0,maternainfantil,44,2021
San Cristóbal,2,6,maternainfantil,44,2021
San José de Ocoa,0,0,maternainfantil,44,2021
San Juan,0,2,maternainfantil,44,2021
San Pedro de Macorís,0,3,maternainfantil,44,2021
Santiago,1,7,maternainfantil,44,2021
Santiago Rodríguez,0,0,maternainfantil,44,2021
Santo Domingo,0,16,maternainfantil,44,2021
Sánchez Ramírez,0,0,maternainfantil,44,2021
Valverde,0,1,maternainfantil,44,2021
Azua,0,2,maternainfantil,45,2021
Baoruco,0,0,maternainfantil,45,2021
Barahona,0,0,maternainfantil,45,2021
Dajabón,0,0,maternainfantil,45,2021
Distrito Nacional,1,2,maternainfantil,45,2021
Duarte,1,0,maternainfantil,45,2021
El Seibo,0,0,maternainfantil,45,2021
Elías Piña,0,1,maternainfantil,45,2021
Espaillat,0,1,maternainfantil,45,2021
Extranjera,0,0,maternainfantil,45,2021
Hato Mayor,0,0,maternainfantil,45,2021
Hermanas Mirabal,0,0,maternainfantil,45,2021
Independencia,0,0,maternainfantil,45,2021
La Altagracia,1,0,maternainfantil,45,2021
La Romana,0,1,maternainfantil,45,2021
La Vega,1,2,maternainfantil,45,2021
María Trinidad Sánchez,0,1,maternainfantil,45,2021
Monseñor Nouel,0,0,maternainfantil,45,2021
Monte Cristi,1,2,maternainfantil,45,2021
Monte Plata,0,1,maternainfantil,45,2021
Pedernales,0,1,maternainfantil,45,2021
Peravia,0,1,maternainfantil,45,2021
Puerto Plata,0,0,maternainfantil,45,2021
Samaná,0,0,maternainfantil,45,2021
San Cristóbal,1,1,maternainfantil,45,2021
San José de Ocoa,0,1,maternainfantil,45,2021
San Juan,0,0,maternainfantil,45,2021
San Pedro de Macorís,0,2,maternainfantil,45,2021
Santiago,0,8,maternainfantil,45,2021
Santiago Rodríguez,0,0,maternainfantil,45,2021
Santo Domingo,2,12,maternainfantil,45,2021
Sánchez Ramírez,0,0,maternainfantil,45,2021
Valverde,0,1,maternainfantil,45,2021
Azua,0,1,maternainfantil,46,2021
Baoruco,0,1,maternainfantil,46,2021
Barahona,0,2,maternainfantil,46,2021
Dajabón,0,0,maternainfantil,46,2021
Distrito Nacional,0,6,maternainfantil,46,2021
Duarte,0,0,maternainfantil,46,2021
El Seibo,0,0,maternainfantil,46,2021
Elías Piña,0,0,maternainfantil,46,2021
Espaillat,0,1,maternainfantil,46,2021
Extranjera,0,0,maternainfantil,46,2021
Hato Mayor,1,0,maternainfantil,46,2021
Hermanas Mirabal,0,0,maternainfantil,46,2021
Independencia,0,1,maternainfantil,46,2021
La Altagracia,0,3,maternainfantil,46,2021
La Romana,0,0,maternainfantil,46,2021
La Vega,0,3,maternainfantil,46,2021
María Trinidad Sánchez,0,1,maternainfantil,46,2021
Monseñor Nouel,0,0,maternainfantil,46,2021
Monte Cristi,0,1,maternainfantil,46,2021
Monte Plata,0,1,maternainfantil,46,2021
Pedernales,0,0,maternainfantil,46,2021
Peravia,1,2,maternainfantil,46,2021
Puerto Plata,0,3,maternainfantil,46,2021
Samaná,0,0,maternainfantil,46,2021
San Cristóbal,0,7,maternainfantil,46,2021
San José de Ocoa,0,1,maternainfantil,46,2021
San Juan,0,1,maternainfantil,46,2021
San Pedro de Macorís,0,2,maternainfantil,46,2021
Santiago,1,10,maternainfantil,46,2021
Santiago Rodríguez,0,0,maternainfantil,46,2021
Santo Domingo,2,13,maternainfantil,46,2021
Sánchez Ramírez,0,0,maternainfantil,46,2021
Valverde,0,0,maternainfantil,46,2021
Azua,1,2,maternainfantil,47,2021
Baoruco,0,1,maternainfantil,47,2021
Barahona,0,0,maternainfantil,47,2021
Dajabón,0,0,maternainfantil,47,2021
Distrito Nacional,0,4,maternainfantil,47,2021
Duarte,0,0,maternainfantil,47,2021
El Seibo,0,0,maternainfantil,47,2021
Elías Piña,0,0,maternainfantil,47,2021
Espaillat,0,2,maternainfantil,47,2021
Extranjera,0,2,maternainfantil,47,2021
Hato Mayor,0,0,maternainfantil,47,2021
Hermanas Mirabal,0,0,maternainfantil,47,2021
Independencia,0,2,maternainfantil,47,2021
La Altagracia,0,0,maternainfantil,47,2021
La Romana,0,0,maternainfantil,47,2021
La Vega,0,0,maternainfantil,47,2021
María Trinidad Sánchez,0,2,maternainfantil,47,2021
Monseñor Nouel,0,1,maternainfantil,47,2021
Monte Cristi,0,4,maternainfantil,47,2021
Monte Plata,0,4,maternainfantil,47,2021
Pedernales,0,0,maternainfantil,47,2021
Peravia,0,2,maternainfantil,47,2021
Puerto Plata,0,4,maternainfantil,47,2021
Samaná,0,0,maternainfantil,47,2021
San Cristóbal,0,10,maternainfantil,47,2021
San José de Ocoa,0,0,maternainfantil,47,2021
San Juan,0,1,maternainfantil,47,2021
San Pedro de Macorís,1,0,maternainfantil,47,2021
Santiago,0,9,maternainfantil,47,2021
Santiago Rodríguez,0,0,maternainfantil,47,2021
Santo Domingo,0,22,maternainfantil,47,2021
Sánchez Ramírez,0,0,maternainfantil,47,2021
Valverde,0,0,maternainfantil,47,2021
Azua,0,0,maternainfantil,48,2021
Baoruco,0,1,maternainfantil,48,2021
Barahona,0,1,maternainfantil,48,2021
Dajabón,0,0,maternainfantil,48,2021
Distrito Nacional,1,6,maternainfantil,48,2021
Duarte,0,0,maternainfantil,48,2021
El Seibo,0,0,maternainfantil,48,2021
Elías Piña,0,0,maternainfantil,48,2021
Espaillat,0,0,maternainfantil,48,2021
Extranjera,0,0,maternainfantil,48,2021
Hato Mayor,0,0,maternainfantil,48,2021
Hermanas Mirabal,0,0,maternainfantil,48,2021
Independencia,0,1,maternainfantil,48,2021
La Altagracia,0,1,maternainfantil,48,2021
La Romana,0,0,maternainfantil,48,2021
La Vega,0,0,maternainfantil,48,2021
María Trinidad Sánchez,1,1,maternainfantil,48,2021
Monseñor Nouel,0,1,maternainfantil,48,2021
Monte Cristi,0,0,maternainfantil,48,2021
Monte Plata,0,3,maternainfantil,48,2021
Pedernales,0,1,maternainfantil,48,2021
Peravia,0,1,maternainfantil,48,2021
Puerto Plata,0,1,maternainfantil,48,2021
Samaná,0,0,maternainfantil,48,2021
San Cristóbal,0,2,maternainfantil,48,2021
San José de Ocoa,0,0,maternainfantil,48,2021
San Juan,0,1,maternainfantil,48,2021
San Pedro de Macorís,0,3,maternainfantil,48,2021
Santiago,0,5,maternainfantil,48,2021
Santiago Rodríguez,0,1,maternainfantil,48,2021
Santo Domingo,0,17,maternainfantil,48,2021
Sánchez Ramírez,0,0,maternainfantil,48,2021
Valverde,0,1,maternainfantil,48,2021
Azua,0,0,maternainfantil,49,2021
Baoruco,0,1,maternainfantil,49,2021
Barahona,0,2,maternainfantil,49,2021
Dajabón,0,0,maternainfantil,49,2021
Distrito Nacional,0,3,maternainfantil,49,2021
Duarte,0,0,maternainfantil,49,2021
El Seibo,0,0,maternainfantil,49,2021
Elías Piña,0,2,maternainfantil,49,2021
Espaillat,0,1,maternainfantil,49,2021
Extranjera,0,0,maternainfantil,49,2021
Hato Mayor,0,1,maternainfantil,49,2021
Hermanas Mirabal,0,0,maternainfantil,49,2021
Independencia,0,0,maternainfantil,49,2021
La Altagracia,0,0,maternainfantil,49,2021
La Romana,0,1,maternainfantil,49,2021
La Vega,0,1,maternainfantil,49,2021
María Trinidad Sánchez,0,1,maternainfantil,49,2021
Monseñor Nouel,0,0,maternainfantil,49,2021
Monte Cristi,0,1,maternainfantil,49,2021
Monte Plata,0,2,maternainfantil,49,2021
Pedernales,0,1,maternainfantil,49,2021
Peravia,0,0,maternainfantil,49,2021
Puerto Plata,0,1,maternainfantil,49,2021
Samaná,0,0,maternainfantil,49,2021
San Cristóbal,0,4,maternainfantil,49,2021
San José de Ocoa,0,0,maternainfantil,49,2021
San Juan,0,0,maternainfantil,49,2021
San Pedro de Macorís,2,3,maternainfantil,49,2021
Santiago,1,4,maternainfantil,49,2021
Santiago Rodríguez,0,1,maternainfantil,49,2021
Santo Domingo,1,16,maternainfantil,49,2021
Sánchez Ramírez,0,0,maternainfantil,49,2021
Valverde,0,1,maternainfantil,49,2021
Azua,0,0,maternainfantil,50,2021
Baoruco,0,0,maternainfantil,50,2021
Barahona,0,0,maternainfantil,50,2021
Dajabón,0,0,maternainfantil,50,2021
Distrito Nacional,0,6,maternainfantil,50,2021
Duarte,0,0,maternainfantil,50,2021
El Seibo,0,0,maternainfantil,50,2021
Elías Piña,0,1,maternainfantil,50,2021
Espaillat,0,0,maternainfantil,50,2021
Extranjera,0,0,maternainfantil,50,2021
Hato Mayor,0,0,maternainfantil,50,2021
Hermanas Mirabal,0,0,maternainfantil,50,2021
Independencia,0,0,maternainfantil,50,2021
La Altagracia,0,0,maternainfantil,50,2021
La Romana,0,0,maternainfantil,50,2021
La Vega,0,1,maternainfantil,50,2021
María Trinidad Sánchez,0,0,maternainfantil,50,2021
Monseñor Nouel,0,0,maternainfantil,50,2021
Monte Cristi,1,1,maternainfantil,50,2021
Monte Plata,0,0,maternainfantil,50,2021
Pedernales,0,0,maternainfantil,50,2021
Peravia,0,1,maternainfantil,50,2021
Puerto Plata,0,1,maternainfantil,50,2021
Samaná,0,0,maternainfantil,50,2021
San Cristóbal,0,1,maternainfantil,50,2021
San José de Ocoa,0,0,maternainfantil,50,2021
San Juan,0,2,maternainfantil,50,2021
San Pedro de Macorís,0,3,maternainfantil,50,2021
Santiago,0,5,maternainfantil,50,2021
Santiago Rodríguez,0,0,maternainfantil,50,2021
Santo Domingo,1,16,maternainfantil,50,2021
Sánchez Ramírez,0,0,maternainfantil,50,2021
Valverde,0,2,maternainfantil,50,2021
Azua,0,0,maternainfantil,51,2021
Baoruco,0,0,maternainfantil,51,2021
Barahona,0,1,maternainfantil,51,2021
Dajabón,0,1,maternainfantil,51,2021
Distrito Nacional,0,2,maternainfantil,51,2021
Duarte,0,1,maternainfantil,51,2021
El Seibo,0,0,maternainfantil,51,2021
Elías Piña,0,0,maternainfantil,51,2021
Espaillat,0,1,maternainfantil,51,2021
Extranjera,0,0,maternainfantil,51,2021
Hato Mayor,0,0,maternainfantil,51,2021
Hermanas Mirabal,0,0,maternainfantil,51,2021
Independencia,0,0,maternainfantil,51,2021
La Altagracia,0,0,maternainfantil,51,2021
La Romana,0,1,maternainfantil,51,2021
La Vega,0,0,maternainfantil,51,2021
María Trinidad Sánchez,0,1,maternainfantil,51,2021
Monseñor Nouel,0,0,maternainfantil,51,2021
Monte Cristi,1,0,maternainfantil,51,2021
Monte Plata,0,1,maternainfantil,51,2021
Pedernales,0,0,maternainfantil,51,2021
Peravia,0,0,maternainfantil,51,2021
Puerto Plata,0,1,maternainfantil,51,2021
Samaná,0,0,maternainfantil,51,2021
San Cristóbal,0,0,maternainfantil,51,2021
San José de Ocoa,0,0,maternainfantil,51,2021
San Juan,0,2,maternainfantil,51,2021
San Pedro de Macorís,0,2,maternainfantil,51,2021
Santiago,1,6,maternainfantil,51,2021
Santiago Rodríguez,0,0,maternainfantil,51,2021
Santo Domingo,0,10,maternainfantil,51,2021
Sánchez Ramírez,0,0,maternainfantil,51,2021
Valverde,0,3,maternainfantil,51,2021
Azua,0,1,maternainfantil,52,2021
Azua,0,0,maternainfantil,52,2021
Baoruco,0,1,maternainfantil,52,2021
Baoruco,0,0,maternainfantil,52,2021
Barahona,2,7,maternainfantil,52,2021
Barahona,0,1,maternainfantil,52,2021
Dajabón,0,0,maternainfantil,52,2021
Dajabón,0,1,maternainfantil,52,2021
Distrito Nacional,0,5,maternainfantil,52,2021
Distrito Nacional,0,2,maternainfantil,52,2021
Duarte,0,8,maternainfantil,52,2021
Duarte,0,0,maternainfantil,52,2021
El Seibo,0,0,maternainfantil,52,2021
El Seibo,0,0,maternainfantil,52,2021
Elías Piña,2,1,maternainfantil,52,2021
Elías Piña,0,0,maternainfantil,52,2021
Espaillat,0,2,maternainfantil,52,2021
Espaillat,0,0,maternainfantil,52,2021
Extranjera,0,2,maternainfantil,52,2021
Extranjera,0,0,maternainfantil,52,2021
Hato Mayor,0,0,maternainfantil,52,2021
Hato Mayor,0,0,maternainfantil,52,2021
Hermanas Mirabal,0,2,maternainfantil,52,2021
Hermanas Mirabal,0,0,maternainfantil,52,2021
Independencia,0,2,maternainfantil,52,2021
Independencia,0,0,maternainfantil,52,2021
La Altagracia,0,4,maternainfantil,52,2021
La Altagracia,0,0,maternainfantil,52,2021
La Romana,0,0,maternainfantil,52,2021
La Romana,0,2,maternainfantil,52,2021
La Vega,0,6,maternainfantil,52,2021
La Vega,1,1,maternainfantil,52,2021
María Trinidad Sánchez,0,2,maternainfantil,52,2021
María Trinidad Sánchez,0,1,maternainfantil,52,2021
Monseñor Nouel,0,1,maternainfantil,52,2021
Monseñor Nouel,0,1,maternainfantil,52,2021
Monte Cristi,0,0,maternainfantil,52,2021
Monte Cristi,0,3,maternainfantil,52,2021
Monte Plata,0,2,maternainfantil,52,2021
Monte Plata,0,1,maternainfantil,52,2021
Pedernales,0,0,maternainfantil,52,2021
Pedernales,0,1,maternainfantil,52,2021
Peravia,0,4,maternainfantil,52,2021
Peravia,0,3,maternainfantil,52,2021
Puerto Plata,1,6,maternainfantil,52,2021
Puerto Plata,0,1,maternainfantil,52,2021
Samaná,1,0,maternainfantil,52,2021
Samaná,0,0,maternainfantil,52,2021
San Cristóbal,2,10,maternainfantil,52,2021
San Cristóbal,0,5,maternainfantil,52,2021
San José de Ocoa,0,1,maternainfantil,52,2021
San José de Ocoa,0,0,maternainfantil,52,2021
San Juan,0,2,maternainfantil,52,2021
San Juan,0,2,maternainfantil,52,2021
San Pedro de Macorís,1,10,maternainfantil,52,2021
San Pedro de Macorís,0,0,maternainfantil,52,2021
Santiago,2,13,maternainfantil,52,2021
Santiago,1,7,maternainfantil,52,2021
Santiago Rodríguez,0,0,maternainfantil,52,2021
Santiago Rodríguez,0,0,maternainfantil,52,2021
Santo Domingo,4,65,maternainfantil,52,2021
Santo Domingo,1,14,maternainfantil,52,2021
Sánchez Ramírez,0,3,maternainfantil,52,2021
Sánchez Ramírez,0,2,maternainfantil,52,2021
Valverde,0,4,maternainfantil,52,2021
Valverde,1,1,maternainfantil,52,2021
Azua,0,0,maternainfantil,2,2022
Baoruco,0,0,maternainfantil,2,2022
Barahona,0,1,maternainfantil,2,2022
Dajabón,0,0,maternainfantil,2,2022
Distrito Nacional,0,2,maternainfantil,2,2022
Duarte,0,0,maternainfantil,2,2022
El Seibo,0,0,maternainfantil,2,2022
Elías Piña,0,0,maternainfantil,2,2022
Espaillat,0,1,maternainfantil,2,2022
Extranjera,0,0,maternainfantil,2,2022
Hato Mayor,0,0,maternainfantil,2,2022
Hermanas Mirabal,0,0,maternainfantil,2,2022
Independencia,0,0,maternainfantil,2,2022
La Altagracia,0,0,maternainfantil,2,2022
La Romana,1,0,maternainfantil,2,2022
La Vega,0,4,maternainfantil,2,2022
María Trinidad Sánchez,0,1,maternainfantil,2,2022
Monseñor Nouel,0,0,maternainfantil,2,2022
Monte Cristi,0,1,maternainfantil,2,2022
Monte Plata,0,0,maternainfantil,2,2022
Pedernales,0,0,maternainfantil,2,2022
Peravia,0,0,maternainfantil,2,2022
Puerto Plata,0,2,maternainfantil,2,2022
Samaná,0,0,maternainfantil,2,2022
San Cristóbal,0,4,maternainfantil,2,2022
San José de Ocoa,0,1,maternainfantil,2,2022
San Juan,0,3,maternainfantil,2,2022
San Pedro de Macorís,0,0,maternainfantil,2,2022
Santiago,0,6,maternainfantil,2,2022
Santiago Rodríguez,0,0,maternainfantil,2,2022
Santo Domingo,0,20,maternainfantil,2,2022
Sánchez Ramírez,0,0,maternainfantil,2,2022
Valverde,0,1,maternainfantil,2,2022
Azua,0,0,maternainfantil,3,2022
Baoruco,1,0,maternainfantil,3,2022
Barahona,0,1,maternainfantil,3,2022
Dajabón,0,0,maternainfantil,3,2022
Distrito Nacional,0,5,maternainfantil,3,2022
Duarte,0,0,maternainfantil,3,2022
El Seibo,0,0,maternainfantil,3,2022
Elías Piña,0,1,maternainfantil,3,2022
Espaillat,0,0,maternainfantil,3,2022
Extranjera,0,0,maternainfantil,3,2022
Hato Mayor,0,0,maternainfantil,3,2022
Hermanas Mirabal,0,0,maternainfantil,3,2022
Independencia,0,0,maternainfantil,3,2022
La Altagracia,0,1,maternainfantil,3,2022
La Romana,0,1,maternainfantil,3,2022
La Vega,0,0,maternainfantil,3,2022
María Trinidad Sánchez,0,0,maternainfantil,3,2022
Monseñor Nouel,0,0,maternainfantil,3,2022
Monte Cristi,0,1,maternainfantil,3,2022
Monte Plata,0,1,maternainfantil,3,2022
Pedernales,0,1,maternainfantil,3,2022
Peravia,0,0,maternainfantil,3,2022
Puerto Plata,0,1,maternainfantil,3,2022
Samaná,0,0,maternainfantil,3,2022
San Cristóbal,0,4,maternainfantil,3,2022
San José de Ocoa,0,1,maternainfantil,3,2022
San Juan,0,2,maternainfantil,3,2022
San Pedro de Macorís,0,1,maternainfantil,3,2022
Santiago,1,3,maternainfantil,3,2022
Santiago Rodríguez,0,0,maternainfantil,3,2022
Santo Domingo,1,14,maternainfantil,3,2022
Sánchez Ramírez,0,0,maternainfantil,3,2022
Valverde,0,1,maternainfantil,3,2022
Azua,0,0,maternainfantil,4,2022
Baoruco,0,1,maternainfantil,4,2022
Barahona,0,0,maternainfantil,4,2022
Dajabón,0,0,maternainfantil,4,2022
Distrito Nacional,0,3,maternainfantil,4,2022
Duarte,0,0,maternainfantil,4,2022
El Seibo,0,0,maternainfantil,4,2022
Elías Piña,0,0,maternainfantil,4,2022
Espaillat,1,0,maternainfantil,4,2022
Extranjera,0,0,maternainfantil,4,2022
Hato Mayor,0,0,maternainfantil,4,2022
Hermanas Mirabal,0,1,maternainfantil,4,2022
Independencia,0,1,maternainfantil,4,2022
La Altagracia,0,1,maternainfantil,4,2022
La Romana,0,2,maternainfantil,4,2022
La Vega,0,1,maternainfantil,4,2022
María Trinidad Sánchez,0,2,maternainfantil,4,2022
Monseñor Nouel,0,2,maternainfantil,4,2022
Monte Cristi,0,0,maternainfantil,4,2022
Monte Plata,0,1,maternainfantil,4,2022
