fecha,provincia,casos_probables,incidencia,defun_nuevas,numero,year
2019-13,Monte Cristi,9,188.7,0,13,2019
2019-13,Monte Plata,4,16.8,0,13,2019
2019-13,Pedernales,0,103.8,0,13,2019
2019-13,Peravia,5,95.8,0,13,2019
2019-13,Puerto Plata,1,19.3,0,13,2019
2019-13,Samaná,0,21.6,0,13,2019
2019-13,San Cristóbal,9,27.9,0,13,2019
2019-13,San José de Ocoa,4,101.9,0,13,2019
2019-13,San Juan,0,37.7,0,13,2019
2019-13,San Pedro de Macorís,2,27.6,0,13,2019
2019-13,Santiago,5,24.7,0,13,2019
2019-13,Santiago Rodríguez,0,41.9,0,13,2019
2019-13,Santo Domingo,29,55.5,0,13,2019
2019-13,Sánchez Ramírez,1,21,0,13,2019
2019-13,Valverde,3,63.8,0,13,2019
2019-14,Azua,3,97.2,0,14,2019
2019-14,Baoruco,2,132.8,0,14,2019
2019-14,Barahona,17,326,0,14,2019
2019-14,Dajabón,0,22.4,0,14,2019
2019-14,Distrito Nacional,13,54.1,0,14,2019
2019-14,Duarte,2,10,0,14,2019
2019-14,El Seibo,2,12,0,14,2019
2019-14,Elías Piña,0,29.3,0,14,2019
2019-14,Espaillat,3,26.4,0,14,2019
2019-14,Extranjera,0,0,0,14,2019
2019-14,Hato Mayor,0,4.3,0,14,2019
2019-14,Hermanas Mirabal,1,12.1,0,14,2019
2019-14,Independencia,1,295.2,0,14,2019
2019-14,La Altagracia,5,15,0,14,2019
2019-14,La Romana,3,27.5,0,14,2019
2019-14,La Vega,3,14.5,0,14,2019
2019-14,María Trinidad Sánchez,1,23.7,0,14,2019
2019-14,Monseñor Nouel,2,40.7,0,14,2019
2019-14,Monte Cristi,9,203.9,0,14,2019
2019-14,Monte Plata,0,13.6,0,14,2019
2019-14,Pedernales,1,107.1,0,14,2019
2019-14,Peravia,8,107.9,0,14,2019
2019-14,Puerto Plata,1,19,0,14,2019
2019-14,Samaná,1,23.4,0,14,2019
2019-14,San Cristóbal,3,27.7,0,14,2019
2019-14,San José de Ocoa,0,94.6,0,14,2019
2019-14,San Juan,4,41.6,0,14,2019
2019-14,San Pedro de Macorís,3,29.3,0,14,2019
2019-14,Santiago,5,24.7,0,14,2019
2019-14,Santiago Rodríguez,0,38.9,0,14,2019
2019-14,Santo Domingo,27,55.4,0,14,2019
2019-14,Sánchez Ramírez,1,22,0,14,2019
2019-14,Valverde,3,67.7,0,14,2019
2019-15,Azua,8,103.2,0,15,2019
2019-15,Baoruco,6,144.6,0,15,2019
2019-15,Barahona,16,337.2,0,15,2019
2019-15,Dajabón,0,20.9,0,15,2019
2019-15,Distrito Nacional,19,58.2,0,15,2019
2019-15,Duarte,2,12.8,0,15,2019
2019-15,El Seibo,0,11.2,0,15,2019
2019-15,Elías Piña,0,27.3,0,15,2019
2019-15,Espaillat,2,27.5,0,15,2019
2019-15,Extranjera,0,0,0,15,2019
2019-15,Hato Mayor,0,4,0,15,2019
2019-15,Hermanas Mirabal,0,15,0,15,2019
2019-15,Independencia,4,299.5,0,15,2019
2019-15,La Altagracia,0,15,0,15,2019
2019-15,La Romana,2,28.2,0,15,2019
2019-15,La Vega,2,15.2,0,15,2019
2019-15,María Trinidad Sánchez,0,24.6,0,15,2019
2019-15,Monseñor Nouel,1,42,0,15,2019
2019-15,Monte Cristi,14,228.9,0,15,2019
2019-15,Monte Plata,1,14.5,0,15,2019
2019-15,Pedernales,0,109.9,0,15,2019
2019-15,Peravia,10,118.3,0,15,2019
2019-15,Puerto Plata,1,18.8,0,15,2019
2019-15,Samaná,0,21.8,0,15,2019
2019-15,San Cristóbal,10,31.3,0,15,2019
2019-15,San José de Ocoa,3,107.2,0,15,2019
2019-15,San Juan,3,43.5,0,15,2019
2019-15,San Pedro de Macorís,1,29.7,0,15,2019
2019-15,Santiago,11,26.7,0,15,2019
2019-15,Santiago Rodríguez,2,48.4,0,15,2019
2019-15,Santo Domingo,40,56.6,0,15,2019
2019-15,Sánchez Ramírez,2,25.1,0,15,2019
2019-15,Valverde,4,73.1,0,15,2019
2019-17,Azua,3,96.6,0,17,2019
2019-17,Baoruco,1,145.8,0,17,2019
2019-17,Barahona,17,331.5,0,17,2019
2019-17,Dajabón,0,23.1,0,17,2019
2019-17,Distrito Nacional,14,59.3,0,17,2019
2019-17,Duarte,0,16.4,0,17,2019
2019-17,El Seibo,0,9.9,0,17,2019
2019-17,Elías Piña,0,38.6,0,17,2019
2019-17,Espaillat,0,28.1,0,17,2019
2019-17,Extranjera,0,0,0,17,2019
2019-17,Hato Mayor,0,3.6,0,17,2019
2019-17,Hermanas Mirabal,0,13.3,0,17,2019
2019-17,Independencia,2,311.8,0,17,2019
2019-17,La Altagracia,0,16.8,0,17,2019
2019-17,La Romana,0,26,0,17,2019
2019-17,La Vega,0,14.2,0,17,2019
2019-17,María Trinidad Sánchez,0,21.7,0,17,2019
2019-17,Monseñor Nouel,0,37,0,17,2019
2019-17,Monte Cristi,2,212.5,0,17,2019
2019-17,Monte Plata,0,16,0,17,2019
2019-17,Pedernales,0,97,0,17,2019
2019-17,Peravia,10,135.6,0,17,2019
2019-17,Puerto Plata,1,20.2,0,17,2019
2019-17,Samaná,0,22,0,17,2019
2019-17,San Cristóbal,3,31,0,17,2019
2019-17,San José de Ocoa,4,128,0,17,2019
2019-17,San Juan,8,54.9,0,17,2019
2019-17,San Pedro de Macorís,4,31.2,0,17,2019
2019-17,Santiago,6,26.2,0,17,2019
2019-17,Santiago Rodríguez,0,42.7,0,17,2019
2019-17,Santo Domingo,22,58.1,0,17,2019
2019-17,Sánchez Ramírez,1,26.2,0,17,2019
2019-17,Valverde,5,74.9,0,17,2019
2019-18,Azua,7,101.6,0,18,2019
2019-18,Baoruco,4,149.2,0,18,2019
2019-18,Barahona,8,326.8,0,18,2019
2019-18,Dajabón,1,26.2,0,18,2019
2019-18,Distrito Nacional,14,60.5,0,18,2019
2019-18,Duarte,0,15.5,0,18,2019
2019-18,El Seibo,0,9.3,0,18,2019
2019-18,Elías Piña,1,45.5,0,18,2019
2019-18,Espaillat,1,27.8,0,18,2019
2019-18,Extranjera,0,0,0,18,2019
2019-18,Hato Mayor,0,3.4,0,18,2019
2019-18,Hermanas Mirabal,0,12.5,0,18,2019
2019-18,Independencia,4,319.4,0,18,2019
2019-18,La Altagracia,1,16.7,0,18,2019
2019-18,La Romana,5,29.9,0,18,2019
2019-18,La Vega,1,14.8,0,18,2019
2019-18,María Trinidad Sánchez,0,20.5,0,18,2019
2019-18,Monseñor Nouel,0,35,0,18,2019
2019-18,Monte Cristi,1,203.2,0,18,2019
2019-18,Monte Plata,3,19.7,0,18,2019
2019-18,Pedernales,0,91.6,0,18,2019
2019-18,Peravia,4,133.9,0,18,2019
2019-18,Puerto Plata,0,20,0,18,2019
2019-18,Samaná,0,20.8,0,18,2019
2019-18,San Cristóbal,5,31.6,0,18,2019
2019-18,San José de Ocoa,1,126.2,0,18,2019
2019-18,San Juan,3,54.4,0,18,2019
2019-18,San Pedro de Macorís,2,31.4,0,18,2019
2019-18,Santiago,3,25.3,0,18,2019
2019-18,Santiago Rodríguez,0,40.3,0,18,2019
2019-18,Santo Domingo,48,59.9,0,18,2019
2019-18,Sánchez Ramírez,4,32.3,0,18,2019
2019-18,Valverde,0,72.4,0,18,2019
2019-19,Azua,9,109.9,0,19,2019
2019-19,Baoruco,4,152.2,0,19,2019
2019-19,Barahona,12,328.5,0,19,2019
2019-19,Dajabón,1,28.9,0,19,2019
2019-19,Distrito Nacional,13,61.3,0,19,2019
2019-19,Duarte,3,18.4,0,19,2019
2019-19,El Seibo,1,11.8,0,19,2019
2019-19,Elías Piña,0,43.1,0,19,2019
2019-19,Espaillat,0,26.3,0,19,2019
2019-19,Extranjera,0,0,0,19,2019
2019-19,Hato Mayor,0,3.2,0,19,2019
2019-19,Hermanas Mirabal,0,11.9,0,19,2019
2019-19,Independencia,4,326.2,0,19,2019
2019-19,La Altagracia,0,15.8,0,19,2019
2019-19,La Romana,2,32.4,0,19,2019
2019-19,La Vega,0,14,0,19,2019
2019-19,María Trinidad Sánchez,3,25.2,0,19,2019
2019-19,Monseñor Nouel,0,34.7,0,19,2019
2019-19,Monte Cristi,1,194.8,0,19,2019
2019-19,Monte Plata,4,24.4,0,19,2019
2019-19,Pedernales,1,94.7,0,19,2019
2019-19,Peravia,4,135.2,0,19,2019
2019-19,Puerto Plata,1,19.8,0,19,2019
2019-19,Samaná,2,24.6,0,19,2019
2019-19,San Cristóbal,9,33.8,0,19,2019
2019-19,San José de Ocoa,5,149.4,0,19,2019
2019-19,San Juan,2,55.2,0,19,2019
2019-19,San Pedro de Macorís,4,33.3,0,19,2019
2019-19,Santiago,3,25,0,19,2019
2019-19,Santiago Rodríguez,0,38.2,0,19,2019
2019-19,Santo Domingo,49,62,0,19,2019
2019-19,Sánchez Ramírez,0,36,0,19,2019
2019-19,Valverde,6,79.5,0,19,2019
2019-20,Azua,2,106.7,0,20,2019
2019-20,Baoruco,6,162.7,0,20,2019
2019-20,Barahona,16,334,0,20,2019
2019-20,Dajabón,1,31.4,0,20,2019
2019-20,Distrito Nacional,17,63,0,20,2019
2019-20,Duarte,0,17.4,0,20,2019
2019-20,El Seibo,1,14,0,20,2019
2019-20,Elías Piña,0,41,0,20,2019
2019-20,Espaillat,1,28.3,0,20,2019
2019-20,Extranjera,0,0,0,20,2019
2019-20,Hato Mayor,0,3,0,20,2019
2019-20,Hermanas Mirabal,0,11.3,0,20,2019
2019-20,Independencia,2,323.4,0,20,2019
2019-20,La Altagracia,2,16.5,0,20,2019
2019-20,La Romana,2,33.7,0,20,2019
2019-20,La Vega,2,14.6,0,20,2019
2019-20,María Trinidad Sánchez,2,27.6,0,20,2019
2019-20,Monseñor Nouel,0,34.5,0,20,2019
2019-20,Monte Cristi,7,202.9,0,20,2019
2019-20,Monte Plata,2,28.6,0,20,2019
2019-20,Pedernales,0,89.9,0,20,2019
2019-20,Peravia,17,152.3,0,20,2019
2019-20,Puerto Plata,0,18.8,0,20,2019
2019-20,Samaná,0,23.4,0,20,2019
2019-20,San Cristóbal,5,34.2,0,20,2019
2019-20,San José de Ocoa,4,160.8,0,20,2019
2019-20,San Juan,0,52.5,0,20,2019
2019-20,San Pedro de Macorís,3,34.2,0,20,2019
2019-20,Santiago,5,25,0,20,2019
2019-20,Santiago Rodríguez,0,36.3,0,20,2019
2019-20,Santo Domingo,68,65.5,0,20,2019
2019-20,Sánchez Ramírez,0,37.6,0,20,2019
2019-20,Valverde,8,88.9,0,20,2019
2019-21,Azua,10,113.9,0,21,2019
2019-21,Baoruco,2,154.9,0,21,2019
2019-21,Barahona,10,329.9,0,21,2019
2019-21,Dajabón,0,29.9,0,21,2019
2019-21,Distrito Nacional,21,63.8,0,21,2019
2019-21,Duarte,3,22.4,0,21,2019
2019-21,El Seibo,0,13.3,0,21,2019
2019-21,Elías Piña,2,46.8,0,21,2019
2019-21,Espaillat,1,26.9,0,21,2019
2019-21,Extranjera,0,0,0,21,2019
2019-21,Hato Mayor,0,2.9,0,21,2019
2019-21,Hermanas Mirabal,1,13.4,0,21,2019
2019-21,Independencia,3,316.6,0,21,2019
2019-21,La Altagracia,0,15.8,0,21,2019
2019-21,La Romana,4,35.7,0,21,2019
2019-21,La Vega,1,14.5,0,21,2019
2019-21,María Trinidad Sánchez,1,28.1,0,21,2019
2019-21,Monseñor Nouel,0,32.8,0,21,2019
2019-21,Monte Cristi,4,201.7,0,21,2019
2019-21,Monte Plata,2,29.9,0,21,2019
2019-21,Pedernales,0,85.6,0,21,2019
2019-21,Peravia,19,167.8,0,21,2019
2019-21,Puerto Plata,1,18.6,0,21,2019
2019-21,Samaná,1,28.9,0,21,2019
2019-21,San Cristóbal,7,35.7,0,21,2019
2019-21,San José de Ocoa,0,148.7,0,21,2019
2019-21,San Juan,2,52.2,0,21,2019
2019-21,San Pedro de Macorís,3,35,0,21,2019
2019-21,Santiago,7,25.8,0,21,2019
2019-21,Santiago Rodríguez,2,43.2,0,21,2019
2019-21,Santo Domingo,53,67.5,0,21,2019
2019-21,Sánchez Ramírez,2,39.1,0,21,2019
2019-21,Valverde,4,93.1,0,21,2019
2019-22,Azua,4,113,0,22,2019
2019-22,Baoruco,3,157.3,0,22,2019
2019-22,Barahona,14,332.4,0,22,2019
2019-22,Dajabón,0,28.5,0,22,2019
2019-22,Distrito Nacional,17,65.4,0,22,2019
2019-22,Duarte,6,26.2,0,22,2019
2019-22,El Seibo,0,12.7,0,22,2019
2019-22,Elías Piña,1,48.4,0,22,2019
2019-22,Espaillat,0,26.7,0,22,2019
2019-22,Extranjera,0,0,0,22,2019
2019-22,Hato Mayor,0,2.8,0,22,2019
2019-22,Hermanas Mirabal,0,15.4,0,22,2019
2019-22,Independencia,3,314.4,0,22,2019
2019-22,La Altagracia,0,15,0,22,2019
2019-22,La Romana,2,35.9,0,22,2019
2019-22,La Vega,0,13.8,0,22,2019
2019-22,María Trinidad Sánchez,0,26.8,0,22,2019
2019-22,Monseñor Nouel,1,32.7,0,22,2019
2019-22,Monte Cristi,5,202.7,0,22,2019
2019-22,Monte Plata,1,31,0,22,2019
2019-22,Pedernales,0,81.8,0,22,2019
2019-22,Peravia,9,173.4,0,22,2019
2019-22,Puerto Plata,1,19.2,0,22,2019
2019-22,Samaná,1,29.8,0,22,2019
2019-22,San Cristóbal,14,39.3,0,22,2019
2019-22,San José de Ocoa,5,167.7,0,22,2019
2019-22,San Juan,2,53,0,22,2019
2019-22,San Pedro de Macorís,1,35,0,22,2019
2019-22,Santiago,9,26.9,0,22,2019
2019-22,Santiago Rodríguez,0,41.2,0,22,2019
2019-22,Santo Domingo,89,72.4,0,22,2019
2019-22,Sánchez Ramírez,5,45.1,0,22,2019
2019-22,Valverde,5,97,0,22,2019
2019-23,Azua,6,114.2,0,23,2019
2019-23,Baoruco,2,154.9,0,23,2019
2019-23,Barahona,13,337.1,0,23,2019
2019-23,Dajabón,0,27.3,0,23,2019
2019-23,Distrito Nacional,22,67.4,0,23,2019
2019-23,Duarte,2,27.3,0,23,2019
2019-23,El Seibo,0,12.2,0,23,2019
2019-23,Elías Piña,1,49.9,0,23,2019
2019-23,Espaillat,0,25.5,0,23,2019
2019-23,Extranjera,0,0,0,23,2019
2019-23,Hato Mayor,1,5.3,0,23,2019
2019-23,Hermanas Mirabal,0,14.7,0,23,2019
2019-23,Independencia,5,335.9,0,23,2019
2019-23,La Altagracia,3,16.3,0,23,2019
2019-23,La Romana,2,38.5,0,23,2019
2019-23,La Vega,2,14.3,0,23,2019
2019-23,María Trinidad Sánchez,2,28.8,0,23,2019
2019-23,Monseñor Nouel,0,31.3,0,23,2019
2019-23,Monte Cristi,10,215.2,0,23,2019
2019-23,Monte Plata,2,33.2,0,23,2019
2019-23,Pedernales,2,91.2,0,23,2019
2019-23,Peravia,2,177.4,0,23,2019
2019-23,Puerto Plata,1,20.4,0,23,2019
2019-23,Samaná,1,30.5,0,23,2019
2019-23,San Cristóbal,11,41.6,0,23,2019
2019-23,San José de Ocoa,0,164.5,0,23,2019
2019-23,San Juan,3,53.7,0,23,2019
2019-23,San Pedro de Macorís,0,33.5,0,23,2019
2019-23,Santiago,7,27.4,0,23,2019
2019-23,Santiago Rodríguez,0,39.4,0,23,2019
2019-23,Santo Domingo,86,76.5,0,23,2019
2019-23,Sánchez Ramírez,8,58,0,23,2019
2019-23,Valverde,4,100.5,0,23,2019
2019-24,Azua,9,119.2,0,24,2019
2019-24,Baoruco,4,157.1,0,24,2019
2019-24,Barahona,8,332.2,0,24,2019
2019-24,Dajabón,0,26.2,0,24,2019
2019-24,Distrito Nacional,19,68.6,0,24,2019
2019-24,Duarte,2,26.9,0,24,2019
2019-24,El Seibo,0,11.7,0,24,2019
2019-24,Elías Piña,0,47.8,0,24,2019
2019-24,Espaillat,0,25.4,0,24,2019
2019-24,Extranjera,0,0,0,24,2019
2019-24,Hato Mayor,6,25.3,0,24,2019
2019-24,Hermanas Mirabal,0,14.1,0,24,2019
2019-24,Independencia,6,344.4,0,24,2019
2019-24,La Altagracia,0,15.7,0,24,2019
2019-24,La Romana,1,37.7,0,24,2019
2019-24,La Vega,2,14.8,0,24,2019
2019-24,María Trinidad Sánchez,0,27.6,0,24,2019
2019-24,Monseñor Nouel,2,32.5,0,24,2019
2019-24,Monte Cristi,2,217.4,0,24,2019
2019-24,Monte Plata,2,34.1,0,24,2019
2019-24,Pedernales,3,106.2,0,24,2019
2019-24,Peravia,9,208.6,0,24,2019
2019-24,Puerto Plata,1,20.2,0,24,2019
2019-24,Samaná,2,33.1,0,24,2019
2019-24,San Cristóbal,19,47,0,24,2019
2019-24,San José de Ocoa,6,181.3,0,24,2019
2019-24,San Juan,7,58.3,0,24,2019
2019-24,San Pedro de Macorís,1,33.5,0,24,2019
2019-24,Santiago,14,29.6,0,24,2019
2019-24,Santiago Rodríguez,1,41.6,0,24,2019
2019-24,Santo Domingo,80,79.7,0,24,2019
2019-24,Sánchez Ramírez,4,62.7,0,24,2019
2019-24,Valverde,4,101.2,0,24,2019
2019-25,Azua,11,124.8,0,25,2019
2019-25,Baoruco,4,159.1,0,25,2019
2019-25,Barahona,13,333.2,0,25,2019
2019-25,Dajabón,0,25.1,0,25,2019
2019-25,Distrito Nacional,27,72,0,25,2019
2019-25,Duarte,2,27.9,0,25,2019
2019-25,El Seibo,0,11.2,0,25,2019
2019-25,Elías Piña,0,45.9,0,25,2019
2019-25,Espaillat,1,25.2,0,25,2019
2019-25,Extranjera,0,0,0,25,2019
2019-25,Hato Mayor,2,29.1,0,25,2019
2019-25,Hermanas Mirabal,1,15.8,0,25,2019
2019-25,Independencia,5,348.6,0,25,2019
2019-25,La Altagracia,2,16.2,0,25,2019
2019-25,La Romana,3,39.3,0,25,2019
2019-25,La Vega,2,15.2,0,25,2019
2019-25,María Trinidad Sánchez,1,28,0,25,2019
2019-25,Monseñor Nouel,5,37.2,0,25,2019
2019-25,Monte Cristi,8,224.8,0,25,2019
2019-25,Monte Plata,5,38.2,0,25,2019
2019-25,Pedernales,0,101.9,0,25,2019
2019-25,Peravia,7,221.5,0,25,2019
2019-25,Puerto Plata,1,20,0,25,2019
2019-25,Samaná,1,31.8,0,25,2019
2019-25,San Cristóbal,20,51.7,0,25,2019
2019-25,San José de Ocoa,12,219.5,0,25,2019
2019-25,San Juan,6,61.6,0,25,2019
2019-25,San Pedro de Macorís,0,32.2,0,25,2019
2019-25,Santiago,9,31.1,0,25,2019
2019-25,Santiago Rodríguez,0,43.5,0,25,2019
2019-25,Santo Domingo,68,81.6,0,25,2019
2019-25,Sánchez Ramírez,4,64.3,0,25,2019
2019-25,Valverde,8,107.8,0,25,2019
2019-26,Azua,9,128.1,0,26,2019
2019-26,Baoruco,7,166.9,0,26,2019
2019-26,Barahona,28,350,0,26,2019
2019-26,Dajabón,1,27.2,0,26,2019
2019-26,Distrito Nacional,32,76.8,0,26,2019
2019-26,Duarte,4,31.5,0,26,2019
2019-26,El Seibo,1,12.9,0,26,2019
2019-26,Elías Piña,3,53.6,0,26,2019
2019-26,Espaillat,1,26.8,0,26,2019
2019-26,Extranjera,0,0,0,26,2019
2019-26,Hato Mayor,0,32.7,0,26,2019
2019-26,Hermanas Mirabal,4,26,0,26,2019
2019-26,Independencia,18,397.4,0,26,2019
2019-26,La Altagracia,0,16.8,0,26,2019
2019-26,La Romana,1,38.5,0,26,2019
2019-26,La Vega,6,17.6,0,26,2019
2019-26,María Trinidad Sánchez,1,28.3,0,26,2019
2019-26,Monseñor Nouel,3,40.3,0,26,2019
2019-26,Monte Cristi,9,233.3,0,26,2019
2019-26,Monte Plata,1,37.8,0,26,2019
2019-26,Pedernales,0,98,0,26,2019
2019-26,Peravia,9,241.5,0,26,2019
2019-26,Puerto Plata,0,20.5,0,26,2019
2019-26,Samaná,0,32.4,0,26,2019
2019-26,San Cristóbal,20,56.4,0,26,2019
2019-26,San José de Ocoa,3,225.6,0,26,2019
2019-26,San Juan,6,63.7,0,26,2019
2019-26,San Pedro de Macorís,1,31.6,0,26,2019
2019-26,Santiago,18,33.5,0,26,2019
2019-26,Santiago Rodríguez,1,45.4,0,26,2019
2019-26,Santo Domingo,100,86.4,0,26,2019
2019-26,Sánchez Ramírez,3,69.7,0,26,2019
2019-26,Valverde,9,113.9,0,26,2019
2019-27,Azua,20,140.7,0,27,2019
2019-27,Baoruco,8,176,0,27,2019
2019-27,Barahona,49,385.9,0,27,2019
2019-27,Dajabón,5,40.7,0,27,2019
2019-27,Distrito Nacional,38,82.5,0,27,2019
2019-27,Duarte,7,37.5,0,27,2019
2019-27,El Seibo,2,16.6,0,27,2019
2019-27,Elías Piña,7,72.9,0,27,2019
2019-27,Espaillat,2,28.2,0,27,2019
2019-27,Extranjera,0,0,0,27,2019
2019-27,Hato Mayor,0,31.4,0,27,2019
2019-27,Hermanas Mirabal,3,31.3,0,27,2019
2019-27,Independencia,11,419.2,0,27,2019
2019-27,La Altagracia,2,17.8,0,27,2019
2019-27,La Romana,7,42.8,0,27,2019
2019-27,La Vega,3,18.3,0,27,2019
2019-27,María Trinidad Sánchez,3,31.4,0,27,2019
2019-27,Monseñor Nouel,3,42.2,0,27,2019
2019-27,Monte Cristi,4,241.1,0,27,2019
2019-27,Monte Plata,12,49.5,0,27,2019
2019-27,Pedernales,0,99.9,0,27,2019
2019-27,Peravia,12,262.9,0,27,2019
2019-27,Puerto Plata,4,24.3,0,27,2019
2019-27,Samaná,0,31.2,0,27,2019
2019-27,San Cristóbal,32,64.1,0,27,2019
2019-27,San José de Ocoa,5,238.3,0,27,2019
2019-27,San Juan,4,66.5,0,27,2019
2019-27,San Pedro de Macorís,2,32.3,0,27,2019
2019-27,Santiago,43,40.1,0,27,2019
2019-27,Santiago Rodríguez,5,67.2,0,27,2019
2019-27,Santo Domingo,132,92.9,0,27,2019
2019-27,Sánchez Ramírez,5,73.5,0,27,2019
2019-27,Valverde,12,125.1,0,27,2019
2019-28,Azua,35,165,0,28,2019
2019-28,Baoruco,4,177.1,0,28,2019
2019-28,Barahona,45,415.3,0,28,2019
2019-28,Dajabón,4,50.5,0,28,2019
2019-28,Distrito Nacional,50,89.1,0,28,2019
2019-28,Duarte,4,39.9,0,28,2019
2019-28,El Seibo,1,20,0,28,2019
2019-28,Elías Piña,5,82,0,28,2019
2019-28,Espaillat,12,36.5,0,28,2019
2019-28,Extranjera,0,0,0,28,2019
2019-28,Hato Mayor,2,32.5,0,28,2019
2019-28,Hermanas Mirabal,1,32.2,0,28,2019
2019-28,Independencia,8,426.7,0,28,2019
2019-28,La Altagracia,5,19.9,0,28,2019
2019-28,La Romana,2,44,0,28,2019
2019-28,La Vega,15,24.9,0,28,2019
2019-28,María Trinidad Sánchez,4,36.8,0,28,2019
2019-28,Monseñor Nouel,4,45,0,28,2019
2019-28,Monte Cristi,11,251.6,0,28,2019
2019-28,Monte Plata,8,55.5,0,28,2019
2019-28,Pedernales,1,101.7,0,28,2019
2019-28,Peravia,16,274.4,0,28,2019
2019-28,Puerto Plata,9,29.6,0,28,2019
2019-28,Samaná,1,31.7,0,28,2019
2019-28,San Cristóbal,38,73,0,28,2019
2019-28,San José de Ocoa,15,283.8,0,28,2019
2019-28,San Juan,7,71.6,0,28,2019
2019-28,San Pedro de Macorís,5,34.2,0,28,2019
2019-28,Santiago,33,45.8,0,28,2019
2019-28,Santiago Rodríguez,0,64.8,0,28,2019
2019-28,Santo Domingo,197,102.7,0,28,2019
2019-28,Sánchez Ramírez,16,94.1,0,28,2019
2019-28,Valverde,16,141.8,0,28,2019
2019-29,Azua,17,173.1,0,29,2019
2019-29,Baoruco,7,183.4,0,29,2019
2019-29,Barahona,42,440.8,0,29,2019
2019-29,Dajabón,0,48.7,0,29,2019
2019-29,Distrito Nacional,54,95.5,0,29,2019
2019-29,Duarte,3,46.3,0,29,2019
2019-29,El Seibo,0,23.1,0,29,2019
2019-29,Elías Piña,3,90.5,0,29,2019
2019-29,Espaillat,6,40.5,0,29,2019
2019-29,Extranjera,0,0,0,29,2019
2019-29,Hato Mayor,2,48.1,0,29,2019
2019-29,Hermanas Mirabal,7,48.6,0,29,2019
2019-29,Independencia,8,436.8,0,29,2019
2019-29,La Altagracia,4,21.8,0,29,2019
2019-29,La Romana,12,52.4,0,29,2019
2019-29,La Vega,5,26.2,0,29,2019
2019-29,María Trinidad Sánchez,0,36.8,0,29,2019
2019-29,Monseñor Nouel,4,48.6,0,29,2019
2019-29,Monte Cristi,7,255.3,0,29,2019
2019-29,Monte Plata,2,55.5,0,29,2019
2019-29,Pedernales,0,98.2,0,29,2019
2019-29,Peravia,23,291.4,0,29,2019
2019-29,Puerto Plata,4,30.2,0,29,2019
2019-29,Samaná,1,32.2,0,29,2019
2019-29,San Cristóbal,42,82.7,0,29,2019
2019-29,San José de Ocoa,9,303.4,0,29,2019
2019-29,San Juan,15,82.8,0,29,2019
2019-29,San Pedro de Macorís,2,34.8,0,29,2019
2019-29,Santiago,43,53.5,0,29,2019
2019-29,Santiago Rodríguez,3,75.1,0,29,2019
2019-29,Santo Domingo,213,113.5,0,29,2019
2019-29,Sánchez Ramírez,6,101.4,0,29,2019
2019-29,Valverde,21,164.5,0,29,2019
2019-30,Azua,29,190,0,30,2019
2019-30,Baoruco,7,191.1,0,30,2019
2019-30,Barahona,34,459.1,0,30,2019
2019-30,Dajabón,3,54.9,0,30,2019
2019-30,Distrito Nacional,75,106.9,0,30,2019
2019-30,Duarte,12,55.8,0,30,2019
2019-30,El Seibo,2,26.1,0,30,2019
2019-30,Elías Piña,1,95.6,0,30,2019
2019-30,Espaillat,6,44.9,0,30,2019
2019-30,Extranjera,0,0,0,30,2019
2019-30,Hato Mayor,7,68.7,0,30,2019
2019-30,Hermanas Mirabal,7,60.1,0,30,2019
2019-30,Independencia,5,458.2,0,30,2019
2019-30,La Altagracia,8,27.6,0,30,2019
2019-30,La Romana,44,79.6,0,30,2019
2019-30,La Vega,20,35.1,0,30,2019
2019-30,María Trinidad Sánchez,4,41.7,0,30,2019
2019-30,Monseñor Nouel,10,57.9,0,30,2019
2019-30,Monte Cristi,7,263.1,0,30,2019
2019-30,Monte Plata,12,64.6,0,30,2019
2019-30,Pedernales,1,99.9,0,30,2019
2019-30,Peravia,2,282.6,0,30,2019
2019-30,Puerto Plata,12,38.6,0,30,2019
2019-30,Samaná,3,37.4,0,30,2019
2019-30,San Cristóbal,47,94.2,0,30,2019
2019-30,San José de Ocoa,21,356.4,0,30,2019
2019-30,San Juan,17,101.1,0,30,2019
2019-30,San Pedro de Macorís,14,45.6,0,30,2019
2019-30,Santiago,64,63.6,0,30,2019
2019-30,Santiago Rodríguez,3,93.7,0,30,2019
2019-30,Santo Domingo,215,123.6,0,30,2019
2019-30,Sánchez Ramírez,10,114,0,30,2019
2019-30,Valverde,21,184.7,0,30,2019
2019-31,Azua,20,199,0,31,2019
2019-31,Baoruco,1,186.6,0,31,2019
2019-31,Barahona,39,477.1,0,31,2019
2019-31,Dajabón,2,63.3,0,31,2019
2019-31,Distrito Nacional,61,114.1,0,31,2019
2019-31,Duarte,32,77.6,0,31,2019
2019-31,El Seibo,7,37.9,0,31,2019
2019-31,Elías Piña,3,100.5,0,31,2019
2019-31,Espaillat,10,51.2,0,31,2019
2019-31,Extranjera,0,0,0,31,2019
2019-31,Hato Mayor,6,84.1,0,31,2019
2019-31,Hermanas Mirabal,7,72.8,0,31,2019
2019-31,Independencia,12,472.4,0,31,2019
2019-31,La Altagracia,17,36.4,0,31,2019
2019-31,La Romana,23,91.9,0,31,2019
2019-31,La Vega,15,40.1,0,31,2019
2019-31,María Trinidad Sánchez,1,41.6,0,31,2019
2019-31,Monseñor Nouel,12,68.6,0,31,2019
