Provincia,Casos Probables,Incidencia Acumulada,Defunciones Nuevas,Condicion,Numero,Year
María Trinidad Sánchez,0,12.3,0,dengue,3,2019
Monseñor Nouel,2,60.2,0,dengue,3,2019
Monte Cristi,3,59.8,0,dengue,3,2019
Monte Plata,0,9.1,0,dengue,3,2019
Pedernales,1,302.4,0,dengue,3,2019
Peravia,1,26.6,0,dengue,3,2019
Puerto Plata,6,36.6,0,dengue,3,2019
Samaná,0,31.4,0,dengue,3,2019
San Cristóbal,0,2.8,0,dengue,3,2019
San José de Ocoa,0,31.2,0,dengue,3,2019
San Juan,0,7.7,0,dengue,3,2019
San Pedro de Macorís,0,17.2,0,dengue,3,2019
Santiago,3,6.7,0,dengue,3,2019
Santiago Rodríguez,0,0.0,0,dengue,3,2019
Santo Domingo,17,42.0,0,dengue,3,2019
Sánchez Ramírez,0,11.4,0,dengue,3,2019
Valverde,2,39.8,0,dengue,3,2019
Azua,2,46.9,0,dengue,4,2019
Baoruco,2,129.1,0,dengue,4,2019
Barahona,9,213.1,0,dengue,4,2019
Dajabón,0,0.0,0,dengue,4,2019
Distrito Nacional,4,23.8,0,dengue,4,2019
Duarte,0,4.4,0,dengue,4,2019
El Seibo,0,0.0,0,dengue,4,2019
Elías Piña,0,0.0,0,dengue,4,2019
Espaillat,0,10.9,0,dengue,4,2019
Extranjera,0,0.0,0,dengue,4,2019
Hato Mayor,0,0.0,0,dengue,4,2019
Hermanas Mirabal,0,0.0,0,dengue,4,2019
Independencia,2,112.3,0,dengue,4,2019
La Altagracia,0,3.8,0,dengue,4,2019
La Romana,1,9.6,0,dengue,4,2019
La Vega,0,3.2,0,dengue,4,2019
María Trinidad Sánchez,1,18.4,0,dengue,4,2019
Monseñor Nouel,0,37.5,0,dengue,4,2019
Monte Cristi,2,66.9,0,dengue,4,2019
Monte Plata,0,6.8,0,dengue,4,2019
Pedernales,1,224.8,0,dengue,4,2019
Peravia,0,26.5,0,dengue,4,2019
Puerto Plata,0,31.3,0,dengue,4,2019
Samaná,1,35.1,0,dengue,4,2019
San Cristóbal,0,2.1,0,dengue,4,2019
San José de Ocoa,2,71.0,0,dengue,4,2019
San Juan,2,17.5,0,dengue,4,2019
San Pedro de Macorís,2,12.8,0,dengue,4,2019
Santiago,2,7.5,0,dengue,4,2019
Santiago Rodríguez,0,0.0,0,dengue,4,2019
Santo Domingo,14,32.8,0,dengue,4,2019
Sánchez Ramírez,0,8.6,0,dengue,4,2019
Valverde,1,29.6,0,dengue,4,2019
Azua,5,70.4,0,dengue,5,2019
Baoruco,3,144.6,0,dengue,5,2019
Barahona,6,225.4,0,dengue,5,2019
Dajabón,0,0.0,0,dengue,5,2019
Distrito Nacional,7,33.1,0,dengue,5,2019
Duarte,0,3.5,0,dengue,5,2019
El Seibo,0,0.0,0,dengue,5,2019
Elías Piña,0,0.0,0,dengue,5,2019
Espaillat,2,17.4,0,dengue,5,2019
Extranjera,0,0.0,0,dengue,5,2019
Hato Mayor,0,0.0,0,dengue,5,2019
Hermanas Mirabal,0,0.0,0,dengue,5,2019
Independencia,0,107.8,0,dengue,5,2019
La Altagracia,1,12.0,0,dengue,5,2019
La Romana,0,7.7,0,dengue,5,2019
La Vega,2,7.6,0,dengue,5,2019
María Trinidad Sánchez,0,14.7,0,dengue,5,2019
Monseñor Nouel,0,36.0,0,dengue,5,2019
Monte Cristi,4,89.2,0,dengue,5,2019
Monte Plata,1,10.9,0,dengue,5,2019
Pedernales,1,239.8,0,dengue,5,2019
Peravia,1,26.5,0,dengue,5,2019
Puerto Plata,0,28.2,0,dengue,5,2019
Samaná,2,46.8,0,dengue,5,2019
San Cristóbal,2,4.9,0,dengue,5,2019
San José de Ocoa,0,56.8,0,dengue,5,2019
San Juan,2,23.3,0,dengue,5,2019
San Pedro de Macorís,1,17.1,0,dengue,5,2019
Santiago,6,12.0,0,dengue,5,2019
Santiago Rodríguez,2,36.3,0,dengue,5,2019
Santo Domingo,23,40.8,0,dengue,5,2019
Sánchez Ramírez,0,6.8,0,dengue,5,2019
Valverde,2,47.4,0,dengue,5,2019
Azua,5,80.4,0,dengue,7,2019
Baoruco,2,162.3,0,dengue,7,2019
Barahona,11,247.4,0,dengue,7,2019
Dajabón,0,0.0,0,dengue,7,2019
Distrito Nacional,10,42.3,0,dengue,7,2019
Duarte,0,2.5,0,dengue,7,2019
El Seibo,0,0.0,0,dengue,7,2019
Elías Piña,1,46.8,0,dengue,7,2019
Espaillat,0,24.8,0,dengue,7,2019
Extranjera,0,0.0,0,dengue,7,2019
Hato Mayor,0,0.0,0,dengue,7,2019
Hermanas Mirabal,0,0.0,0,dengue,7,2019
Independencia,0,218.2,0,dengue,7,2019
La Altagracia,0,10.7,0,dengue,7,2019
La Romana,0,5.5,0,dengue,7,2019
La Vega,3,14.5,0,dengue,7,2019
María Trinidad Sánchez,0,10.5,0,dengue,7,2019
Monseñor Nouel,1,30.0,0,dengue,7,2019
Monte Cristi,2,114.7,0,dengue,7,2019
Monte Plata,0,7.8,0,dengue,7,2019
Pedernales,0,192.7,0,dengue,7,2019
Peravia,4,37.8,0,dengue,7,2019
Puerto Plata,1,26.8,0,dengue,7,2019
Samaná,0,33.4,0,dengue,7,2019
San Cristóbal,0,5.9,0,dengue,7,2019
San José de Ocoa,3,81.1,0,dengue,7,2019
San Juan,0,23.3,0,dengue,7,2019
San Pedro de Macorís,0,17.1,0,dengue,7,2019
Santiago,2,17.2,0,dengue,7,2019
Santiago Rodríguez,0,38.9,0,dengue,7,2019
Santo Domingo,22,44.7,0,dengue,7,2019
Sánchez Ramírez,0,14.7,0,dengue,7,2019
Valverde,3,63.5,0,dengue,7,2019
Azua,1,79.2,0,dengue,8,2019
Baoruco,0,142.0,0,dengue,8,2019
Barahona,5,244.0,0,dengue,8,2019
Dajabón,1,9.8,0,dengue,8,2019
Distrito Nacional,5,45.2,0,dengue,8,2019
Duarte,1,4.4,0,dengue,8,2019
El Seibo,0,0.0,0,dengue,8,2019
Elías Piña,1,51.2,0,dengue,8,2019
Espaillat,0,27.2,0,dengue,8,2019
Extranjera,0,0.0,0,dengue,8,2019
Hato Mayor,0,0.0,0,dengue,8,2019
Hermanas Mirabal,0,0.0,0,dengue,8,2019
Independencia,7,269.5,0,dengue,8,2019
La Altagracia,0,11.3,0,dengue,8,2019
La Romana,2,9.6,0,dengue,8,2019
La Vega,0,14.3,0,dengue,8,2019
María Trinidad Sánchez,0,13.8,0,dengue,8,2019
Monseñor Nouel,2,37.5,0,dengue,8,2019
Monte Cristi,2,111.5,0,dengue,8,2019
Monte Plata,0,6.8,0,dengue,8,2019
Pedernales,0,168.6,0,dengue,8,2019
Peravia,3,43.0,0,dengue,8,2019
Puerto Plata,0,23.5,0,dengue,8,2019
Samaná,0,29.2,0,dengue,8,2019
San Cristóbal,5,11.3,0,dengue,8,2019
San José de Ocoa,2,82.8,0,dengue,8,2019
San Juan,5,35.0,0,dengue,8,2019
San Pedro de Macorís,2,23.5,0,dengue,8,2019
Santiago,4,20.7,0,dengue,8,2019
Santiago Rodríguez,1,45.4,0,dengue,8,2019
Santo Domingo,13,45.3,0,dengue,8,2019
Sánchez Ramírez,0,21.4,0,dengue,8,2019
Valverde,0,55.5,0,dengue,8,2019
Azua,6,86.0,0,dengue,9,2019
Baoruco,5,149.2,0,dengue,9,2019
Barahona,10,241.3,0,dengue,9,2019
Dajabón,0,8.7,0,dengue,9,2019
Distrito Nacional,8,43.5,0,dengue,9,2019
Duarte,1,5.8,0,dengue,9,2019
El Seibo,0,0.0,0,dengue,9,2019
Elías Piña,0,45.5,0,dengue,9,2019
Espaillat,0,24.1,0,dengue,9,2019
Extranjera,0,0.0,0,dengue,9,2019
Hato Mayor,0,0.0,0,dengue,9,2019
Hermanas Mirabal,0,0.0,0,dengue,9,2019
Independencia,3,269.5,0,dengue,9,2019
La Altagracia,1,11.7,0,dengue,9,2019
La Romana,0,8.6,0,dengue,9,2019
La Vega,0,12.7,0,dengue,9,2019
María Trinidad Sánchez,0,12.3,0,dengue,9,2019
Monseñor Nouel,1,36.6,0,dengue,9,2019
Monte Cristi,5,123.9,0,dengue,9,2019
Monte Plata,0,6.1,0,dengue,9,2019
Pedernales,0,149.9,0,dengue,9,2019
Peravia,3,47.1,0,dengue,9,2019
Puerto Plata,0,20.9,0,dengue,9,2019
Samaná,0,26.0,0,dengue,9,2019
San Cristóbal,4,14.6,0,dengue,9,2019
San José de Ocoa,1,84.1,0,dengue,9,2019
San Juan,2,36.3,0,dengue,9,2019
San Pedro de Macorís,1,22.8,0,dengue,9,2019
Santiago,6,22.3,0,dengue,9,2019
Santiago Rodríguez,0,40.3,0,dengue,9,2019
Santo Domingo,26,45.7,0,dengue,9,2019
Sánchez Ramírez,0,19.0,0,dengue,9,2019
Valverde,2,59.2,0,dengue,9,2019
Azua,3,89.1,0,dengue,10,2019
Baoruco,4,160.1,0,dengue,10,2019
Barahona,15,261.2,0,dengue,10,2019
Dajabón,0,7.8,0,dengue,10,2019
Distrito Nacional,14,49.7,0,dengue,10,2019
Duarte,0,8.7,0,dengue,10,2019
El Seibo,0,0.0,0,dengue,10,2019
Elías Piña,0,41.0,0,dengue,10,2019
Espaillat,0,21.7,0,dengue,10,2019
Extranjera,0,0.0,0,dengue,10,2019
Hato Mayor,0,0.0,0,dengue,10,2019
Hermanas Mirabal,1,11.3,0,dengue,10,2019
Independencia,4,341.4,0,dengue,10,2019
La Altagracia,0,10.5,0,dengue,10,2019
La Romana,2,13.5,0,dengue,10,2019
La Vega,0,12.7,0,dengue,10,2019
María Trinidad Sánchez,1,18.4,0,dengue,10,2019
Monseñor Nouel,2,42.0,0,dengue,10,2019
Monte Cristi,1,115.9,0,dengue,10,2019
Monte Plata,1,8.2,0,dengue,10,2019
Pedernales,0,134.9,0,dengue,10,2019
Peravia,5,63.6,0,dengue,10,2019
Puerto Plata,0,20.3,0,dengue,10,2019
Samaná,0,23.4,0,dengue,10,2019
San Cristóbal,4,17.3,0,dengue,10,2019
San José de Ocoa,0,75.7,0,dengue,10,2019
San Juan,0,35.0,0,dengue,10,2019
San Pedro de Macorís,2,24.0,0,dengue,10,2019
Santiago,8,25.5,0,dengue,10,2019
Santiago Rodríguez,1,45.4,0,dengue,10,2019
Santo Domingo,37,51.0,0,dengue,10,2019
Sánchez Ramírez,0,17.1,0,dengue,10,2019
Valverde,1,59.2,0,dengue,10,2019
Azua,7,95.9,0,dengue,11,2019
Baoruco,1,150.2,0,dengue,11,2019
Barahona,15,277.4,0,dengue,11,2019
Dajabón,0,7.1,0,dengue,11,2019
Distrito Nacional,11,48.8,0,dengue,11,2019
Duarte,0,7.9,0,dengue,11,2019
El Seibo,0,0.0,0,dengue,11,2019
Elías Piña,0,37.3,0,dengue,11,2019
Espaillat,1,21.7,0,dengue,11,2019
Extranjera,1,0.0,0,dengue,11,2019
Hato Mayor,0,0.0,0,dengue,11,2019
Hermanas Mirabal,0,10.3,0,dengue,11,2019
Independencia,3,326.7,0,dengue,11,2019
La Altagracia,0,9.6,0,dengue,11,2019
La Romana,2,19.2,0,dengue,11,2019
La Vega,1,12.7,0,dengue,11,2019
María Trinidad Sánchez,0,20.1,0,dengue,11,2019
Monseñor Nouel,0,38.1,0,dengue,11,2019
Monte Cristi,8,137.8,0,dengue,11,2019
Monte Plata,0,7.4,0,dengue,11,2019
Pedernales,0,122.6,0,dengue,11,2019
Peravia,10,84.3,0,dengue,11,2019
Puerto Plata,0,18.5,0,dengue,11,2019
Samaná,0,21.3,0,dengue,11,2019
San Cristóbal,9,23.2,0,dengue,11,2019
San José de Ocoa,0,68.8,0,dengue,11,2019
San Juan,2,31.8,0,dengue,11,2019
San Pedro de Macorís,4,28.0,0,dengue,11,2019
Santiago,6,26.4,0,dengue,11,2019
Santiago Rodríguez,0,41.2,0,dengue,11,2019
Santo Domingo,34,53.0,0,dengue,11,2019
Sánchez Ramírez,0,15.5,0,dengue,11,2019
Valverde,3,61.9,0,dengue,11,2019
Azua,7,103.6,0,dengue,12,2019
Baoruco,0,137.7,0,dengue,12,2019
Barahona,18,284.1,0,dengue,12,2019
Dajabón,3,26.2,0,dengue,12,2019
Distrito Nacional,15,50.6,0,dengue,12,2019
Duarte,1,8.7,0,dengue,12,2019
El Seibo,0,0.0,0,dengue,12,2019
Elías Piña,0,34.2,0,dengue,12,2019
Espaillat,2,23.5,0,dengue,12,2019
Extranjera,0,0.0,0,dengue,12,2019
Hato Mayor,0,0.0,0,dengue,12,2019
Hermanas Mirabal,0,9.4,0,dengue,12,2019
Independencia,2,314.4,0,dengue,12,2019
La Altagracia,0,10.0,0,dengue,12,2019
La Romana,4,24.1,0,dengue,12,2019
La Vega,0,11.6,0,dengue,12,2019
María Trinidad Sánchez,0,21.5,0,dengue,12,2019
Monseñor Nouel,0,30.0,0,dengue,12,2019
Monte Cristi,12,170.9,0,dengue,12,2019
Monte Plata,1,9.1,0,dengue,12,2019
Pedernales,0,112.4,0,dengue,12,2019
Peravia,9,94.9,0,dengue,12,2019
Puerto Plata,0,16.9,0,dengue,12,2019
Samaná,1,23.4,0,dengue,12,2019
San Cristóbal,4,23.3,0,dengue,12,2019
San José de Ocoa,3,78.8,0,dengue,12,2019
San Juan,6,40.8,0,dengue,12,2019
San Pedro de Macorís,1,27.1,0,dengue,12,2019
Santiago,4,24.6,0,dengue,12,2019
Santiago Rodríguez,0,37.8,0,dengue,12,2019
Santo Domingo,39,54.9,0,dengue,12,2019
Sánchez Ramírez,2,20.0,0,dengue,12,2019
Valverde,1,56.8,0,dengue,12,2019
Azua,1,99.2,0,dengue,13,2019
Baoruco,2,135.1,0,dengue,13,2019
Barahona,26,315.1,0,dengue,13,2019
Dajabón,0,24.2,0,dengue,13,2019
Distrito Nacional,13,51.7,0,dengue,13,2019
Duarte,0,8.0,0,dengue,13,2019
El Seibo,1,4.3,0,dengue,13,2019
Elías Piña,0,31.5,0,dengue,13,2019
Espaillat,0,21.7,0,dengue,13,2019
Extranjera,0,0.0,0,dengue,13,2019
Hato Mayor,0,4.7,0,dengue,13,2019
Hermanas Mirabal,0,8.7,0,dengue,13,2019
Independencia,3,311.0,0,dengue,13,2019
La Altagracia,1,10.4,0,dengue,13,2019
La Romana,2,25.2,0,dengue,13,2019
La Vega,2,12.7,0,dengue,13,2019
María Trinidad Sánchez,2,22.7,0,dengue,13,2019
Monseñor Nouel,5,39.2,0,dengue,13,2019
Monte Cristi,9,188.7,0,dengue,13,2019
Monte Plata,4,16.8,0,dengue,13,2019
Pedernales,0,103.8,0,dengue,13,2019
Peravia,5,95.8,0,dengue,13,2019
Puerto Plata,1,19.3,0,dengue,13,2019
Samaná,0,21.6,0,dengue,13,2019
San Cristóbal,9,27.9,0,dengue,13,2019
San José de Ocoa,4,101.9,0,dengue,13,2019
San Juan,0,37.7,0,dengue,13,2019
San Pedro de Macorís,2,27.6,0,dengue,13,2019
Santiago,5,24.7,0,dengue,13,2019
Santiago Rodríguez,0,41.9,0,dengue,13,2019
Santo Domingo,29,55.5,0,dengue,13,2019
Sánchez Ramírez,1,21.0,0,dengue,13,2019
Valverde,3,63.8,0,dengue,13,2019
Azua,3,97.2,0,dengue,14,2019
Baoruco,2,132.8,0,dengue,14,2019
Barahona,17,326.0,0,dengue,14,2019
Dajabón,0,22.4,0,dengue,14,2019
Distrito Nacional,13,54.1,0,dengue,14,2019
Duarte,2,10.0,0,dengue,14,2019
El Seibo,2,12.0,0,dengue,14,2019
Elías Piña,0,29.3,0,dengue,14,2019
Espaillat,3,26.4,0,dengue,14,2019
Extranjera,0,0.0,0,dengue,14,2019
Hato Mayor,0,4.3,0,dengue,14,2019
Hermanas Mirabal,1,12.1,0,dengue,14,2019
Independencia,1,295.2,0,dengue,14,2019
La Altagracia,5,15.0,0,dengue,14,2019
La Romana,3,27.5,0,dengue,14,2019
La Vega,3,14.5,0,dengue,14,2019
María Trinidad Sánchez,1,23.7,0,dengue,14,2019
Monseñor Nouel,2,40.7,0,dengue,14,2019
Monte Cristi,9,203.9,0,dengue,14,2019
Monte Plata,0,13.6,0,dengue,14,2019
Pedernales,1,107.1,0,dengue,14,2019
Peravia,8,107.9,0,dengue,14,2019
Puerto Plata,1,19.0,0,dengue,14,2019
Samaná,1,23.4,0,dengue,14,2019
San Cristóbal,3,27.7,0,dengue,14,2019
San José de Ocoa,0,94.6,0,dengue,14,2019
San Juan,4,41.6,0,dengue,14,2019
San Pedro de Macorís,3,29.3,0,dengue,14,2019
Santiago,5,24.7,0,dengue,14,2019
Santiago Rodríguez,0,38.9,0,dengue,14,2019
Santo Domingo,27,55.4,0,dengue,14,2019
Sánchez Ramírez,1,22.0,0,dengue,14,2019
Valverde,3,67.7,0,dengue,14,2019
Azua,8,103.2,0,dengue,15,2019
Baoruco,6,144.6,0,dengue,15,2019
Barahona,16,337.2,0,dengue,15,2019
Dajabón,0,20.9,0,dengue,15,2019
Distrito Nacional,19,58.2,0,dengue,15,2019
Duarte,2,12.8,0,dengue,15,2019
El Seibo,0,11.2,0,dengue,15,2019
Elías Piña,0,27.3,0,dengue,15,2019
Espaillat,2,27.5,0,dengue,15,2019
Extranjera,0,0.0,0,dengue,15,2019
Hato Mayor,0,4.0,0,dengue,15,2019
Hermanas Mirabal,0,15.0,0,dengue,15,2019
Independencia,4,299.5,0,dengue,15,2019
La Altagracia,0,15.0,0,dengue,15,2019
La Romana,2,28.2,0,dengue,15,2019
La Vega,2,15.2,0,dengue,15,2019
María Trinidad Sánchez,0,24.6,0,dengue,15,2019
Monseñor Nouel,1,42.0,0,dengue,15,2019
Monte Cristi,14,228.9,0,dengue,15,2019
Monte Plata,1,14.5,0,dengue,15,2019
Pedernales,0,109.9,0,dengue,15,2019
Peravia,10,118.3,0,dengue,15,2019
Puerto Plata,1,18.8,0,dengue,15,2019
Samaná,0,21.8,0,dengue,15,2019
San Cristóbal,10,31.3,0,dengue,15,2019
San José de Ocoa,3,107.2,0,dengue,15,2019
San Juan,3,43.5,0,dengue,15,2019
San Pedro de Macorís,1,29.7,0,dengue,15,2019
Santiago,11,26.7,0,dengue,15,2019
Santiago Rodríguez,2,48.4,0,dengue,15,2019
Santo Domingo,40,56.6,0,dengue,15,2019
Sánchez Ramírez,2,25.1,0,dengue,15,2019
Valverde,4,73.1,0,dengue,15,2019
Azua,3,96.6,0,dengue,17,2019
Baoruco,1,145.8,0,dengue,17,2019
Barahona,17,331.5,0,dengue,17,2019
Dajabón,0,23.1,0,dengue,17,2019
Distrito Nacional,14,59.3,0,dengue,17,2019
Duarte,0,16.4,0,dengue,17,2019
El Seibo,0,9.9,0,dengue,17,2019
Elías Piña,0,38.6,0,dengue,17,2019
Espaillat,0,28.1,0,dengue,17,2019
Extranjera,0,0.0,0,dengue,17,2019
Hato Mayor,0,3.6,0,dengue,17,2019
Hermanas Mirabal,0,13.3,0,dengue,17,2019
Independencia,2,311.8,0,dengue,17,2019
La Altagracia,0,16.8,0,dengue,17,2019
La Romana,0,26.0,0,dengue,17,2019
La Vega,0,14.2,0,dengue,17,2019
María Trinidad Sánchez,0,21.7,0,dengue,17,2019
Monseñor Nouel,0,37.0,0,dengue,17,2019
Monte Cristi,2,212.5,0,dengue,17,2019
Monte Plata,0,16.0,0,dengue,17,2019
Pedernales,0,97.0,0,dengue,17,2019
Peravia,10,135.6,0,dengue,17,2019
Puerto Plata,1,20.2,0,dengue,17,2019
Samaná,0,22.0,0,dengue,17,2019
San Cristóbal,3,31.0,0,dengue,17,2019
San José de Ocoa,4,128.0,0,dengue,17,2019
San Juan,8,54.9,0,dengue,17,2019
San Pedro de Macorís,4,31.2,0,dengue,17,2019
Santiago,6,26.2,0,dengue,17,2019
Santiago Rodríguez,0,42.7,0,dengue,17,2019
Santo Domingo,22,58.1,0,dengue,17,2019
Sánchez Ramírez,1,26.2,0,dengue,17,2019
Valverde,5,74.9,0,dengue,17,2019
Azua,7,101.6,0,dengue,18,2019
Baoruco,4,149.2,0,dengue,18,2019
Barahona,8,326.8,0,dengue,18,2019
Dajabón,1,26.2,0,dengue,18,2019
Distrito Nacional,14,60.5,0,dengue,18,2019
Duarte,0,15.5,0,dengue,18,2019
El Seibo,0,9.3,0,dengue,18,2019
Elías Piña,1,45.5,0,dengue,18,2019
Espaillat,1,27.8,0,dengue,18,2019
Extranjera,0,0.0,0,dengue,18,2019
Hato Mayor,0,3.4,0,dengue,18,2019
Hermanas Mirabal,0,12.5,0,dengue,18,2019
Independencia,4,319.4,0,dengue,18,2019
La Altagracia,1,16.7,0,dengue,18,2019
La Romana,5,29.9,0,dengue,18,2019
La Vega,1,14.8,0,dengue,18,2019
María Trinidad Sánchez,0,20.5,0,dengue,18,2019
Monseñor Nouel,0,35.0,0,dengue,18,2019
Monte Cristi,1,203.2,0,dengue,18,2019
Monte Plata,3,19.7,0,dengue,18,2019
Pedernales,0,91.6,0,dengue,18,2019
Peravia,4,133.9,0,dengue,18,2019
Puerto Plata,0,20.0,0,dengue,18,2019
Samaná,0,20.8,0,dengue,18,2019
San Cristóbal,5,31.6,0,dengue,18,2019
San José de Ocoa,1,126.2,0,dengue,18,2019
San Juan,3,54.4,0,dengue,18,2019
San Pedro de Macorís,2,31.4,0,dengue,18,2019
Santiago,3,25.3,0,dengue,18,2019
Santiago Rodríguez,0,40.3,0,dengue,18,2019
Santo Domingo,48,59.9,0,dengue,18,2019
Sánchez Ramírez,4,32.3,0,dengue,18,2019
Valverde,0,72.4,0,dengue,18,2019
Azua,9,109.9,0,dengue,19,2019
Baoruco,4,152.2,0,dengue,19,2019
Barahona,12,328.5,0,dengue,19,2019
Dajabón,1,28.9,0,dengue,19,2019
Distrito Nacional,13,61.3,0,dengue,19,2019
Duarte,3,18.4,0,dengue,19,2019
El Seibo,1,11.8,0,dengue,19,2019
Elías Piña,0,43.1,0,dengue,19,2019
Espaillat,0,26.3,0,dengue,19,2019
Extranjera,0,0.0,0,dengue,19,2019
Hato Mayor,0,3.2,0,dengue,19,2019
Hermanas Mirabal,0,11.9,0,dengue,19,2019
Independencia,4,326.2,0,dengue,19,2019
La Altagracia,0,15.8,0,dengue,19,2019
La Romana,2,32.4,0,dengue,19,2019
La Vega,0,14.0,0,dengue,19,2019
María Trinidad Sánchez,3,25.2,0,dengue,19,2019
Monseñor Nouel,0,34.7,0,dengue,19,2019
Monte Cristi,1,194.8,0,dengue,19,2019
Monte Plata,4,24.4,0,dengue,19,2019
Pedernales,1,94.7,0,dengue,19,2019
Peravia,4,135.2,0,dengue,19,2019
Puerto Plata,1,19.8,0,dengue,19,2019
Samaná,2,24.6,0,dengue,19,2019
San Cristóbal,9,33.8,0,dengue,19,2019
San José de Ocoa,5,149.4,0,dengue,19,2019
San Juan,2,55.2,0,dengue,19,2019
San Pedro de Macorís,4,33.3,0,dengue,19,2019
Santiago,3,25.0,0,dengue,19,2019
Santiago Rodríguez,0,38.2,0,dengue,19,2019
Santo Domingo,49,62.0,0,dengue,19,2019
Sánchez Ramírez,0,36.0,0,dengue,19,2019
Valverde,6,79.5,0,dengue,19,2019
Azua,2,106.7,0,dengue,20,2019
Baoruco,6,162.7,0,dengue,20,2019
Barahona,16,334.0,0,dengue,20,2019
Dajabón,1,31.4,0,dengue,20,2019
Distrito Nacional,17,63.0,0,dengue,20,2019
Duarte,0,17.4,0,dengue,20,2019
El Seibo,1,14.0,0,dengue,20,2019
Elías Piña,0,41.0,0,dengue,20,2019
Espaillat,1,28.3,0,dengue,20,2019
Extranjera,0,0.0,0,dengue,20,2019
Hato Mayor,0,3.0,0,dengue,20,2019
Hermanas Mirabal,0,11.3,0,dengue,20,2019
Independencia,2,323.4,0,dengue,20,2019
La Altagracia,2,16.5,0,dengue,20,2019
La Romana,2,33.7,0,dengue,20,2019
La Vega,2,14.6,0,dengue,20,2019
María Trinidad Sánchez,2,27.6,0,dengue,20,2019
Monseñor Nouel,0,34.5,0,dengue,20,2019
Monte Cristi,7,202.9,0,dengue,20,2019
Monte Plata,2,28.6,0,dengue,20,2019
Pedernales,0,89.9,0,dengue,20,2019
Peravia,17,152.3,0,dengue,20,2019
Puerto Plata,0,18.8,0,dengue,20,2019
Samaná,0,23.4,0,dengue,20,2019
San Cristóbal,5,34.2,0,dengue,20,2019
San José de Ocoa,4,160.8,0,dengue,20,2019
San Juan,0,52.5,0,dengue,20,2019
San Pedro de Macorís,3,34.2,0,dengue,20,2019
Santiago,5,25.0,0,dengue,20,2019
Santiago Rodríguez,0,36.3,0,dengue,20,2019
Santo Domingo,68,65.5,0,dengue,20,2019
Sánchez Ramírez,0,37.6,0,dengue,20,2019
Valverde,8,88.9,0,dengue,20,2019
Azua,10,113.9,0,dengue,21,2019
Baoruco,2,154.9,0,dengue,21,2019
Barahona,10,329.9,0,dengue,21,2019
Dajabón,0,29.9,0,dengue,21,2019
Distrito Nacional,21,63.8,0,dengue,21,2019
Duarte,3,22.4,0,dengue,21,2019
El Seibo,0,13.3,0,dengue,21,2019
Elías Piña,2,46.8,0,dengue,21,2019
Espaillat,1,26.9,0,dengue,21,2019
Extranjera,0,0.0,0,dengue,21,2019
Hato Mayor,0,2.9,0,dengue,21,2019
Hermanas Mirabal,1,13.4,0,dengue,21,2019
Independencia,3,316.6,0,dengue,21,2019
La Altagracia,0,15.8,0,dengue,21,2019
La Romana,4,35.7,0,dengue,21,2019
La Vega,1,14.5,0,dengue,21,2019
María Trinidad Sánchez,1,28.1,0,dengue,21,2019
Monseñor Nouel,0,32.8,0,dengue,21,2019
Monte Cristi,4,201.7,0,dengue,21,2019
Monte Plata,2,29.9,0,dengue,21,2019
Pedernales,0,85.6,0,dengue,21,2019
Peravia,19,167.8,0,dengue,21,2019
Puerto Plata,1,18.6,0,dengue,21,2019
Samaná,1,28.9,0,dengue,21,2019
San Cristóbal,7,35.7,0,dengue,21,2019
San José de Ocoa,0,148.7,0,dengue,21,2019
San Juan,2,52.2,0,dengue,21,2019
San Pedro de Macorís,3,35.0,0,dengue,21,2019
Santiago,7,25.8,0,dengue,21,2019
Santiago Rodríguez,2,43.2,0,dengue,21,2019
Santo Domingo,53,67.5,0,dengue,21,2019
Sánchez Ramírez,2,39.1,0,dengue,21,2019
Valverde,4,93.1,0,dengue,21,2019
Azua,4,113.0,0,dengue,22,2019
Baoruco,3,157.3,0,dengue,22,2019
Barahona,14,332.4,0,dengue,22,2019
Dajabón,0,28.5,0,dengue,22,2019
Distrito Nacional,17,65.4,0,dengue,22,2019
Duarte,6,26.2,0,dengue,22,2019
El Seibo,0,12.7,0,dengue,22,2019
Elías Piña,1,48.4,0,dengue,22,2019
Espaillat,0,26.7,0,dengue,22,2019
Extranjera,0,0.0,0,dengue,22,2019
Hato Mayor,0,2.8,0,dengue,22,2019
Hermanas Mirabal,0,15.4,0,dengue,22,2019
Independencia,3,314.4,0,dengue,22,2019
La Altagracia,0,15.0,0,dengue,22,2019
La Romana,2,35.9,0,dengue,22,2019
La Vega,0,13.8,0,dengue,22,2019
María Trinidad Sánchez,0,26.8,0,dengue,22,2019
Monseñor Nouel,1,32.7,0,dengue,22,2019
Monte Cristi,5,202.7,0,dengue,22,2019
Monte Plata,1,31.0,0,dengue,22,2019
Pedernales,0,81.8,0,dengue,22,2019
Peravia,9,173.4,0,dengue,22,2019
Puerto Plata,1,19.2,0,dengue,22,2019
Samaná,1,29.8,0,dengue,22,2019
San Cristóbal,14,39.3,0,dengue,22,2019
San José de Ocoa,5,167.7,0,dengue,22,2019
San Juan,2,53.0,0,dengue,22,2019
San Pedro de Macorís,1,35.0,0,dengue,22,2019
Santiago,9,26.9,0,dengue,22,2019
Santiago Rodríguez,0,41.2,0,dengue,22,2019
Santo Domingo,89,72.4,0,dengue,22,2019
Sánchez Ramírez,5,45.1,0,dengue,22,2019
