Provincia,Casos Probables,Incidencia Acumulada,Defunciones Nuevas,Condicion,Numero,Year
Sánchez Ramírez,4,42.99,0,dengue,51,2021
Valverde,0,9.11,0,dengue,51,2021
Azua,1,56.52,0,dengue,52,2021
Baoruco,2,36.42,0,dengue,52,2021
Barahona,2,60.31,0,dengue,52,2021
Dajabón,0,16.45,0,dengue,52,2021
Distrito Nacional,7,37.41,0,dengue,52,2021
Duarte,0,5.66,0,dengue,52,2021
El Seibo,0,8.46,0,dengue,52,2021
Elías Piña,0,69.62,0,dengue,52,2021
Espaillat,1,22.82,0,dengue,52,2021
Extranjero,0,0.0,0,dengue,52,2021
Hato Mayor,1,17.5,0,dengue,52,2021
Hermanas Mirabal,0,19.58,0,dengue,52,2021
Independencia,0,43.72,0,dengue,52,2021
La Altagracia,1,7.33,0,dengue,52,2021
La Romana,1,22.01,0,dengue,52,2021
La Vega,1,6.53,0,dengue,52,2021
María Trinidad Sánchez,0,14.91,0,dengue,52,2021
Monseñor Nouel,0,86.54,0,dengue,52,2021
Monte Cristi,2,54.97,0,dengue,52,2021
Monte Plata,0,25.54,0,dengue,52,2021
Pedernales,0,14.06,0,dengue,52,2021
Peravia,1,112.25,0,dengue,52,2021
Puerto Plata,0,29.58,0,dengue,52,2021
Samaná,0,13.17,0,dengue,52,2021
San Cristóbal,7,38.17,0,dengue,52,2021
San José de Ocoa,0,67.61,0,dengue,52,2021
San Juan,3,27.43,0,dengue,52,2021
San Pedro de Macorís,0,8.47,0,dengue,52,2021
Santiago,8,24.27,0,dengue,52,2021
Santiago Rodríguez,0,7.0,0,dengue,52,2021
Santo Domingo,11,47.36,0,dengue,52,2021
Sánchez Ramírez,2,42.82,0,dengue,52,2021
Valverde,0,8.94,0,dengue,52,2021
Azua,0,11.64,0,dengue,2,2022
Baoruco,0,25.51,0,dengue,2,2022
Barahona,0,27.52,0,dengue,2,2022
Dajabón,0,38.75,0,dengue,2,2022
Distrito Nacional,7,24.47,0,dengue,2,2022
Duarte,0,0.0,0,dengue,2,2022
El Seibo,2,54.65,0,dengue,2,2022
Elías Piña,2,82.4,0,dengue,2,2022
Espaillat,0,0.0,0,dengue,2,2022
Extranjero,0,0.0,0,dengue,2,2022
Hato Mayor,0,0.0,0,dengue,2,2022
Hermanas Mirabal,1,28.31,0,dengue,2,2022
Independencia,0,0.0,0,dengue,2,2022
La Altagracia,0,0.0,0,dengue,2,2022
La Romana,3,46.51,0,dengue,2,2022
La Vega,0,0.0,0,dengue,2,2022
María Trinidad Sánchez,0,18.48,0,dengue,2,2022
Monseñor Nouel,3,44.23,0,dengue,2,2022
Monte Cristi,3,131.34,0,dengue,2,2022
Monte Plata,1,27.04,0,dengue,2,2022
Pedernales,0,0.0,0,dengue,2,2022
Peravia,3,51.83,0,dengue,2,2022
Puerto Plata,1,7.75,0,dengue,2,2022
Samaná,0,22.65,0,dengue,2,2022
San Cristóbal,7,39.63,0,dengue,2,2022
San José de Ocoa,2,148.04,0,dengue,2,2022
San Juan,0,11.96,0,dengue,2,2022
San Pedro de Macorís,0,0.0,0,dengue,2,2022
Santiago,11,51.22,0,dengue,2,2022
Santiago Rodríguez,0,0.0,0,dengue,2,2022
Santo Domingo,32,51.92,0,dengue,2,2022
Sánchez Ramírez,0,0.0,0,dengue,2,2022
Valverde,2,28.86,0,dengue,2,2022
Azua,0,7.76,0,dengue,3,2022
Baoruco,0,17.01,0,dengue,3,2022
Barahona,1,27.52,0,dengue,3,2022
Dajabón,4,129.15,0,dengue,3,2022
Distrito Nacional,8,31.0,0,dengue,3,2022
Duarte,0,0.0,0,dengue,3,2022
El Seibo,0,36.44,0,dengue,3,2022
Elías Piña,0,82.4,0,dengue,3,2022
Espaillat,1,14.35,0,dengue,3,2022
Extranjero,0,0.0,0,dengue,3,2022
Hato Mayor,0,0.0,0,dengue,3,2022
Hermanas Mirabal,0,18.87,0,dengue,3,2022
Independencia,0,0.0,0,dengue,3,2022
La Altagracia,0,0.0,0,dengue,3,2022
La Romana,2,43.41,0,dengue,3,2022
La Vega,1,8.36,0,dengue,3,2022
María Trinidad Sánchez,2,36.96,0,dengue,3,2022
Monseñor Nouel,1,39.31,0,dengue,3,2022
Monte Cristi,1,102.15,0,dengue,3,2022
Monte Plata,1,27.04,0,dengue,3,2022
Pedernales,0,0.0,0,dengue,3,2022
Peravia,0,25.91,0,dengue,3,2022
Puerto Plata,2,20.67,0,dengue,3,2022
Samaná,0,15.1,0,dengue,3,2022
San Cristóbal,3,36.99,0,dengue,3,2022
San José de Ocoa,0,98.7,0,dengue,3,2022
San Juan,0,7.97,0,dengue,3,2022
San Pedro de Macorís,0,0.0,0,dengue,3,2022
Santiago,8,58.53,0,dengue,3,2022
Santiago Rodríguez,0,0.0,0,dengue,3,2022
Santo Domingo,26,53.34,0,dengue,3,2022
Sánchez Ramírez,1,11.42,0,dengue,3,2022
Valverde,1,28.86,0,dengue,3,2022
Azua,1,17.46,0,dengue,4,2022
Baoruco,0,12.75,0,dengue,4,2022
Barahona,1,27.52,0,dengue,4,2022
Dajabón,0,96.86,0,dengue,4,2022
Distrito Nacional,7,36.71,0,dengue,4,2022
Duarte,0,0.0,0,dengue,4,2022
El Seibo,0,27.33,0,dengue,4,2022
Elías Piña,0,61.8,0,dengue,4,2022
Espaillat,0,10.76,0,dengue,4,2022
Extranjero,0,0.0,0,dengue,4,2022
Hato Mayor,0,0.0,0,dengue,4,2022
Hermanas Mirabal,2,42.46,0,dengue,4,2022
Independencia,1,21.66,0,dengue,4,2022
La Altagracia,0,0.0,0,dengue,4,2022
La Romana,1,37.21,0,dengue,4,2022
La Vega,2,12.53,0,dengue,4,2022
María Trinidad Sánchez,1,36.96,0,dengue,4,2022
Monseñor Nouel,1,44.23,0,dengue,4,2022
Monte Cristi,1,87.56,0,dengue,4,2022
Monte Plata,2,33.8,0,dengue,4,2022
Pedernales,0,0.0,0,dengue,4,2022
Peravia,0,25.91,0,dengue,4,2022
Puerto Plata,1,23.25,0,dengue,4,2022
Samaná,0,11.32,0,dengue,4,2022
San Cristóbal,6,43.6,0,dengue,4,2022
San José de Ocoa,0,74.02,0,dengue,4,2022
San Juan,2,17.94,0,dengue,4,2022
San Pedro de Macorís,0,0.0,0,dengue,4,2022
Santiago,5,54.87,0,dengue,4,2022
Santiago Rodríguez,1,22.77,0,dengue,4,2022
Santo Domingo,33,55.33,0,dengue,4,2022
Sánchez Ramírez,3,51.41,0,dengue,4,2022
Valverde,0,21.65,0,dengue,4,2022
Azua,0,13.97,0,dengue,5,2022
Baoruco,0,10.2,0,dengue,5,2022
Barahona,1,27.52,0,dengue,5,2022
Dajabón,0,77.49,0,dengue,5,2022
Distrito Nacional,8,37.2,0,dengue,5,2022
Duarte,0,0.0,0,dengue,5,2022
El Seibo,4,65.58,0,dengue,5,2022
Elías Piña,0,49.44,0,dengue,5,2022
Espaillat,1,12.91,0,dengue,5,2022
Extranjero,0,0.0,0,dengue,5,2022
Hato Mayor,1,12.13,0,dengue,5,2022
Hermanas Mirabal,0,33.97,0,dengue,5,2022
Independencia,0,17.33,0,dengue,5,2022
La Altagracia,0,0.0,0,dengue,5,2022
La Romana,3,40.93,0,dengue,5,2022
La Vega,0,10.03,0,dengue,5,2022
María Trinidad Sánchez,1,36.96,0,dengue,5,2022
Monseñor Nouel,3,53.08,0,dengue,5,2022
Monte Cristi,2,87.56,1,dengue,5,2022
Monte Plata,2,37.86,0,dengue,5,2022
Pedernales,0,0.0,0,dengue,5,2022
Peravia,3,36.28,0,dengue,5,2022
Puerto Plata,3,27.9,0,dengue,5,2022
Samaná,0,9.06,0,dengue,5,2022
San Cristóbal,2,38.05,0,dengue,5,2022
San José de Ocoa,1,78.96,0,dengue,5,2022
San Juan,0,14.35,0,dengue,5,2022
San Pedro de Macorís,0,0.0,0,dengue,5,2022
Santiago,6,49.75,0,dengue,5,2022
Santiago Rodríguez,0,18.22,0,dengue,5,2022
Santo Domingo,23,52.09,0,dengue,5,2022
Sánchez Ramírez,1,47.98,0,dengue,5,2022
Valverde,1,23.09,0,dengue,5,2022
Azua,3,23.28,0,dengue,6,2022
Baoruco,0,8.5,0,dengue,6,2022
Barahona,0,22.93,0,dengue,6,2022
Dajabón,1,77.49,1,dengue,6,2022
Distrito Nacional,5,36.71,0,dengue,6,2022
Duarte,0,0.0,0,dengue,6,2022
El Seibo,0,45.54,0,dengue,6,2022
Elías Piña,0,41.2,0,dengue,6,2022
Espaillat,0,14.35,0,dengue,6,2022
Extranjero,0,0.0,0,dengue,6,2022
Hato Mayor,0,10.11,0,dengue,6,2022
Hermanas Mirabal,0,28.31,0,dengue,6,2022
Independencia,0,14.44,0,dengue,6,2022
La Altagracia,0,0.0,0,dengue,6,2022
La Romana,2,37.21,0,dengue,6,2022
La Vega,0,8.36,0,dengue,6,2022
María Trinidad Sánchez,2,49.28,0,dengue,6,2022
Monseñor Nouel,5,73.72,0,dengue,6,2022
Monte Cristi,3,87.56,0,dengue,6,2022
Monte Plata,6,54.08,0,dengue,6,2022
Pedernales,0,0.0,0,dengue,6,2022
Peravia,0,43.19,0,dengue,6,2022
Puerto Plata,0,28.42,0,dengue,6,2022
Samaná,1,15.1,0,dengue,6,2022
San Cristóbal,7,43.6,0,dengue,6,2022
San José de Ocoa,0,65.8,0,dengue,6,2022
San Juan,0,11.96,0,dengue,6,2022
San Pedro de Macorís,1,2.81,0,dengue,6,2022
Santiago,12,51.22,0,dengue,6,2022
Santiago Rodríguez,0,15.18,0,dengue,6,2022
Santo Domingo,23,52.49,0,dengue,6,2022
Sánchez Ramírez,1,51.41,0,dengue,6,2022
Valverde,2,28.86,0,dengue,6,2022
Azua,1,23.28,0,dengue,7,2022
Baoruco,1,14.58,0,dengue,7,2022
Barahona,0,19.66,0,dengue,7,2022
Dajabón,0,66.42,0,dengue,7,2022
Distrito Nacional,9,37.76,0,dengue,7,2022
Duarte,1,2.47,0,dengue,7,2022
El Seibo,0,39.04,0,dengue,7,2022
Elías Piña,1,47.09,0,dengue,7,2022
Espaillat,1,18.45,0,dengue,7,2022
Extranjero,0,0.0,0,dengue,7,2022
Hato Mayor,0,8.66,0,dengue,7,2022
Hermanas Mirabal,0,24.26,0,dengue,7,2022
Independencia,0,12.38,0,dengue,7,2022
La Altagracia,1,1.98,0,dengue,7,2022
La Romana,1,34.55,0,dengue,7,2022
La Vega,1,8.95,0,dengue,7,2022
María Trinidad Sánchez,0,42.24,0,dengue,7,2022
Monseñor Nouel,2,75.82,0,dengue,7,2022
Monte Cristi,3,93.82,1,dengue,7,2022
Monte Plata,2,57.95,0,dengue,7,2022
Pedernales,1,20.72,0,dengue,7,2022
Peravia,0,37.02,0,dengue,7,2022
Puerto Plata,1,26.58,0,dengue,7,2022
Samaná,0,12.94,0,dengue,7,2022
San Cristóbal,1,38.5,0,dengue,7,2022
San José de Ocoa,3,98.7,1,dengue,7,2022
San Juan,1,13.67,0,dengue,7,2022
San Pedro de Macorís,1,4.82,0,dengue,7,2022
Santiago,15,54.35,0,dengue,7,2022
Santiago Rodríguez,0,13.01,0,dengue,7,2022
Santo Domingo,16,49.37,0,dengue,7,2022
Sánchez Ramírez,3,58.75,0,dengue,7,2022
Valverde,2,32.98,0,dengue,7,2022
Azua,2,26.19,0,dengue,8,2022
Baoruco,0,12.75,0,dengue,8,2022
Barahona,3,30.96,0,dengue,8,2022
Dajabón,3,87.18,0,dengue,8,2022
Distrito Nacional,3,34.26,0,dengue,8,2022
Duarte,0,2.16,0,dengue,8,2022
El Seibo,0,34.16,0,dengue,8,2022
Elías Piña,0,41.2,0,dengue,8,2022
Espaillat,0,16.14,0,dengue,8,2022
Extranjero,0,0.0,0,dengue,8,2022
Hato Mayor,1,15.16,0,dengue,8,2022
Hermanas Mirabal,0,28.31,0,dengue,8,2022
Independencia,1,21.66,0,dengue,8,2022
La Altagracia,3,6.92,0,dengue,8,2022
La Romana,1,32.55,0,dengue,8,2022
La Vega,2,10.97,0,dengue,8,2022
María Trinidad Sánchez,0,36.96,0,dengue,8,2022
Monseñor Nouel,0,62.66,0,dengue,8,2022
Monte Cristi,2,87.56,0,dengue,8,2022
Monte Plata,1,54.08,0,dengue,8,2022
Pedernales,1,36.27,0,dengue,8,2022
Peravia,2,42.11,0,dengue,8,2022
Puerto Plata,4,29.07,0,dengue,8,2022
Samaná,2,22.65,0,dengue,8,2022
San Cristóbal,5,38.64,0,dengue,8,2022
San José de Ocoa,0,86.36,0,dengue,8,2022
San Juan,0,11.96,0,dengue,8,2022
San Pedro de Macorís,4,10.55,0,dengue,8,2022
Santiago,14,56.09,0,dengue,8,2022
Santiago Rodríguez,0,11.38,0,dengue,8,2022
Santo Domingo,15,45.97,0,dengue,8,2022
Sánchez Ramírez,0,51.41,0,dengue,8,2022
Valverde,0,28.86,0,dengue,8,2022
Azua,2,28.46,0,dengue,9,2022
Baoruco,0,11.34,0,dengue,9,2022
Barahona,0,27.52,0,dengue,9,2022
Dajabón,1,86.1,0,dengue,9,2022
Distrito Nacional,2,31.54,0,dengue,9,2022
Duarte,1,3.84,0,dengue,9,2022
El Seibo,1,36.44,0,dengue,9,2022
Elías Piña,0,36.62,0,dengue,9,2022
Espaillat,0,14.35,0,dengue,9,2022
Extranjero,0,0.0,0,dengue,9,2022
Hato Mayor,0,13.48,0,dengue,9,2022
Hermanas Mirabal,0,25.16,0,dengue,9,2022
Independencia,0,19.26,0,dengue,9,2022
La Altagracia,0,6.15,0,dengue,9,2022
La Romana,0,28.94,0,dengue,9,2022
La Vega,2,12.53,0,dengue,9,2022
María Trinidad Sánchez,1,36.96,0,dengue,9,2022
Monseñor Nouel,0,55.7,0,dengue,9,2022
Monte Cristi,1,82.7,0,dengue,9,2022
Monte Plata,1,48.07,0,dengue,9,2022
Pedernales,1,48.35,0,dengue,9,2022
Peravia,1,40.31,0,dengue,9,2022
Puerto Plata,1,27.56,0,dengue,9,2022
Samaná,1,25.16,0,dengue,9,2022
San Cristóbal,5,38.75,0,dengue,9,2022
San José de Ocoa,1,87.73,0,dengue,9,2022
San Juan,0,10.63,0,dengue,9,2022
San Pedro de Macorís,2,13.13,0,dengue,9,2022
Santiago,7,53.66,1,dengue,9,2022
Santiago Rodríguez,0,10.12,0,dengue,9,2022
Santo Domingo,21,44.83,0,dengue,9,2022
Sánchez Ramírez,3,57.12,0,dengue,9,2022
Valverde,1,28.86,0,dengue,9,2022
Azua,2,30.27,0,dengue,10,2022
Baoruco,0,10.2,0,dengue,10,2022
Barahona,2,30.27,0,dengue,10,2022
Dajabón,3,100.74,0,dengue,10,2022
Distrito Nacional,1,28.88,0,dengue,10,2022
Duarte,2,6.91,0,dengue,10,2022
El Seibo,0,32.79,0,dengue,10,2022
Elías Piña,0,32.96,0,dengue,10,2022
Espaillat,1,15.06,0,dengue,10,2022
Extranjero,0,0.0,0,dengue,10,2022
Hato Mayor,0,12.13,0,dengue,10,2022
Hermanas Mirabal,1,28.31,0,dengue,10,2022
Independencia,0,17.33,0,dengue,10,2022
La Altagracia,0,5.53,0,dengue,10,2022
La Romana,1,27.9,0,dengue,10,2022
La Vega,0,11.28,0,dengue,10,2022
María Trinidad Sánchez,0,33.27,0,dengue,10,2022
Monseñor Nouel,2,56.02,0,dengue,10,2022
Monte Cristi,1,78.81,0,dengue,10,2022
Monte Plata,0,43.27,0,dengue,10,2022
Pedernales,0,43.52,0,dengue,10,2022
Peravia,1,38.87,0,dengue,10,2022
Puerto Plata,1,26.35,0,dengue,10,2022
Samaná,0,22.65,0,dengue,10,2022
San Cristóbal,6,39.63,0,dengue,10,2022
San José de Ocoa,2,98.7,0,dengue,10,2022
San Juan,1,11.96,0,dengue,10,2022
San Pedro de Macorís,1,13.5,0,dengue,10,2022
Santiago,11,53.66,0,dengue,10,2022
Santiago Rodríguez,0,9.11,0,dengue,10,2022
Santo Domingo,16,43.07,0,dengue,10,2022
Sánchez Ramírez,0,51.41,0,dengue,10,2022
Valverde,0,25.97,0,dengue,10,2022
Azua,0,27.52,0,dengue,11,2022
Baoruco,1,13.91,0,dengue,11,2022
Barahona,3,35.02,0,dengue,11,2022
Dajabón,1,98.63,0,dengue,11,2022
Distrito Nacional,6,28.92,0,dengue,11,2022
Duarte,0,6.28,0,dengue,11,2022
El Seibo,1,34.78,0,dengue,11,2022
Elías Piña,0,29.96,0,dengue,11,2022
Espaillat,0,13.69,0,dengue,11,2022
Extranjero,0,0.0,0,dengue,11,2022
Hato Mayor,0,11.03,0,dengue,11,2022
Hermanas Mirabal,2,36.03,0,dengue,11,2022
Independencia,0,15.75,0,dengue,11,2022
La Altagracia,0,5.03,0,dengue,11,2022
La Romana,1,27.06,0,dengue,11,2022
La Vega,1,11.39,0,dengue,11,2022
María Trinidad Sánchez,2,36.96,0,dengue,11,2022
Monseñor Nouel,2,56.29,0,dengue,11,2022
Monte Cristi,4,87.56,0,dengue,11,2022
Monte Plata,3,46.71,0,dengue,11,2022
Pedernales,0,39.56,0,dengue,11,2022
Peravia,0,35.34,0,dengue,11,2022
Puerto Plata,1,25.37,0,dengue,11,2022
Samaná,6,45.29,0,dengue,11,2022
San Cristóbal,9,42.51,0,dengue,11,2022
San José de Ocoa,0,89.72,0,dengue,11,2022
San Juan,0,10.87,0,dengue,11,2022
San Pedro de Macorís,0,12.27,0,dengue,11,2022
Santiago,13,54.1,1,dengue,11,2022
Santiago Rodríguez,1,16.56,0,dengue,11,2022
Santo Domingo,17,41.79,0,dengue,11,2022
Sánchez Ramírez,3,56.08,0,dengue,11,2022
Valverde,4,34.11,0,dengue,11,2022
Azua,3,31.04,0,dengue,12,2022
Baoruco,0,12.75,0,dengue,12,2022
Barahona,3,38.98,0,dengue,12,2022
Dajabón,1,96.86,0,dengue,12,2022
Distrito Nacional,9,30.18,0,dengue,12,2022
Duarte,0,5.76,0,dengue,12,2022
El Seibo,0,31.88,0,dengue,12,2022
Elías Piña,0,27.47,0,dengue,12,2022
Espaillat,0,12.55,0,dengue,12,2022
Extranjero,0,0.0,0,dengue,12,2022
Hato Mayor,0,15.16,0,dengue,12,2022
Hermanas Mirabal,0,33.02,0,dengue,12,2022
Independencia,0,14.44,0,dengue,12,2022
La Altagracia,2,8.07,0,dengue,12,2022
La Romana,1,26.35,0,dengue,12,2022
La Vega,1,11.49,0,dengue,12,2022
María Trinidad Sánchez,2,40.04,0,dengue,12,2022
Monseñor Nouel,0,51.6,0,dengue,12,2022
Monte Cristi,2,87.56,0,dengue,12,2022
Monte Plata,4,51.83,0,dengue,12,2022
Pedernales,0,36.27,0,dengue,12,2022
Peravia,1,34.55,0,dengue,12,2022
Puerto Plata,2,27.13,0,dengue,12,2022
Samaná,0,41.52,0,dengue,12,2022
San Cristóbal,2,40.95,0,dengue,12,2022
San José de Ocoa,1,90.47,0,dengue,12,2022
San Juan,2,15.95,0,dengue,12,2022
San Pedro de Macorís,2,16.88,0,dengue,12,2022
Santiago,26,60.16,0,dengue,12,2022
Santiago Rodríguez,0,15.18,0,dengue,12,2022
Santo Domingo,23,42.42,0,dengue,12,2022
Sánchez Ramírez,1,54.26,0,dengue,12,2022
Valverde,0,31.27,0,dengue,12,2022
Azua,4,35.82,0,dengue,13,2022
Baoruco,0,15.7,0,dengue,13,2022
Barahona,2,40.22,0,dengue,13,2022
Dajabón,2,101.34,0,dengue,13,2022
Distrito Nacional,10,31.62,0,dengue,13,2022
Duarte,0,5.32,0,dengue,13,2022
El Seibo,0,29.43,0,dengue,13,2022
Elías Piña,0,25.35,0,dengue,13,2022
Espaillat,1,13.24,0,dengue,13,2022
Extranjero,0,0.0,0,dengue,13,2022
Hato Mayor,0,14.0,0,dengue,13,2022
Hermanas Mirabal,0,30.48,0,dengue,13,2022
Independencia,0,13.33,0,dengue,13,2022
La Altagracia,1,8.51,0,dengue,13,2022
La Romana,1,25.76,0,dengue,13,2022
La Vega,1,11.57,0,dengue,13,2022
María Trinidad Sánchez,2,42.65,0,dengue,13,2022
Monseñor Nouel,2,52.17,0,dengue,13,2022
Monte Cristi,6,97.66,0,dengue,13,2022
Monte Plata,1,49.92,0,dengue,13,2022
Pedernales,0,33.48,0,dengue,13,2022
Peravia,1,33.89,0,dengue,13,2022
Puerto Plata,1,26.24,0,dengue,13,2022
Samaná,1,41.81,0,dengue,13,2022
San Cristóbal,11,44.51,0,dengue,13,2022
San José de Ocoa,0,83.51,0,dengue,13,2022
San Juan,1,16.56,0,dengue,13,2022
San Pedro de Macorís,1,16.88,0,dengue,13,2022
Santiago,24,64.16,0,dengue,13,2022
Santiago Rodríguez,0,14.01,0,dengue,13,2022
Santo Domingo,24,42.43,0,dengue,13,2022
Sánchez Ramírez,2,55.36,0,dengue,13,2022
Valverde,0,28.86,0,dengue,13,2022
Azua,0,33.26,0,dengue,14,2022
Baoruco,0,10.93,0,dengue,14,2022
Barahona,1,39.31,0,dengue,14,2022
Dajabón,0,99.63,0,dengue,14,2022
Distrito Nacional,10,31.81,0,dengue,14,2022
Duarte,3,8.64,0,dengue,14,2022
El Seibo,0,27.33,0,dengue,14,2022
Elías Piña,0,23.54,0,dengue,14,2022
Espaillat,2,15.37,0,dengue,14,2022
Extranjero,0,0.0,0,dengue,14,2022
Hato Mayor,0,13.0,0,dengue,14,2022
Hermanas Mirabal,1,32.35,0,dengue,14,2022
Independencia,0,12.38,0,dengue,14,2022
La Altagracia,3,10.87,0,dengue,14,2022
La Romana,2,25.25,0,dengue,14,2022
La Vega,1,11.64,0,dengue,14,2022
María Trinidad Sánchez,0,39.6,0,dengue,14,2022
Monseñor Nouel,3,54.76,0,dengue,14,2022
Monte Cristi,4,109.45,0,dengue,14,2022
Monte Plata,2,50.22,0,dengue,14,2022
Pedernales,0,31.08,0,dengue,14,2022
Peravia,2,35.17,0,dengue,14,2022
Puerto Plata,1,25.47,0,dengue,14,2022
Samaná,4,51.76,0,dengue,14,2022
San Cristóbal,11,47.56,0,dengue,14,2022
San José de Ocoa,0,77.55,0,dengue,14,2022
San Juan,3,20.51,0,dengue,14,2022
San Pedro de Macorís,0,16.88,0,dengue,14,2022
Santiago,13,64.46,0,dengue,14,2022
Santiago Rodríguez,1,19.52,0,dengue,14,2022
Santo Domingo,23,41.95,0,dengue,14,2022
Sánchez Ramírez,0,51.41,0,dengue,14,2022
Valverde,1,28.86,0,dengue,14,2022
Azua,2,34.15,0,dengue,15,2022
Baoruco,2,17.01,0,dengue,15,2022
Barahona,0,36.69,0,dengue,15,2022
Dajabón,0,92.99,0,dengue,15,2022
Distrito Nacional,9,32.63,0,dengue,15,2022
Duarte,3,11.52,0,dengue,15,2022
El Seibo,1,29.15,0,dengue,15,2022
Elías Piña,0,21.97,0,dengue,15,2022
Espaillat,2,17.22,0,dengue,15,2022
Extranjero,0,0.0,0,dengue,15,2022
Hato Mayor,1,16.17,0,dengue,15,2022
Hermanas Mirabal,0,30.19,0,dengue,15,2022
Independencia,0,11.55,0,dengue,15,2022
La Altagracia,0,10.15,0,dengue,15,2022
La Romana,0,23.56,0,dengue,15,2022
La Vega,0,10.86,0,dengue,15,2022
María Trinidad Sánchez,0,36.96,0,dengue,15,2022
Monseñor Nouel,1,53.08,0,dengue,15,2022
Monte Cristi,4,113.83,0,dengue,15,2022
Monte Plata,1,48.67,0,dengue,15,2022
Pedernales,0,29.01,0,dengue,15,2022
Peravia,2,36.28,0,dengue,15,2022
Puerto Plata,1,24.8,0,dengue,15,2022
Samaná,4,57.37,0,dengue,15,2022
San Cristóbal,7,48.09,0,dengue,15,2022
San José de Ocoa,0,72.38,0,dengue,15,2022
San Juan,2,22.33,0,dengue,15,2022
San Pedro de Macorís,1,16.88,0,dengue,15,2022
Santiago,11,63.41,0,dengue,15,2022
Santiago Rodríguez,1,24.29,0,dengue,15,2022
Santo Domingo,32,42.79,0,dengue,15,2022
Sánchez Ramírez,5,59.4,0,dengue,15,2022
Valverde,2,30.78,0,dengue,15,2022
Azua,0,32.01,0,dengue,16,2022
Baoruco,0,15.94,0,dengue,16,2022
Barahona,0,34.4,0,dengue,16,2022
Dajabón,1,92.02,0,dengue,16,2022
Distrito Nacional,5,32.12,0,dengue,16,2022
Duarte,0,10.8,0,dengue,16,2022
El Seibo,0,27.33,0,dengue,16,2022
Elías Piña,1,25.75,0,dengue,16,2022
Espaillat,0,16.14,0,dengue,16,2022
Extranjero,0,0.0,0,dengue,16,2022
Hato Mayor,10,56.86,0,dengue,16,2022
Hermanas Mirabal,1,31.85,0,dengue,16,2022
Independencia,2,21.66,0,dengue,16,2022
La Altagracia,0,9.51,0,dengue,16,2022
La Romana,1,23.25,0,dengue,16,2022
La Vega,1,10.97,0,dengue,16,2022
María Trinidad Sánchez,2,39.27,0,dengue,16,2022
Monseñor Nouel,1,51.6,0,dengue,16,2022
Monte Cristi,8,131.34,0,dengue,16,2022
Monte Plata,7,57.46,0,dengue,16,2022
Pedernales,0,27.2,0,dengue,16,2022
Peravia,1,35.63,0,dengue,16,2022
Puerto Plata,3,26.16,0,dengue,16,2022
Samaná,2,65.11,0,dengue,16,2022
San Cristóbal,10,50.04,0,dengue,16,2022
San José de Ocoa,0,67.85,0,dengue,16,2022
San Juan,3,25.42,0,dengue,16,2022
San Pedro de Macorís,0,15.82,0,dengue,16,2022
Santiago,18,65.85,0,dengue,16,2022
Santiago Rodríguez,1,28.46,0,dengue,16,2022
Santo Domingo,33,43.94,0,dengue,16,2022
Sánchez Ramírez,1,57.83,0,dengue,16,2022
Valverde,2,32.47,0,dengue,16,2022
Azua,3,34.24,0,dengue,17,2022
Baoruco,2,21.01,0,dengue,17,2022
Barahona,2,35.61,0,dengue,17,2022
Dajabón,0,86.61,0,dengue,17,2022
Distrito Nacional,5,31.67,0,dengue,17,2022
Duarte,0,10.16,0,dengue,17,2022
El Seibo,1,28.93,0,dengue,17,2022
Elías Piña,1,29.08,0,dengue,17,2022
Espaillat,4,20.25,0,dengue,17,2022
Extranjero,0,0.0,0,dengue,17,2022
Hato Mayor,0,53.51,0,dengue,17,2022
Hermanas Mirabal,2,36.63,0,dengue,17,2022
Independencia,1,20.39,0,dengue,17,2022
La Altagracia,3,11.39,0,dengue,17,2022
La Romana,3,25.17,0,dengue,17,2022
La Vega,2,11.8,0,dengue,17,2022
María Trinidad Sánchez,2,41.31,0,dengue,17,2022
Monseñor Nouel,0,48.57,0,dengue,17,2022
Monte Cristi,11,151.94,0,dengue,17,2022
Monte Plata,2,57.26,0,dengue,17,2022
Pedernales,2,42.66,0,dengue,17,2022
Peravia,1,35.06,0,dengue,17,2022
Puerto Plata,1,24.62,0,dengue,17,2022
Samaná,1,63.94,0,dengue,17,2022
San Cristóbal,11,51.76,0,dengue,17,2022
San José de Ocoa,0,63.86,0,dengue,17,2022
San Juan,0,23.92,0,dengue,17,2022
San Pedro de Macorís,1,15.88,0,dengue,17,2022
Santiago,17,66.85,0,dengue,17,2022
Santiago Rodríguez,1,32.14,0,dengue,17,2022
Santo Domingo,14,42.66,0,dengue,17,2022
Sánchez Ramírez,1,56.45,0,dengue,17,2022
Valverde,0,28.86,0,dengue,17,2022
Azua,6,40.1,0,dengue,18,2022
Baoruco,0,19.84,0,dengue,18,2022
Barahona,1,35.16,0,dengue,18,2022
Dajabón,2,90.41,0,dengue,18,2022
Distrito Nacional,3,30.72,0,dengue,18,2022
Duarte,0,9.6,0,dengue,18,2022
El Seibo,0,27.33,0,dengue,18,2022
Elías Piña,0,27.47,0,dengue,18,2022
Espaillat,1,20.32,0,dengue,18,2022
Extranjero,0,0.0,0,dengue,18,2022
Hato Mayor,1,53.91,0,dengue,18,2022
Hermanas Mirabal,1,37.74,0,dengue,18,2022
Independencia,0,19.26,0,dengue,18,2022
La Altagracia,2,12.3,0,dengue,18,2022
La Romana,0,23.77,0,dengue,18,2022
