Provincia,Casos Sospechosos,Incidencia Acumulada,Defunciones Nuevas,Condicion,Numero,Year
Pedernales,0,7.1,0,leptospirosis,21,2019
Peravia,0,1.3,0,leptospirosis,21,2019
Puerto Plata,0,0.0,0,leptospirosis,21,2019
Samaná,0,2.2,0,leptospirosis,21,2019
San Cristóbal,0,1.6,0,leptospirosis,21,2019
San José de Ocoa,0,27.0,0,leptospirosis,21,2019
San Juan,0,8.9,0,leptospirosis,21,2019
San Pedro de Macorís,0,3.3,0,leptospirosis,21,2019
Santiago,0,2.9,0,leptospirosis,21,2019
Santiago Rodríguez,0,4.3,0,leptospirosis,21,2019
Santo Domingo,2,2.4,0,leptospirosis,21,2019
Sánchez Ramírez,0,0.0,0,leptospirosis,21,2019
Valverde,0,1.4,0,leptospirosis,21,2019
Azua,0,0.0,0,leptospirosis,22,2019
Baoruco,0,2.3,0,leptospirosis,22,2019
Barahona,0,2.5,0,leptospirosis,22,2019
Dajabón,0,0.0,0,leptospirosis,22,2019
Distrito Nacional,2,3.0,0,leptospirosis,22,2019
Duarte,0,3.2,0,leptospirosis,22,2019
El Seibo,0,7.6,0,leptospirosis,22,2019
Elías Piña,0,0.0,0,leptospirosis,22,2019
Espaillat,0,8.9,0,leptospirosis,22,2019
Extranjera,0,0.0,0,leptospirosis,22,2019
Hato Mayor,0,0.0,0,leptospirosis,22,2019
Hermanas Mirabal,0,2.6,0,leptospirosis,22,2019
Independencia,0,0.0,0,leptospirosis,22,2019
La Altagracia,0,4.1,0,leptospirosis,22,2019
La Romana,1,6.1,0,leptospirosis,22,2019
La Vega,0,4.6,0,leptospirosis,22,2019
María Trinidad Sánchez,0,3.3,0,leptospirosis,22,2019
Monseñor Nouel,2,4.1,0,leptospirosis,22,2019
Monte Cristi,0,10.1,0,leptospirosis,22,2019
Monte Plata,0,2.5,0,leptospirosis,22,2019
Pedernales,0,6.8,0,leptospirosis,22,2019
Peravia,0,1.2,0,leptospirosis,22,2019
Puerto Plata,0,0.0,0,leptospirosis,22,2019
Samaná,0,4.3,0,leptospirosis,22,2019
San Cristóbal,0,1.5,0,leptospirosis,22,2019
San José de Ocoa,0,25.8,0,leptospirosis,22,2019
San Juan,0,8.5,0,leptospirosis,22,2019
San Pedro de Macorís,0,3.1,0,leptospirosis,22,2019
Santiago,0,2.7,1,leptospirosis,22,2019
Santiago Rodríguez,0,4.1,0,leptospirosis,22,2019
Santo Domingo,0,2.3,0,leptospirosis,22,2019
Sánchez Ramírez,0,0.0,0,leptospirosis,22,2019
Valverde,0,1.3,1,leptospirosis,22,2019
Azua,0,0.0,0,leptospirosis,23,2019
Baoruco,0,2.2,0,leptospirosis,23,2019
Barahona,0,2.4,0,leptospirosis,23,2019
Dajabón,0,0.0,0,leptospirosis,23,2019
Distrito Nacional,1,3.1,0,leptospirosis,23,2019
Duarte,0,3.0,0,leptospirosis,23,2019
El Seibo,0,7.3,0,leptospirosis,23,2019
Elías Piña,0,0.0,0,leptospirosis,23,2019
Espaillat,0,8.5,0,leptospirosis,23,2019
Extranjera,0,0.0,0,leptospirosis,23,2019
Hato Mayor,0,0.0,0,leptospirosis,23,2019
Hermanas Mirabal,0,2.5,0,leptospirosis,23,2019
Independencia,0,0.0,0,leptospirosis,23,2019
La Altagracia,0,3.9,0,leptospirosis,23,2019
La Romana,0,5.9,0,leptospirosis,23,2019
La Vega,0,4.4,0,leptospirosis,23,2019
María Trinidad Sánchez,0,3.2,0,leptospirosis,23,2019
Monseñor Nouel,0,3.9,0,leptospirosis,23,2019
Monte Cristi,0,9.7,0,leptospirosis,23,2019
Monte Plata,0,2.4,0,leptospirosis,23,2019
Pedernales,0,6.5,0,leptospirosis,23,2019
Peravia,0,1.2,0,leptospirosis,23,2019
Puerto Plata,0,0.0,0,leptospirosis,23,2019
Samaná,0,4.1,0,leptospirosis,23,2019
San Cristóbal,1,1.8,0,leptospirosis,23,2019
San José de Ocoa,0,24.7,0,leptospirosis,23,2019
San Juan,0,8.1,0,leptospirosis,23,2019
San Pedro de Macorís,0,3.0,0,leptospirosis,23,2019
Santiago,0,2.6,0,leptospirosis,23,2019
Santiago Rodríguez,0,3.9,0,leptospirosis,23,2019
Santo Domingo,2,2.4,0,leptospirosis,23,2019
Sánchez Ramírez,0,0.0,0,leptospirosis,23,2019
Valverde,0,1.3,0,leptospirosis,23,2019
Azua,0,0.0,0,leptospirosis,24,2019
Baoruco,0,2.2,0,leptospirosis,24,2019
Barahona,0,2.3,0,leptospirosis,24,2019
Dajabón,0,0.0,0,leptospirosis,24,2019
Distrito Nacional,1,3.1,0,leptospirosis,24,2019
Duarte,0,3.6,0,leptospirosis,24,2019
El Seibo,0,7.0,0,leptospirosis,24,2019
Elías Piña,0,0.0,0,leptospirosis,24,2019
Espaillat,0,8.2,0,leptospirosis,24,2019
Extranjera,0,0.0,0,leptospirosis,24,2019
Hato Mayor,1,2.5,0,leptospirosis,24,2019
Hermanas Mirabal,0,2.3,0,leptospirosis,24,2019
Independencia,1,3.7,0,leptospirosis,24,2019
La Altagracia,0,4.4,0,leptospirosis,24,2019
La Romana,0,5.6,0,leptospirosis,24,2019
La Vega,0,4.2,0,leptospirosis,24,2019
María Trinidad Sánchez,0,3.1,0,leptospirosis,24,2019
Monseñor Nouel,0,3.7,0,leptospirosis,24,2019
Monte Cristi,0,9.3,0,leptospirosis,24,2019
Monte Plata,0,2.3,0,leptospirosis,24,2019
Pedernales,0,6.2,0,leptospirosis,24,2019
Peravia,0,1.1,0,leptospirosis,24,2019
Puerto Plata,0,0.0,0,leptospirosis,24,2019
Samaná,0,3.9,0,leptospirosis,24,2019
San Cristóbal,0,1.4,0,leptospirosis,24,2019
San José de Ocoa,0,23.7,0,leptospirosis,24,2019
San Juan,1,8.7,0,leptospirosis,24,2019
San Pedro de Macorís,1,3.6,0,leptospirosis,24,2019
Santiago,1,2.7,0,leptospirosis,24,2019
Santiago Rodríguez,1,7.6,0,leptospirosis,24,2019
Santo Domingo,1,2.4,1,leptospirosis,24,2019
Sánchez Ramírez,0,0.0,0,leptospirosis,24,2019
Valverde,1,2.5,0,leptospirosis,24,2019
Azua,0,0.0,0,leptospirosis,25,2019
Baoruco,0,2.1,0,leptospirosis,25,2019
Barahona,1,3.3,0,leptospirosis,25,2019
Dajabón,0,0.0,0,leptospirosis,25,2019
Distrito Nacional,3,3.8,0,leptospirosis,25,2019
Duarte,0,3.5,0,leptospirosis,25,2019
El Seibo,0,6.7,0,leptospirosis,25,2019
Elías Piña,0,0.0,0,leptospirosis,25,2019
Espaillat,1,8.7,0,leptospirosis,25,2019
Extranjera,0,0.0,0,leptospirosis,25,2019
Hato Mayor,0,2.4,0,leptospirosis,25,2019
Hermanas Mirabal,0,2.3,0,leptospirosis,25,2019
Independencia,0,3.6,0,leptospirosis,25,2019
La Altagracia,0,4.2,0,leptospirosis,25,2019
La Romana,0,5.4,0,leptospirosis,25,2019
La Vega,0,4.6,0,leptospirosis,25,2019
María Trinidad Sánchez,0,2.9,0,leptospirosis,25,2019
Monseñor Nouel,0,3.6,0,leptospirosis,25,2019
Monte Cristi,0,8.9,0,leptospirosis,25,2019
Monte Plata,0,2.2,0,leptospirosis,25,2019
Pedernales,0,6.0,0,leptospirosis,25,2019
Peravia,0,1.1,0,leptospirosis,25,2019
Puerto Plata,0,0.0,0,leptospirosis,25,2019
Samaná,0,3.7,0,leptospirosis,25,2019
San Cristóbal,0,1.3,0,leptospirosis,25,2019
San José de Ocoa,0,22.7,0,leptospirosis,25,2019
San Juan,1,9.3,1,leptospirosis,25,2019
San Pedro de Macorís,0,3.4,0,leptospirosis,25,2019
Santiago,2,3.0,0,leptospirosis,25,2019
Santiago Rodríguez,0,7.3,0,leptospirosis,25,2019
Santo Domingo,3,2.5,0,leptospirosis,25,2019
Sánchez Ramírez,0,0.0,0,leptospirosis,25,2019
Valverde,0,2.4,0,leptospirosis,25,2019
Azua,0,0.0,0,leptospirosis,26,2019
Baoruco,0,2.0,0,leptospirosis,26,2019
Barahona,0,3.2,0,leptospirosis,26,2019
Dajabón,0,0.0,0,leptospirosis,26,2019
Distrito Nacional,0,3.9,0,leptospirosis,26,2019
Duarte,0,3.4,0,leptospirosis,26,2019
El Seibo,0,6.5,0,leptospirosis,26,2019
Elías Piña,0,0.0,0,leptospirosis,26,2019
Espaillat,1,9.2,0,leptospirosis,26,2019
Extranjera,0,0.0,0,leptospirosis,26,2019
Hato Mayor,0,2.3,0,leptospirosis,26,2019
Hermanas Mirabal,0,2.2,0,leptospirosis,26,2019
Independencia,0,3.5,0,leptospirosis,26,2019
La Altagracia,0,4.0,0,leptospirosis,26,2019
La Romana,0,5.2,0,leptospirosis,26,2019
La Vega,1,4.9,0,leptospirosis,26,2019
María Trinidad Sánchez,0,2.8,0,leptospirosis,26,2019
Monseñor Nouel,0,3.5,0,leptospirosis,26,2019
Monte Cristi,0,8.6,0,leptospirosis,26,2019
Monte Plata,0,2.1,0,leptospirosis,26,2019
Pedernales,0,5.8,0,leptospirosis,26,2019
Peravia,0,1.0,0,leptospirosis,26,2019
Puerto Plata,0,0.0,0,leptospirosis,26,2019
Samaná,0,3.6,0,leptospirosis,26,2019
San Cristóbal,0,1.3,0,leptospirosis,26,2019
San José de Ocoa,0,21.8,0,leptospirosis,26,2019
San Juan,0,9.0,0,leptospirosis,26,2019
San Pedro de Macorís,0,3.3,0,leptospirosis,26,2019
Santiago,1,3.1,0,leptospirosis,26,2019
Santiago Rodríguez,0,7.0,0,leptospirosis,26,2019
Santo Domingo,0,2.5,0,leptospirosis,26,2019
Sánchez Ramírez,0,0.0,0,leptospirosis,26,2019
Valverde,2,4.6,0,leptospirosis,26,2019
Azua,0,0.0,0,leptospirosis,27,2019
Baoruco,1,3.8,1,leptospirosis,27,2019
Barahona,1,4.1,0,leptospirosis,27,2019
Dajabón,1,2.9,1,leptospirosis,27,2019
Distrito Nacional,1,3.7,0,leptospirosis,27,2019
Duarte,1,3.9,0,leptospirosis,27,2019
El Seibo,0,6.2,0,leptospirosis,27,2019
Elías Piña,0,0.0,0,leptospirosis,27,2019
Espaillat,0,8.9,0,leptospirosis,27,2019
Extranjera,0,0.0,0,leptospirosis,27,2019
Hato Mayor,0,2.2,0,leptospirosis,27,2019
Hermanas Mirabal,0,2.1,0,leptospirosis,27,2019
Independencia,0,0.0,0,leptospirosis,27,2019
La Altagracia,0,3.9,0,leptospirosis,27,2019
La Romana,0,5.0,0,leptospirosis,27,2019
La Vega,0,4.7,0,leptospirosis,27,2019
María Trinidad Sánchez,0,2.7,0,leptospirosis,27,2019
Monseñor Nouel,0,3.3,0,leptospirosis,27,2019
Monte Cristi,0,8.3,0,leptospirosis,27,2019
Monte Plata,1,3.0,0,leptospirosis,27,2019
Pedernales,0,5.6,0,leptospirosis,27,2019
Peravia,0,1.0,0,leptospirosis,27,2019
Puerto Plata,0,0.0,0,leptospirosis,27,2019
Samaná,0,3.5,0,leptospirosis,27,2019
San Cristóbal,0,1.2,0,leptospirosis,27,2019
San José de Ocoa,0,21.0,0,leptospirosis,27,2019
San Juan,0,8.6,0,leptospirosis,27,2019
San Pedro de Macorís,0,3.2,0,leptospirosis,27,2019
Santiago,2,3.3,1,leptospirosis,27,2019
Santiago Rodríguez,0,6.7,0,leptospirosis,27,2019
Santo Domingo,0,2.4,0,leptospirosis,27,2019
Sánchez Ramírez,0,0.0,0,leptospirosis,27,2019
Valverde,0,4.4,0,leptospirosis,27,2019
Azua,0,0.0,0,leptospirosis,28,2019
Baoruco,0,3.7,0,leptospirosis,28,2019
Barahona,0,3.9,0,leptospirosis,28,2019
Dajabón,0,2.8,0,leptospirosis,28,2019
Distrito Nacional,1,3.8,0,leptospirosis,28,2019
Duarte,0,3.7,0,leptospirosis,28,2019
El Seibo,0,6.0,0,leptospirosis,28,2019
Elías Piña,0,0.0,0,leptospirosis,28,2019
Espaillat,1,9.3,0,leptospirosis,28,2019
Extranjera,0,0.0,0,leptospirosis,28,2019
Hato Mayor,0,2.2,0,leptospirosis,28,2019
Hermanas Mirabal,0,2.0,0,leptospirosis,28,2019
Independencia,0,3.2,0,leptospirosis,28,2019
La Altagracia,1,4.3,0,leptospirosis,28,2019
La Romana,0,4.8,0,leptospirosis,28,2019
La Vega,0,4.5,0,leptospirosis,28,2019
María Trinidad Sánchez,0,3.9,0,leptospirosis,28,2019
Monseñor Nouel,0,3.2,0,leptospirosis,28,2019
Monte Cristi,0,8.0,0,leptospirosis,28,2019
Monte Plata,0,2.9,0,leptospirosis,28,2019
Pedernales,0,5.4,0,leptospirosis,28,2019
Peravia,0,0.9,0,leptospirosis,28,2019
Puerto Plata,0,0.0,0,leptospirosis,28,2019
Samaná,0,3.3,0,leptospirosis,28,2019
San Cristóbal,0,1.2,0,leptospirosis,28,2019
San José de Ocoa,0,20.3,0,leptospirosis,28,2019
San Juan,0,8.3,0,leptospirosis,28,2019
San Pedro de Macorís,0,3.1,0,leptospirosis,28,2019
Santiago,1,3.6,0,leptospirosis,28,2019
Santiago Rodríguez,0,6.5,0,leptospirosis,28,2019
Santo Domingo,4,2.5,0,leptospirosis,28,2019
Sánchez Ramírez,0,0.0,0,leptospirosis,28,2019
Valverde,0,4.2,0,leptospirosis,28,2019
Azua,0,0.0,0,leptospirosis,29,2019
Baoruco,0,3.6,0,leptospirosis,29,2019
Barahona,0,3.8,0,leptospirosis,29,2019
Dajabón,0,2.7,0,leptospirosis,29,2019
Distrito Nacional,0,3.5,0,leptospirosis,29,2019
Duarte,0,3.6,0,leptospirosis,29,2019
El Seibo,0,5.8,0,leptospirosis,29,2019
Elías Piña,0,0.0,0,leptospirosis,29,2019
Espaillat,1,9.7,0,leptospirosis,29,2019
Extranjera,0,0.0,0,leptospirosis,29,2019
Hato Mayor,0,2.1,0,leptospirosis,29,2019
Hermanas Mirabal,0,1.9,0,leptospirosis,29,2019
Independencia,0,3.1,0,leptospirosis,29,2019
La Altagracia,0,4.1,0,leptospirosis,29,2019
La Romana,0,4.6,0,leptospirosis,29,2019
La Vega,1,4.8,0,leptospirosis,29,2019
María Trinidad Sánchez,0,3.8,0,leptospirosis,29,2019
Monseñor Nouel,0,3.1,0,leptospirosis,29,2019
Monte Cristi,0,7.7,0,leptospirosis,29,2019
Monte Plata,0,2.8,0,leptospirosis,29,2019
Pedernales,0,5.2,0,leptospirosis,29,2019
Peravia,0,0.9,0,leptospirosis,29,2019
Puerto Plata,0,0.0,0,leptospirosis,29,2019
Samaná,0,3.2,0,leptospirosis,29,2019
San Cristóbal,1,1.4,0,leptospirosis,29,2019
San José de Ocoa,0,19.6,0,leptospirosis,29,2019
San Juan,0,8.0,0,leptospirosis,29,2019
San Pedro de Macorís,0,3.0,0,leptospirosis,29,2019
Santiago,1,3.6,0,leptospirosis,29,2019
Santiago Rodríguez,0,6.3,0,leptospirosis,29,2019
Santo Domingo,1,2.4,0,leptospirosis,29,2019
Sánchez Ramírez,1,1.2,0,leptospirosis,29,2019
Valverde,0,3.1,0,leptospirosis,29,2019
Azua,0,0.0,0,leptospirosis,30,2019
Baoruco,0,3.4,0,leptospirosis,30,2019
Barahona,1,4.6,0,leptospirosis,30,2019
Dajabón,0,2.6,0,leptospirosis,30,2019
Distrito Nacional,1,3.7,0,leptospirosis,30,2019
Duarte,1,4.6,0,leptospirosis,30,2019
El Seibo,0,5.6,0,leptospirosis,30,2019
Elías Piña,0,0.0,0,leptospirosis,30,2019
Espaillat,1,10.9,0,leptospirosis,30,2019
Extranjera,0,0.0,0,leptospirosis,30,2019
Hato Mayor,0,2.0,0,leptospirosis,30,2019
Hermanas Mirabal,0,1.9,0,leptospirosis,30,2019
Independencia,0,3.0,0,leptospirosis,30,2019
La Altagracia,0,4.0,0,leptospirosis,30,2019
La Romana,0,4.5,0,leptospirosis,30,2019
La Vega,1,5.1,0,leptospirosis,30,2019
María Trinidad Sánchez,0,3.7,0,leptospirosis,30,2019
Monseñor Nouel,0,3.0,0,leptospirosis,30,2019
Monte Cristi,0,7.4,0,leptospirosis,30,2019
Monte Plata,0,3.6,0,leptospirosis,30,2019
Pedernales,0,5.0,0,leptospirosis,30,2019
Peravia,0,0.9,0,leptospirosis,30,2019
Puerto Plata,0,0.0,0,leptospirosis,30,2019
Samaná,1,4.7,0,leptospirosis,30,2019
San Cristóbal,0,1.4,0,leptospirosis,30,2019
San José de Ocoa,0,18.9,0,leptospirosis,30,2019
San Juan,0,7.8,0,leptospirosis,30,2019
San Pedro de Macorís,1,3.4,0,leptospirosis,30,2019
Santiago,0,3.7,0,leptospirosis,30,2019
Santiago Rodríguez,0,6.0,0,leptospirosis,30,2019
Santo Domingo,4,2.9,1,leptospirosis,30,2019
Sánchez Ramírez,0,2.3,0,leptospirosis,30,2019
Valverde,0,4.9,0,leptospirosis,30,2019
Azua,1,0.8,0,leptospirosis,31,2019
Baoruco,0,3.3,0,leptospirosis,31,2019
Barahona,0,4.4,0,leptospirosis,31,2019
Dajabón,0,2.5,0,leptospirosis,31,2019
Distrito Nacional,0,3.6,0,leptospirosis,31,2019
Duarte,0,5.1,0,leptospirosis,31,2019
El Seibo,0,5.4,0,leptospirosis,31,2019
Elías Piña,0,0.0,0,leptospirosis,31,2019
Espaillat,1,11.2,0,leptospirosis,31,2019
Extranjera,0,0.0,0,leptospirosis,31,2019
Hato Mayor,0,2.0,0,leptospirosis,31,2019
Hermanas Mirabal,0,1.8,0,leptospirosis,31,2019
Independencia,0,2.9,0,leptospirosis,31,2019
La Altagracia,0,3.9,0,leptospirosis,31,2019
La Romana,0,4.3,0,leptospirosis,31,2019
La Vega,0,4.5,0,leptospirosis,31,2019
María Trinidad Sánchez,0,3.6,0,leptospirosis,31,2019
Monseñor Nouel,1,3.9,0,leptospirosis,31,2019
Monte Cristi,0,7.2,0,leptospirosis,31,2019
Monte Plata,1,4.4,0,leptospirosis,31,2019
Pedernales,0,4.8,0,leptospirosis,31,2019
Peravia,0,0.9,0,leptospirosis,31,2019
Puerto Plata,0,0.0,0,leptospirosis,31,2019
Samaná,0,4.5,0,leptospirosis,31,2019
San Cristóbal,0,1.3,0,leptospirosis,31,2019
San José de Ocoa,0,18.3,0,leptospirosis,31,2019
San Juan,0,7.5,0,leptospirosis,31,2019
San Pedro de Macorís,0,3.3,0,leptospirosis,31,2019
Santiago,4,4.2,0,leptospirosis,31,2019
Santiago Rodríguez,0,5.9,0,leptospirosis,31,2019
Santo Domingo,0,2.6,0,leptospirosis,31,2019
Sánchez Ramírez,0,2.2,0,leptospirosis,31,2019
Valverde,0,4.8,0,leptospirosis,31,2019
Azua,0,0.7,0,leptospirosis,33,2019
Baoruco,0,4.7,0,leptospirosis,33,2019
Barahona,1,5.0,1,leptospirosis,33,2019
Dajabón,0,2.4,0,leptospirosis,33,2019
Distrito Nacional,1,3.5,0,leptospirosis,33,2019
Duarte,2,5.8,0,leptospirosis,33,2019
El Seibo,0,5.1,0,leptospirosis,33,2019
Elías Piña,0,2.5,0,leptospirosis,33,2019
Espaillat,0,10.5,0,leptospirosis,33,2019
Extranjera,0,0.0,0,leptospirosis,33,2019
Hato Mayor,0,1.8,0,leptospirosis,33,2019
Hermanas Mirabal,0,1.7,0,leptospirosis,33,2019
Independencia,0,2.7,0,leptospirosis,33,2019
La Altagracia,1,4.6,0,leptospirosis,33,2019
La Romana,0,4.1,0,leptospirosis,33,2019
La Vega,0,4.2,0,leptospirosis,33,2019
María Trinidad Sánchez,0,3.3,0,leptospirosis,33,2019
Monseñor Nouel,0,3.6,0,leptospirosis,33,2019
Monte Cristi,0,6.8,0,leptospirosis,33,2019
Monte Plata,0,3.3,0,leptospirosis,33,2019
Pedernales,0,4.5,0,leptospirosis,33,2019
Peravia,0,0.8,0,leptospirosis,33,2019
Puerto Plata,0,0.0,0,leptospirosis,33,2019
Samaná,1,5.7,0,leptospirosis,33,2019
San Cristóbal,0,1.5,0,leptospirosis,33,2019
San José de Ocoa,0,17.2,0,leptospirosis,33,2019
San Juan,0,7.1,0,leptospirosis,33,2019
San Pedro de Macorís,1,3.6,0,leptospirosis,33,2019
Santiago,0,4.1,0,leptospirosis,33,2019
Santiago Rodríguez,0,5.5,0,leptospirosis,33,2019
Santo Domingo,2,2.7,1,leptospirosis,33,2019
Sánchez Ramírez,0,3.1,0,leptospirosis,33,2019
Valverde,0,5.4,0,leptospirosis,33,2019
Azua,0,0.7,0,leptospirosis,34,2019
Baoruco,0,4.6,0,leptospirosis,34,2019
Barahona,1,5.7,0,leptospirosis,34,2019
Dajabón,0,2.3,0,leptospirosis,34,2019
Distrito Nacional,3,4.0,0,leptospirosis,34,2019
Duarte,1,6.2,0,leptospirosis,34,2019
El Seibo,0,4.9,0,leptospirosis,34,2019
Elías Piña,0,2.4,0,leptospirosis,34,2019
Espaillat,0,10.2,0,leptospirosis,34,2019
Extranjera,0,0.0,0,leptospirosis,34,2019
Hato Mayor,0,1.8,0,leptospirosis,34,2019
Hermanas Mirabal,0,1.7,0,leptospirosis,34,2019
Independencia,0,2.6,0,leptospirosis,34,2019
La Altagracia,0,4.4,0,leptospirosis,34,2019
La Romana,0,4.0,0,leptospirosis,34,2019
La Vega,1,4.5,0,leptospirosis,34,2019
María Trinidad Sánchez,0,3.2,0,leptospirosis,34,2019
Monseñor Nouel,0,3.5,0,leptospirosis,34,2019
Monte Cristi,0,6.6,0,leptospirosis,34,2019
Monte Plata,0,3.2,0,leptospirosis,34,2019
Pedernales,0,4.4,0,leptospirosis,34,2019
Peravia,0,0.8,0,leptospirosis,34,2019
Puerto Plata,0,0.0,0,leptospirosis,34,2019
Samaná,0,6.9,0,leptospirosis,34,2019
San Cristóbal,0,1.5,0,leptospirosis,34,2019
San José de Ocoa,0,16.7,0,leptospirosis,34,2019
San Juan,1,7.5,0,leptospirosis,34,2019
San Pedro de Macorís,0,3.5,0,leptospirosis,34,2019
Santiago,0,3.8,0,leptospirosis,34,2019
Santiago Rodríguez,0,5.3,0,leptospirosis,34,2019
Santo Domingo,2,2.8,2,leptospirosis,34,2019
Sánchez Ramírez,0,3.0,0,leptospirosis,34,2019
Valverde,0,5.2,0,leptospirosis,34,2019
Azua,1,1.3,0,leptospirosis,35,2019
Baoruco,0,4.4,1,leptospirosis,35,2019
Barahona,0,5.5,1,leptospirosis,35,2019
Dajabón,0,2.2,0,leptospirosis,35,2019
Distrito Nacional,1,4.0,0,leptospirosis,35,2019
Duarte,0,6.0,0,leptospirosis,35,2019
El Seibo,0,4.8,0,leptospirosis,35,2019
Elías Piña,0,2.3,0,leptospirosis,35,2019
Espaillat,0,9.9,0,leptospirosis,35,2019
Extranjera,0,0.0,0,leptospirosis,35,2019
Hato Mayor,0,1.7,0,leptospirosis,35,2019
Hermanas Mirabal,1,3.2,0,leptospirosis,35,2019
Independencia,0,2.6,0,leptospirosis,35,2019
La Altagracia,1,4.7,0,leptospirosis,35,2019
La Romana,0,3.8,0,leptospirosis,35,2019
La Vega,0,4.3,0,leptospirosis,35,2019
María Trinidad Sánchez,0,3.2,0,leptospirosis,35,2019
Monseñor Nouel,0,3.4,0,leptospirosis,35,2019
Monte Cristi,0,6.4,0,leptospirosis,35,2019
Monte Plata,0,3.1,0,leptospirosis,35,2019
Pedernales,0,4.3,0,leptospirosis,35,2019
Peravia,0,0.8,0,leptospirosis,35,2019
Puerto Plata,0,0.0,0,leptospirosis,35,2019
Samaná,1,8.0,0,leptospirosis,35,2019
San Cristóbal,1,1.6,0,leptospirosis,35,2019
San José de Ocoa,0,16.2,0,leptospirosis,35,2019
San Juan,0,7.3,0,leptospirosis,35,2019
San Pedro de Macorís,0,3.4,0,leptospirosis,35,2019
Santiago,2,4.0,0,leptospirosis,35,2019
Santiago Rodríguez,0,5.2,0,leptospirosis,35,2019
Santo Domingo,1,2.8,4,leptospirosis,35,2019
Sánchez Ramírez,0,2.9,0,leptospirosis,35,2019
Valverde,0,5.1,0,leptospirosis,35,2019
Azua,0,1.3,0,leptospirosis,36,2019
Baoruco,0,4.3,0,leptospirosis,36,2019
Barahona,0,5.3,0,leptospirosis,36,2019
Dajabón,0,2.2,0,leptospirosis,36,2019
Distrito Nacional,0,3.6,0,leptospirosis,36,2019
Duarte,0,5.8,0,leptospirosis,36,2019
El Seibo,0,4.7,0,leptospirosis,36,2019
Elías Piña,0,2.3,0,leptospirosis,36,2019
Espaillat,0,9.7,0,leptospirosis,36,2019
Extranjera,0,0.0,0,leptospirosis,36,2019
Hato Mayor,1,3.4,0,leptospirosis,36,2019
Hermanas Mirabal,0,1.6,0,leptospirosis,36,2019
Independencia,0,2.5,0,leptospirosis,36,2019
La Altagracia,0,4.2,0,leptospirosis,36,2019
La Romana,0,3.7,0,leptospirosis,36,2019
La Vega,1,4.6,0,leptospirosis,36,2019
María Trinidad Sánchez,0,3.1,0,leptospirosis,36,2019
Monseñor Nouel,0,3.3,0,leptospirosis,36,2019
Monte Cristi,0,6.2,0,leptospirosis,36,2019
Monte Plata,0,3.0,0,leptospirosis,36,2019
Pedernales,0,4.2,0,leptospirosis,36,2019
Peravia,0,0.7,0,leptospirosis,36,2019
Puerto Plata,0,0.0,0,leptospirosis,36,2019
Samaná,1,7.8,0,leptospirosis,36,2019
San Cristóbal,0,1.4,0,leptospirosis,36,2019
San José de Ocoa,0,15.8,0,leptospirosis,36,2019
San Juan,0,7.1,0,leptospirosis,36,2019
San Pedro de Macorís,0,3.3,0,leptospirosis,36,2019
Santiago,1,3.9,0,leptospirosis,36,2019
Santiago Rodríguez,1,7.6,0,leptospirosis,36,2019
Santo Domingo,3,2.8,0,leptospirosis,36,2019
Sánchez Ramírez,0,2.9,0,leptospirosis,36,2019
Valverde,1,5.8,0,leptospirosis,36,2019
Azua,0,1.3,0,leptospirosis,37,2019
Baoruco,0,4.2,0,leptospirosis,37,2019
Barahona,0,5.2,0,leptospirosis,37,2019
Dajabón,0,2.1,0,leptospirosis,37,2019
Distrito Nacional,0,3.9,0,leptospirosis,37,2019
Duarte,2,6.6,1,leptospirosis,37,2019
El Seibo,0,4.5,0,leptospirosis,37,2019
Elías Piña,0,2.2,0,leptospirosis,37,2019
Espaillat,0,9.4,0,leptospirosis,37,2019
Extranjera,0,0.0,0,leptospirosis,37,2019
Hato Mayor,0,3.3,0,leptospirosis,37,2019
Hermanas Mirabal,0,3.0,0,leptospirosis,37,2019
Independencia,0,2.4,0,leptospirosis,37,2019
La Altagracia,1,4.9,0,leptospirosis,37,2019
La Romana,0,3.6,0,leptospirosis,37,2019
La Vega,1,5.1,0,leptospirosis,37,2019
María Trinidad Sánchez,1,4.0,1,leptospirosis,37,2019
Monseñor Nouel,1,4.0,0,leptospirosis,37,2019
Monte Cristi,0,6.0,0,leptospirosis,37,2019
Monte Plata,0,2.9,0,leptospirosis,37,2019
Pedernales,0,4.1,0,leptospirosis,37,2019
Peravia,0,0.7,0,leptospirosis,37,2019
Puerto Plata,0,0.0,0,leptospirosis,37,2019
Samaná,0,8.8,0,leptospirosis,37,2019
San Cristóbal,0,1.6,0,leptospirosis,37,2019
San José de Ocoa,0,15.3,0,leptospirosis,37,2019
San Juan,0,6.9,0,leptospirosis,37,2019
San Pedro de Macorís,0,3.2,0,leptospirosis,37,2019
Santiago,0,4.1,0,leptospirosis,37,2019
Santiago Rodríguez,2,12.3,0,leptospirosis,37,2019
Santo Domingo,0,2.8,0,leptospirosis,37,2019
Sánchez Ramírez,0,2.8,0,leptospirosis,37,2019
Valverde,0,5.6,0,leptospirosis,37,2019
Azua,0,1.2,0,leptospirosis,39,2019
Baoruco,0,4.0,0,leptospirosis,39,2019
Barahona,0,4.9,0,leptospirosis,39,2019
Dajabón,0,2.0,0,leptospirosis,39,2019
Distrito Nacional,1,3.9,0,leptospirosis,39,2019
Duarte,1,7.2,0,leptospirosis,39,2019
