Provincia,Casos Sospechosos,Incidencia Acumulada,Defunciones Nuevas,Condicion,Numero,Year
Monseñor Nouel,0,1.2,0,leptospirosis,25,2020
Monte Cristi,0,0.0,0,leptospirosis,25,2020
Monte Plata,1,1.1,1,leptospirosis,25,2020
Pedernales,0,5.9,0,leptospirosis,25,2020
Peravia,0,1.1,0,leptospirosis,25,2020
Puerto Plata,0,0.6,0,leptospirosis,25,2020
Samaná,0,0.0,0,leptospirosis,25,2020
San Cristóbal,0,1.0,0,leptospirosis,25,2020
San José de Ocoa,0,3.8,0,leptospirosis,25,2020
San Juan,0,1.9,0,leptospirosis,25,2020
San Pedro de Macorís,0,2.7,0,leptospirosis,25,2020
Santiago,0,3.6,0,leptospirosis,25,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,25,2020
Santo Domingo,1,1.1,0,leptospirosis,25,2020
Sánchez Ramírez,1,5.5,0,leptospirosis,25,2020
Valverde,0,7.1,0,leptospirosis,25,2020
Azua,0,0.0,0,leptospirosis,26,2020
Baoruco,0,0.0,0,leptospirosis,26,2020
Barahona,0,3.2,0,leptospirosis,26,2020
Dajabón,0,12.0,0,leptospirosis,26,2020
Distrito Nacional,0,1.9,0,leptospirosis,26,2020
Duarte,0,4.7,0,leptospirosis,26,2020
El Seibo,0,19.2,0,leptospirosis,26,2020
Elías Piña,0,3.2,0,leptospirosis,26,2020
Espaillat,0,0.8,0,leptospirosis,26,2020
Extranjera,0,0.0,0,leptospirosis,26,2020
Hato Mayor,0,0.0,0,leptospirosis,26,2020
Hermanas Mirabal,0,4.3,0,leptospirosis,26,2020
Independencia,0,0.0,0,leptospirosis,26,2020
La Altagracia,0,6.8,0,leptospirosis,26,2020
La Romana,0,5.1,0,leptospirosis,26,2020
La Vega,0,1.9,0,leptospirosis,26,2020
María Trinidad Sánchez,0,2.8,0,leptospirosis,26,2020
Monseñor Nouel,0,1.1,0,leptospirosis,26,2020
Monte Cristi,0,0.0,0,leptospirosis,26,2020
Monte Plata,0,1.0,0,leptospirosis,26,2020
Pedernales,0,5.7,0,leptospirosis,26,2020
Peravia,0,1.0,0,leptospirosis,26,2020
Puerto Plata,0,0.6,0,leptospirosis,26,2020
Samaná,0,0.0,0,leptospirosis,26,2020
San Cristóbal,0,0.9,0,leptospirosis,26,2020
San José de Ocoa,1,7.4,0,leptospirosis,26,2020
San Juan,0,1.8,0,leptospirosis,26,2020
San Pedro de Macorís,0,2.6,0,leptospirosis,26,2020
Santiago,0,3.4,0,leptospirosis,26,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,26,2020
Santo Domingo,0,1.0,0,leptospirosis,26,2020
Sánchez Ramírez,0,5.3,0,leptospirosis,26,2020
Valverde,0,6.8,0,leptospirosis,26,2020
Azua,0,0.0,0,leptospirosis,27,2020
Baoruco,0,0.0,0,leptospirosis,27,2020
Barahona,0,3.1,0,leptospirosis,27,2020
Dajabón,0,11.6,0,leptospirosis,27,2020
Distrito Nacional,0,1.8,0,leptospirosis,27,2020
Duarte,0,4.5,0,leptospirosis,27,2020
El Seibo,0,20.6,0,leptospirosis,27,2020
Elías Piña,0,3.0,0,leptospirosis,27,2020
Espaillat,0,0.8,0,leptospirosis,27,2020
Extranjera,0,0.0,0,leptospirosis,27,2020
Hato Mayor,0,0.0,0,leptospirosis,27,2020
Hermanas Mirabal,0,4.2,0,leptospirosis,27,2020
Independencia,0,0.0,0,leptospirosis,27,2020
La Altagracia,0,6.5,0,leptospirosis,27,2020
La Romana,0,4.9,0,leptospirosis,27,2020
La Vega,0,1.9,0,leptospirosis,27,2020
María Trinidad Sánchez,0,2.7,0,leptospirosis,27,2020
Monseñor Nouel,0,1.1,0,leptospirosis,27,2020
Monte Cristi,0,0.0,0,leptospirosis,27,2020
Monte Plata,0,1.0,0,leptospirosis,27,2020
Pedernales,0,5.5,0,leptospirosis,27,2020
Peravia,0,1.0,0,leptospirosis,27,2020
Puerto Plata,0,0.6,0,leptospirosis,27,2020
Samaná,0,0.0,0,leptospirosis,27,2020
San Cristóbal,0,0.9,0,leptospirosis,27,2020
San José de Ocoa,0,7.1,0,leptospirosis,27,2020
San Juan,0,1.7,0,leptospirosis,27,2020
San Pedro de Macorís,1,3.2,0,leptospirosis,27,2020
Santiago,0,3.3,0,leptospirosis,27,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,27,2020
Santo Domingo,0,1.0,0,leptospirosis,27,2020
Sánchez Ramírez,0,5.1,0,leptospirosis,27,2020
Valverde,0,6.5,0,leptospirosis,27,2020
Azua,0,0.0,0,leptospirosis,28,2020
Baoruco,0,0.0,0,leptospirosis,28,2020
Barahona,0,2.9,0,leptospirosis,28,2020
Dajabón,0,11.2,0,leptospirosis,28,2020
Distrito Nacional,0,1.8,0,leptospirosis,28,2020
Duarte,0,4.3,0,leptospirosis,28,2020
El Seibo,0,19.9,0,leptospirosis,28,2020
Elías Piña,0,2.9,0,leptospirosis,28,2020
Espaillat,0,0.8,0,leptospirosis,28,2020
Extranjera,0,0.0,0,leptospirosis,28,2020
Hato Mayor,0,0.0,0,leptospirosis,28,2020
Hermanas Mirabal,0,4.0,0,leptospirosis,28,2020
Independencia,0,0.0,0,leptospirosis,28,2020
La Altagracia,0,6.3,0,leptospirosis,28,2020
La Romana,0,4.8,0,leptospirosis,28,2020
La Vega,0,1.8,0,leptospirosis,28,2020
María Trinidad Sánchez,0,2.6,0,leptospirosis,28,2020
Monseñor Nouel,0,1.1,0,leptospirosis,28,2020
Monte Cristi,0,0.0,0,leptospirosis,28,2020
Monte Plata,0,1.0,0,leptospirosis,28,2020
Pedernales,0,5.3,0,leptospirosis,28,2020
Peravia,0,0.9,0,leptospirosis,28,2020
Puerto Plata,0,0.6,0,leptospirosis,28,2020
Samaná,0,0.0,0,leptospirosis,28,2020
San Cristóbal,0,0.9,0,leptospirosis,28,2020
San José de Ocoa,0,6.8,0,leptospirosis,28,2020
San Juan,0,1.7,0,leptospirosis,28,2020
San Pedro de Macorís,0,3.0,0,leptospirosis,28,2020
Santiago,0,3.2,0,leptospirosis,28,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,28,2020
Santo Domingo,0,1.0,0,leptospirosis,28,2020
Sánchez Ramírez,0,4.9,0,leptospirosis,28,2020
Valverde,0,6.3,0,leptospirosis,28,2020
Azua,0,0.0,0,leptospirosis,29,2020
Baoruco,0,0.0,0,leptospirosis,29,2020
Barahona,0,2.8,0,leptospirosis,29,2020
Dajabón,0,10.8,0,leptospirosis,29,2020
Distrito Nacional,0,1.7,0,leptospirosis,29,2020
Duarte,0,4.2,0,leptospirosis,29,2020
El Seibo,0,19.2,0,leptospirosis,29,2020
Elías Piña,0,2.8,0,leptospirosis,29,2020
Espaillat,0,0.7,0,leptospirosis,29,2020
Extranjera,0,0.0,0,leptospirosis,29,2020
Hato Mayor,0,0.0,0,leptospirosis,29,2020
Hermanas Mirabal,0,3.9,0,leptospirosis,29,2020
Independencia,0,0.0,0,leptospirosis,29,2020
La Altagracia,0,6.1,0,leptospirosis,29,2020
La Romana,0,4.6,0,leptospirosis,29,2020
La Vega,0,1.7,0,leptospirosis,29,2020
María Trinidad Sánchez,0,2.5,0,leptospirosis,29,2020
Monseñor Nouel,0,1.0,0,leptospirosis,29,2020
Monte Cristi,0,0.0,0,leptospirosis,29,2020
Monte Plata,0,0.9,0,leptospirosis,29,2020
Pedernales,0,5.1,0,leptospirosis,29,2020
Peravia,0,0.9,0,leptospirosis,29,2020
Puerto Plata,0,0.5,0,leptospirosis,29,2020
Samaná,0,0.0,0,leptospirosis,29,2020
San Cristóbal,0,0.8,0,leptospirosis,29,2020
San José de Ocoa,1,9.9,0,leptospirosis,29,2020
San Juan,0,1.6,0,leptospirosis,29,2020
San Pedro de Macorís,0,2.9,0,leptospirosis,29,2020
Santiago,0,3.1,0,leptospirosis,29,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,29,2020
Santo Domingo,0,0.9,0,leptospirosis,29,2020
Sánchez Ramírez,0,4.7,0,leptospirosis,29,2020
Valverde,0,6.1,0,leptospirosis,29,2020
Azua,0,0.0,0,leptospirosis,30,2020
Baoruco,0,0.0,0,leptospirosis,30,2020
Barahona,0,2.7,0,leptospirosis,30,2020
Dajabón,0,10.4,0,leptospirosis,30,2020
Distrito Nacional,0,1.7,0,leptospirosis,30,2020
Duarte,0,4.1,0,leptospirosis,30,2020
El Seibo,0,18.5,0,leptospirosis,30,2020
Elías Piña,0,2.7,0,leptospirosis,30,2020
Espaillat,0,0.7,0,leptospirosis,30,2020
Extranjera,0,0.0,0,leptospirosis,30,2020
Hato Mayor,1,2.0,0,leptospirosis,30,2020
Hermanas Mirabal,0,3.8,0,leptospirosis,30,2020
Independencia,0,0.0,0,leptospirosis,30,2020
La Altagracia,0,5.9,0,leptospirosis,30,2020
La Romana,0,4.5,0,leptospirosis,30,2020
La Vega,0,1.7,0,leptospirosis,30,2020
María Trinidad Sánchez,0,2.5,0,leptospirosis,30,2020
Monseñor Nouel,0,1.0,0,leptospirosis,30,2020
Monte Cristi,0,0.0,0,leptospirosis,30,2020
Monte Plata,0,0.9,0,leptospirosis,30,2020
Pedernales,0,5.0,0,leptospirosis,30,2020
Peravia,0,0.9,0,leptospirosis,30,2020
Puerto Plata,0,0.5,0,leptospirosis,30,2020
Samaná,0,0.0,0,leptospirosis,30,2020
San Cristóbal,0,0.8,0,leptospirosis,30,2020
San José de Ocoa,0,9.6,0,leptospirosis,30,2020
San Juan,0,1.6,0,leptospirosis,30,2020
San Pedro de Macorís,0,2.8,0,leptospirosis,30,2020
Santiago,0,3.0,0,leptospirosis,30,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,30,2020
Santo Domingo,0,0.9,0,leptospirosis,30,2020
Sánchez Ramírez,0,4.6,0,leptospirosis,30,2020
Valverde,0,5.9,0,leptospirosis,30,2020
Azua,0,0.0,0,leptospirosis,31,2020
Baoruco,0,0.0,0,leptospirosis,31,2020
Barahona,0,2.7,0,leptospirosis,31,2020
Dajabón,0,10.1,0,leptospirosis,31,2020
Distrito Nacional,0,1.6,0,leptospirosis,31,2020
Duarte,0,3.9,0,leptospirosis,31,2020
El Seibo,0,17.9,0,leptospirosis,31,2020
Elías Piña,0,2.6,0,leptospirosis,31,2020
Espaillat,0,0.7,0,leptospirosis,31,2020
Extranjera,0,0.0,0,leptospirosis,31,2020
Hato Mayor,0,2.0,0,leptospirosis,31,2020
Hermanas Mirabal,0,3.6,0,leptospirosis,31,2020
Independencia,0,0.0,0,leptospirosis,31,2020
La Altagracia,0,5.7,0,leptospirosis,31,2020
La Romana,0,4.3,0,leptospirosis,31,2020
La Vega,0,1.6,0,leptospirosis,31,2020
María Trinidad Sánchez,0,2.4,0,leptospirosis,31,2020
Monseñor Nouel,0,1.0,0,leptospirosis,31,2020
Monte Cristi,0,0.0,0,leptospirosis,31,2020
Monte Plata,0,0.9,0,leptospirosis,31,2020
Pedernales,0,4.8,0,leptospirosis,31,2020
Peravia,0,0.8,0,leptospirosis,31,2020
Puerto Plata,0,0.5,0,leptospirosis,31,2020
Samaná,0,0.0,0,leptospirosis,31,2020
San Cristóbal,0,0.8,0,leptospirosis,31,2020
San José de Ocoa,0,12.3,0,leptospirosis,31,2020
San Juan,0,1.5,0,leptospirosis,31,2020
San Pedro de Macorís,0,2.8,0,leptospirosis,31,2020
Santiago,0,2.9,0,leptospirosis,31,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,31,2020
Santo Domingo,0,0.9,0,leptospirosis,31,2020
Sánchez Ramírez,0,4.4,0,leptospirosis,31,2020
Valverde,0,5.7,0,leptospirosis,31,2020
Azua,0,0.0,0,leptospirosis,32,2020
Baoruco,0,0.0,0,leptospirosis,32,2020
Barahona,0,2.6,0,leptospirosis,32,2020
Dajabón,0,9.8,0,leptospirosis,32,2020
Distrito Nacional,0,1.6,0,leptospirosis,32,2020
Duarte,0,3.8,0,leptospirosis,32,2020
El Seibo,0,17.4,0,leptospirosis,32,2020
Elías Piña,0,2.6,0,leptospirosis,32,2020
Espaillat,0,0.7,0,leptospirosis,32,2020
Extranjera,0,0.0,0,leptospirosis,32,2020
Hato Mayor,0,1.9,0,leptospirosis,32,2020
Hermanas Mirabal,0,3.5,0,leptospirosis,32,2020
Independencia,0,0.0,0,leptospirosis,32,2020
La Altagracia,0,5.5,0,leptospirosis,32,2020
La Romana,0,4.2,0,leptospirosis,32,2020
La Vega,0,1.6,0,leptospirosis,32,2020
María Trinidad Sánchez,0,2.3,0,leptospirosis,32,2020
Monseñor Nouel,0,0.9,0,leptospirosis,32,2020
Monte Cristi,0,0.0,0,leptospirosis,32,2020
Monte Plata,0,0.9,0,leptospirosis,32,2020
Pedernales,0,4.6,0,leptospirosis,32,2020
Peravia,0,0.8,0,leptospirosis,32,2020
Puerto Plata,0,0.5,0,leptospirosis,32,2020
Samaná,0,0.0,0,leptospirosis,32,2020
San Cristóbal,0,0.8,0,leptospirosis,32,2020
San José de Ocoa,0,9.0,0,leptospirosis,32,2020
San Juan,0,1.5,0,leptospirosis,32,2020
San Pedro de Macorís,0,2.7,0,leptospirosis,32,2020
Santiago,0,2.8,0,leptospirosis,32,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,32,2020
Santo Domingo,0,0.8,0,leptospirosis,32,2020
Sánchez Ramírez,0,4.3,0,leptospirosis,32,2020
Valverde,0,5.5,0,leptospirosis,32,2020
Azua,0,0.0,0,leptospirosis,33,2020
Baoruco,0,0.0,0,leptospirosis,33,2020
Barahona,0,2.5,0,leptospirosis,33,2020
Dajabón,0,9.5,0,leptospirosis,33,2020
Distrito Nacional,0,1.5,0,leptospirosis,33,2020
Duarte,1,4.2,1,leptospirosis,33,2020
El Seibo,0,16.9,0,leptospirosis,33,2020
Elías Piña,0,2.5,0,leptospirosis,33,2020
Espaillat,0,0.7,0,leptospirosis,33,2020
Extranjera,0,0.0,0,leptospirosis,33,2020
Hato Mayor,0,1.8,0,leptospirosis,33,2020
Hermanas Mirabal,0,3.4,0,leptospirosis,33,2020
Independencia,0,0.0,0,leptospirosis,33,2020
La Altagracia,0,5.4,0,leptospirosis,33,2020
La Romana,0,4.0,0,leptospirosis,33,2020
La Vega,0,1.5,0,leptospirosis,33,2020
María Trinidad Sánchez,0,2.2,0,leptospirosis,33,2020
Monseñor Nouel,0,0.9,0,leptospirosis,33,2020
Monte Cristi,0,0.0,0,leptospirosis,33,2020
Monte Plata,0,0.8,0,leptospirosis,33,2020
Pedernales,0,4.5,0,leptospirosis,33,2020
Peravia,0,0.8,0,leptospirosis,33,2020
Puerto Plata,0,0.5,0,leptospirosis,33,2020
Samaná,0,0.0,0,leptospirosis,33,2020
San Cristóbal,0,0.7,0,leptospirosis,33,2020
San José de Ocoa,0,11.6,0,leptospirosis,33,2020
San Juan,0,1.4,0,leptospirosis,33,2020
San Pedro de Macorís,0,2.6,0,leptospirosis,33,2020
Santiago,1,2.6,0,leptospirosis,33,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,33,2020
Santo Domingo,0,0.8,0,leptospirosis,33,2020
Sánchez Ramírez,0,4.1,0,leptospirosis,33,2020
Valverde,1,6.2,0,leptospirosis,33,2020
Azua,0,0.0,0,leptospirosis,34,2020
Baoruco,0,0.0,0,leptospirosis,34,2020
Barahona,0,2.4,0,leptospirosis,34,2020
Dajabón,0,9.2,0,leptospirosis,34,2020
Distrito Nacional,0,1.5,0,leptospirosis,34,2020
Duarte,0,4.1,0,leptospirosis,34,2020
El Seibo,0,16.4,0,leptospirosis,34,2020
Elías Piña,0,2.4,0,leptospirosis,34,2020
Espaillat,0,0.6,0,leptospirosis,34,2020
Extranjera,0,0.0,0,leptospirosis,34,2020
Hato Mayor,0,1.8,0,leptospirosis,34,2020
Hermanas Mirabal,0,3.3,0,leptospirosis,34,2020
Independencia,1,2.6,0,leptospirosis,34,2020
La Altagracia,0,5.2,0,leptospirosis,34,2020
La Romana,0,3.9,0,leptospirosis,34,2020
La Vega,0,1.5,0,leptospirosis,34,2020
María Trinidad Sánchez,0,2.2,0,leptospirosis,34,2020
Monseñor Nouel,0,0.9,0,leptospirosis,34,2020
Monte Cristi,0,0.0,0,leptospirosis,34,2020
Monte Plata,0,0.8,0,leptospirosis,34,2020
Pedernales,0,4.4,0,leptospirosis,34,2020
Peravia,0,0.8,0,leptospirosis,34,2020
Puerto Plata,0,0.5,0,leptospirosis,34,2020
Samaná,0,0.0,0,leptospirosis,34,2020
San Cristóbal,0,0.7,0,leptospirosis,34,2020
San José de Ocoa,0,11.2,0,leptospirosis,34,2020
San Juan,0,1.4,0,leptospirosis,34,2020
San Pedro de Macorís,0,2.5,0,leptospirosis,34,2020
Santiago,0,2.5,0,leptospirosis,34,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,34,2020
Santo Domingo,1,0.8,0,leptospirosis,34,2020
Sánchez Ramírez,0,4.0,0,leptospirosis,34,2020
Valverde,0,6.1,0,leptospirosis,34,2020
Azua,0,0.0,0,leptospirosis,35,2020
Baoruco,0,0.0,0,leptospirosis,35,2020
Barahona,1,3.1,0,leptospirosis,35,2020
Dajabón,0,8.9,0,leptospirosis,35,2020
Distrito Nacional,0,1.4,0,leptospirosis,35,2020
Duarte,0,4.0,0,leptospirosis,35,2020
El Seibo,0,15.9,0,leptospirosis,35,2020
Elías Piña,0,2.3,0,leptospirosis,35,2020
Espaillat,0,0.6,0,leptospirosis,35,2020
Extranjera,0,0.0,0,leptospirosis,35,2020
Hato Mayor,0,1.7,0,leptospirosis,35,2020
Hermanas Mirabal,0,3.2,0,leptospirosis,35,2020
Independencia,0,2.5,0,leptospirosis,35,2020
La Altagracia,0,5.0,0,leptospirosis,35,2020
La Romana,0,3.8,0,leptospirosis,35,2020
La Vega,0,1.4,0,leptospirosis,35,2020
María Trinidad Sánchez,0,2.1,0,leptospirosis,35,2020
Monseñor Nouel,0,0.9,0,leptospirosis,35,2020
Monte Cristi,0,0.0,0,leptospirosis,35,2020
Monte Plata,1,1.6,0,leptospirosis,35,2020
Pedernales,0,4.2,0,leptospirosis,35,2020
Peravia,0,0.8,0,leptospirosis,35,2020
Puerto Plata,0,0.4,0,leptospirosis,35,2020
Samaná,0,0.0,0,leptospirosis,35,2020
San Cristóbal,0,0.7,0,leptospirosis,35,2020
San José de Ocoa,1,13.7,0,leptospirosis,35,2020
San Juan,1,2.0,0,leptospirosis,35,2020
San Pedro de Macorís,0,2.9,0,leptospirosis,35,2020
Santiago,0,2.4,0,leptospirosis,35,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,35,2020
Santo Domingo,0,0.8,0,leptospirosis,35,2020
Sánchez Ramírez,0,3.9,0,leptospirosis,35,2020
Valverde,0,5.9,0,leptospirosis,35,2020
Azua,0,0.0,0,leptospirosis,36,2020
Baoruco,0,0.0,0,leptospirosis,36,2020
Barahona,0,3.1,0,leptospirosis,36,2020
Dajabón,0,8.7,0,leptospirosis,36,2020
Distrito Nacional,0,1.4,0,leptospirosis,36,2020
Duarte,0,3.9,0,leptospirosis,36,2020
El Seibo,0,15.4,0,leptospirosis,36,2020
Elías Piña,0,2.3,0,leptospirosis,36,2020
Espaillat,0,0.6,0,leptospirosis,36,2020
Extranjera,0,0.0,0,leptospirosis,36,2020
Hato Mayor,0,1.7,0,leptospirosis,36,2020
Hermanas Mirabal,0,3.1,0,leptospirosis,36,2020
Independencia,0,2.5,0,leptospirosis,36,2020
La Altagracia,0,4.9,0,leptospirosis,36,2020
La Romana,0,3.7,0,leptospirosis,36,2020
La Vega,0,1.4,0,leptospirosis,36,2020
María Trinidad Sánchez,0,2.0,0,leptospirosis,36,2020
Monseñor Nouel,0,0.8,0,leptospirosis,36,2020
Monte Cristi,0,0.0,0,leptospirosis,36,2020
Monte Plata,1,2.3,0,leptospirosis,36,2020
Pedernales,0,4.1,0,leptospirosis,36,2020
Peravia,0,0.7,0,leptospirosis,36,2020
Puerto Plata,0,0.4,0,leptospirosis,36,2020
Samaná,0,0.0,0,leptospirosis,36,2020
San Cristóbal,1,0.9,0,leptospirosis,36,2020
San José de Ocoa,0,13.3,0,leptospirosis,36,2020
San Juan,0,2.0,0,leptospirosis,36,2020
San Pedro de Macorís,0,2.8,0,leptospirosis,36,2020
Santiago,1,2.5,0,leptospirosis,36,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,36,2020
Santo Domingo,0,0.8,0,leptospirosis,36,2020
Sánchez Ramírez,0,3.8,0,leptospirosis,36,2020
Valverde,0,5.7,0,leptospirosis,36,2020
Azua,0,0.0,0,leptospirosis,38,2020
Baoruco,0,0.0,0,leptospirosis,38,2020
Barahona,1,3.6,0,leptospirosis,38,2020
Dajabón,0,8.2,0,leptospirosis,38,2020
Distrito Nacional,1,1.4,0,leptospirosis,38,2020
Duarte,1,4.1,0,leptospirosis,38,2020
El Seibo,0,14.6,0,leptospirosis,38,2020
Elías Piña,0,2.2,0,leptospirosis,38,2020
Espaillat,0,0.6,0,leptospirosis,38,2020
Extranjera,0,0.0,0,leptospirosis,38,2020
Hato Mayor,0,1.6,0,leptospirosis,38,2020
Hermanas Mirabal,0,3.0,0,leptospirosis,38,2020
Independencia,0,2.3,0,leptospirosis,38,2020
La Altagracia,0,4.6,0,leptospirosis,38,2020
La Romana,0,3.5,0,leptospirosis,38,2020
La Vega,0,1.3,0,leptospirosis,38,2020
María Trinidad Sánchez,0,1.9,0,leptospirosis,38,2020
Monseñor Nouel,0,0.8,0,leptospirosis,38,2020
Monte Cristi,0,0.0,0,leptospirosis,38,2020
Monte Plata,0,2.9,0,leptospirosis,38,2020
Pedernales,0,3.9,0,leptospirosis,38,2020
Peravia,0,0.7,0,leptospirosis,38,2020
Puerto Plata,0,0.4,0,leptospirosis,38,2020
Samaná,0,0.0,0,leptospirosis,38,2020
San Cristóbal,0,1.1,0,leptospirosis,38,2020
San José de Ocoa,0,12.6,0,leptospirosis,38,2020
San Juan,0,1.9,0,leptospirosis,38,2020
San Pedro de Macorís,0,2.7,0,leptospirosis,38,2020
Santiago,1,2.6,0,leptospirosis,38,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,38,2020
Santo Domingo,0,0.8,0,leptospirosis,38,2020
Sánchez Ramírez,0,4.5,0,leptospirosis,38,2020
Valverde,0,5.4,0,leptospirosis,38,2020
Azua,0,0.0,0,leptospirosis,39,2020
Baoruco,0,0.0,0,leptospirosis,39,2020
Barahona,1,4.2,0,leptospirosis,39,2020
Dajabón,0,8.0,0,leptospirosis,39,2020
Distrito Nacional,0,1.4,0,leptospirosis,39,2020
Duarte,0,4.0,0,leptospirosis,39,2020
El Seibo,0,14.3,0,leptospirosis,39,2020
Elías Piña,0,2.1,0,leptospirosis,39,2020
Espaillat,0,0.6,0,leptospirosis,39,2020
Extranjera,0,0.0,0,leptospirosis,39,2020
Hato Mayor,0,1.6,0,leptospirosis,39,2020
Hermanas Mirabal,0,2.9,0,leptospirosis,39,2020
Independencia,0,2.3,0,leptospirosis,39,2020
La Altagracia,0,4.5,0,leptospirosis,39,2020
La Romana,0,3.4,0,leptospirosis,39,2020
La Vega,0,1.3,0,leptospirosis,39,2020
María Trinidad Sánchez,0,1.9,0,leptospirosis,39,2020
Monseñor Nouel,0,0.8,0,leptospirosis,39,2020
Monte Cristi,0,0.0,0,leptospirosis,39,2020
Monte Plata,0,2.8,0,leptospirosis,39,2020
Pedernales,0,3.8,0,leptospirosis,39,2020
Peravia,0,0.7,0,leptospirosis,39,2020
Puerto Plata,0,0.4,0,leptospirosis,39,2020
Samaná,0,0.0,0,leptospirosis,39,2020
San Cristóbal,0,1.0,0,leptospirosis,39,2020
San José de Ocoa,0,12.3,0,leptospirosis,39,2020
San Juan,0,1.8,0,leptospirosis,39,2020
San Pedro de Macorís,0,2.6,0,leptospirosis,39,2020
Santiago,1,2.7,0,leptospirosis,39,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,39,2020
Santo Domingo,0,0.8,0,leptospirosis,39,2020
Sánchez Ramírez,0,4.4,0,leptospirosis,39,2020
Valverde,0,5.3,0,leptospirosis,39,2020
Azua,1,1.0,1,leptospirosis,40,2020
Baoruco,0,0.0,0,leptospirosis,40,2020
Barahona,0,0.0,0,leptospirosis,40,2020
Dajabón,0,0.0,0,leptospirosis,40,2020
Distrito Nacional,1,0.0,0,leptospirosis,40,2020
Duarte,3,0.0,1,leptospirosis,40,2020
El Seibo,0,0.0,0,leptospirosis,40,2020
Elías Piña,1,0.0,0,leptospirosis,40,2020
Espaillat,2,0.0,0,leptospirosis,40,2020
Extranjero,0,0.0,0,leptospirosis,40,2020
Hato Mayor,0,0.0,0,leptospirosis,40,2020
Hermanas Mirabal,0,0.0,0,leptospirosis,40,2020
Independencia,0,0.0,0,leptospirosis,40,2020
La Altagracia,2,0.0,1,leptospirosis,40,2020
La Romana,0,0.0,0,leptospirosis,40,2020
La Vega,4,1.0,1,leptospirosis,40,2020
María Trinidad Sánchez,1,0.0,1,leptospirosis,40,2020
Monseñor Nouel,1,0.0,0,leptospirosis,40,2020
Monte Cristi,0,0.0,0,leptospirosis,40,2020
Monte Plata,0,0.0,0,leptospirosis,40,2020
Pedernales,0,0.0,0,leptospirosis,40,2020
Peravia,0,0.0,0,leptospirosis,40,2020
Puerto Plata,0,0.0,0,leptospirosis,40,2020
Samaná,0,0.0,0,leptospirosis,40,2020
San Cristóbal,2,0.0,0,leptospirosis,40,2020
San José de Ocoa,4,0.0,0,leptospirosis,40,2020
San Juan,0,0.0,0,leptospirosis,40,2020
San Pedro de Macorís,0,0.0,0,leptospirosis,40,2020
Santiago,1,0.0,0,leptospirosis,40,2020
Santiago Rodríguez,2,0.0,0,leptospirosis,40,2020
Santo Domingo,4,0.0,1,leptospirosis,40,2020
Sánchez Ramírez,0,0.0,0,leptospirosis,40,2020
Valverde,1,0.0,0,leptospirosis,40,2020
Azua,0,0.0,0,leptospirosis,41,2020
Baoruco,0,0.0,0,leptospirosis,41,2020
Barahona,0,4.1,0,leptospirosis,41,2020
Dajabón,0,7.8,0,leptospirosis,41,2020
Distrito Nacional,0,1.4,0,leptospirosis,41,2020
Duarte,0,3.9,0,leptospirosis,41,2020
El Seibo,0,13.8,0,leptospirosis,41,2020
Elías Piña,0,2.0,0,leptospirosis,41,2020
Espaillat,0,0.5,0,leptospirosis,41,2020
Extranjero,0,0.0,0,leptospirosis,41,2020
Hato Mayor,0,1.5,0,leptospirosis,41,2020
Hermanas Mirabal,0,2.8,0,leptospirosis,41,2020
Independencia,0,2.2,0,leptospirosis,41,2020
La Altagracia,0,4.8,0,leptospirosis,41,2020
La Romana,0,3.3,0,leptospirosis,41,2020
La Vega,0,1.3,0,leptospirosis,41,2020
María Trinidad Sánchez,0,1.8,0,leptospirosis,41,2020
Monseñor Nouel,0,0.7,0,leptospirosis,41,2020
Monte Cristi,0,0.0,0,leptospirosis,41,2020
Monte Plata,0,2.7,0,leptospirosis,41,2020
Pedernales,0,3.7,0,leptospirosis,41,2020
Peravia,0,0.7,0,leptospirosis,41,2020
Puerto Plata,0,0.4,0,leptospirosis,41,2020
Samaná,0,0.0,0,leptospirosis,41,2020
San Cristóbal,0,1.0,0,leptospirosis,41,2020
San José de Ocoa,0,11.9,0,leptospirosis,41,2020
San Juan,0,3.5,0,leptospirosis,41,2020
San Pedro de Macorís,0,2.5,0,leptospirosis,41,2020
Santiago,2,3.0,1,leptospirosis,41,2020
Santiago Rodríguez,0,0.0,0,leptospirosis,41,2020
Santo Domingo,0,0.9,0,leptospirosis,41,2020
Sánchez Ramírez,0,4.3,0,leptospirosis,41,2020
Valverde,0,5.1,0,leptospirosis,41,2020
Azua,0,0.0,0,leptospirosis,42,2020
Baoruco,0,0.0,0,leptospirosis,42,2020
Barahona,0,4.0,0,leptospirosis,42,2020
